,accX,accY,accZ,gyroX,gyroY,gyroZ,accPCA,gyroPCA,side,gesture
2692,4446,3399,412,18,25,4,9914,1100,1,1
3006,2084,2310,1161,388,109,1609,7342,8702,1,1
1860,1439,2646,1297,29,926,1010,3979,3825,1,0
8134,3549,2902,1594,362,5,1008,6989,5398,1,1
4097,3551,2863,1690,23,15,28,7032,3464,1,1
1992,440,1982,1270,694,1333,1292,2538,9806,1,1
5079,3301,594,2002,767,934,1120,6371,4103,1,1
7277,3595,2143,1723,207,726,425,7355,6723,1,1
5331,303,626,1844,62,747,1541,3799,9628,1,1
5646,407,233,1820,354,724,1299,3043,6762,1,1
5065,40,27,1832,29,737,1001,5178,2899,1,1
4049,3854,2765,1503,202,722,998,8119,2610,1,1
1042,1405,803,2287,215,14,254,2906,2985,1,0
7325,706,421,1884,762,724,0,1175,1302,1,1
2089,1380,2131,1867,772,344,549,3325,8373,1,0
8836,151,418,1331,785,28,656,4505,8942,1,1
1345,877,1959,1851,790,8,2,9,2912,1,0
8475,1488,714,1499,564,10,260,3743,1889,1,0
2006,1807,2733,1220,730,225,1729,6168,9289,1,0
6094,1574,2173,1364,3,1380,983,4618,556,1,1
3755,325,3198,1658,4,942,999,2929,1827,1,0
6104,1800,1922,1652,961,752,1013,5806,1260,1,1
997,3197,2854,1490,20,357,1807,5304,9238,1,0
8206,3340,2754,1419,10,1157,102,6060,4121,1,1
1176,1208,2596,1529,1317,12,544,2403,8991,1,0
551,2593,4132,577,716,38,289,9066,4896,1,0
2732,2498,3920,645,564,207,987,8824,3324,1,0
7586,3516,1346,1254,17,22,262,7380,5665,1,0
8769,32,875,1895,212,528,29,5511,3339,1,1
7640,1072,3791,1172,206,724,17,2224,1555,1,0
5386,2964,296,997,1474,15,1725,9671,3386,1,1
8936,4051,2710,1814,423,250,43,8791,2599,1,1
2533,2177,2366,1492,203,736,1791,7666,9029,1,1
982,2161,1948,1676,966,1241,428,7524,7943,1,1
2770,2945,3604,132,1468,1276,664,9712,9500,1,1
4099,3522,3030,1589,27,343,982,6857,71,1,1
3457,2229,3481,1213,27,1163,1918,8099,9838,1,0
3458,2187,3680,916,491,520,264,8033,3140,1,0
8167,3242,2139,1735,783,12,6,5828,3065,1,1
445,2107,2160,1678,1233,532,547,7337,9044,1,1
3518,146,709,1713,365,0,264,4734,3265,1,1
9882,2387,145,994,764,931,539,8351,7684,1,1
6576,1173,2719,680,1259,1387,261,2506,4904,1,0
2526,1818,2708,1140,965,1158,1004,6226,287,1,0
68,826,350,1699,206,345,993,376,1781,1,1
1168,1703,2700,1460,25,10,981,5563,48,1,0
48,1871,1903,865,689,698,1828,6311,9404,1,1
1053,2055,1990,1353,1312,734,426,7130,8571,1,1
4076,3648,3142,1405,209,209,422,7322,6684,1,1
880,2698,4170,872,349,87,1203,9304,6353,1,0
2651,3121,2,140,16,931,1004,9931,2835,1,1
8156,1236,3827,395,1450,584,901,3657,9708,1,0
5547,428,474,1750,5,720,987,2966,115,1,1
1467,2076,2322,1385,359,729,12,7278,64,1,1
7007,3379,1325,1833,774,522,647,6946,8575,1,0
1320,499,569,2041,1116,928,1425,2646,3101,1,1
41,803,1936,1970,82,210,1155,452,4774,1,1
777,2714,3192,1061,1109,724,291,9237,6240,1,1
8972,3345,1312,1697,12,2,257,6802,5366,1,0
8230,55,2737,1686,783,933,1418,4729,3885,1,0
579,1382,2437,1456,358,215,1290,3546,5645,1,0
8145,1082,2387,1599,35,262,1140,1450,4235,1,0
5869,907,479,1626,217,22,1289,65,5513,1,0
6637,2495,2254,375,282,366,1247,8712,6315,1,1
1491,2125,2505,1364,204,721,1292,7507,5477,1,1
7616,672,3351,299,658,521,1746,197,9524,1,0
5638,402,170,1634,206,738,983,2992,1159,1,1
61,132,640,1882,1320,619,913,4843,9776,1,1
402,2619,1161,1374,1026,281,11,8821,4178,1,1
2084,1959,3366,817,1001,38,806,7102,9455,1,0
164,1944,4125,640,352,309,1077,7467,5002,1,0
8835,202,463,1865,481,676,1432,4366,7662,1,1
2715,1803,3224,1345,91,904,1217,6261,4963,1,0
8945,389,1041,1866,851,1294,393,3504,7367,1,0
2755,2595,3875,639,0,752,987,9021,65,1,0
5481,320,511,1754,768,343,28,3654,5641,1,1
1334,3693,513,1468,61,243,1246,7755,4944,1,1
3620,4516,3365,4,57,1063,1005,10013,8389,1,1
753,1362,2066,1510,384,506,558,3275,6604,1,0
9450,4257,1107,1175,650,1150,992,9371,6014,1,1
9738,637,3092,1585,202,18,29,964,3228,1,0
9898,2394,2176,1202,26,4,417,8405,6072,1,1
3519,206,790,1830,6,725,992,4458,638,1,1
1834,2193,3384,639,797,1165,989,8006,7017,1,0
7292,4092,941,1935,1111,829,1187,9029,4321,1,1
7282,3570,2360,1453,202,737,1535,7185,7837,1,1
3781,8,3121,1595,202,1165,1803,4884,9351,1,0
835,1900,2790,1538,28,1,1433,6564,7209,1,0
432,3940,2253,1515,751,146,1426,8434,8382,1,1
3643,1410,2911,1670,563,1418,994,3817,5951,1,0
6567,71,2519,1811,16,348,985,4759,315,1,1
3034,461,2454,1683,1118,838,1351,2329,6213,1,0
5918,1814,2357,1437,764,9,425,6037,7636,1,1
1193,2246,1157,1166,728,1141,1303,7663,9553,1,1
5489,656,514,1866,767,749,1422,1491,5675,1,1
2855,3082,328,183,7,442,268,9858,6892,1,1
4899,419,2507,1873,11,7,25,2661,3573,1,0
9840,1290,393,1616,773,5,1005,2550,1287,1,1
2729,2444,3972,543,368,117,735,8734,8864,1,0
3473,2268,3686,1042,137,26,415,8270,5358,1,0
433,4032,2019,1525,10,155,1637,8773,7065,1,1
9760,3280,1527,514,809,743,792,6338,9164,1,0
7039,885,3170,1682,3,16,16,485,3080,1,0
9115,1994,107,1532,776,724,1304,6737,3838,1,1
1533,1763,576,1452,785,941,1426,5458,5559,1,1
1332,3686,414,1534,640,526,1542,7734,8579,1,1
1443,4327,3407,417,364,513,351,9451,6451,1,1
214,1178,4149,2321,242,43,1376,3099,7354,1,0
5384,2901,2541,426,7,326,1210,9604,4273,1,1
5503,293,523,1861,208,204,4,3838,130,1,1
8497,1998,2760,1369,9,24,983,7016,653,1,0
181,454,1896,2346,202,1408,1005,2910,5289,1,1
8722,3275,660,1422,843,903,61,6167,4029,1,1
5349,940,2093,1624,208,14,19,461,1872,1,0
2910,1234,2898,1322,1114,14,264,2771,7776,1,0
5862,464,498,1880,488,9,419,2782,3837,1,1
70,598,520,1675,765,349,999,1820,452,1,1
544,575,803,1889,384,1293,1857,2161,9755,1,0
1204,1050,317,1376,745,215,6,1046,5469,1,0
9128,1751,1555,1447,911,929,130,4891,4965,1,0
7610,3761,1508,1604,208,204,1295,8218,5629,1,0
9703,444,2805,1718,22,8,9,2305,1410,1,0
7647,1064,3844,1127,783,8,644,2222,8496,1,0
4638,3755,131,1469,745,347,1006,7921,7676,1,1
8735,3684,1785,1168,484,345,982,8101,2156,1,0
877,2019,2710,1644,521,1416,1111,7056,4393,1,1
8101,3212,3106,1695,776,31,10,5346,3312,1,0
196,1440,3478,2068,1230,1299,649,4117,9005,1,0
9769,701,244,1724,366,31,546,1107,6941,1,1
8978,3265,1366,1694,11,23,1289,6456,3275,1,0
2571,1977,1762,808,359,15,29,6078,2274,1,0
7278,3664,2204,1563,778,735,1005,7570,1215,1,1
5365,1085,2039,1650,31,726,996,1333,2370,1,0
3060,573,2224,1592,780,744,993,1657,365,1,1
2868,3053,332,246,17,728,991,9819,1110,1,1
2718,3058,3743,2507,1027,951,1605,9811,7495,1,1
4110,3444,3233,1402,10,724,25,6395,3542,1,0
4587,685,3179,1324,641,9,1,539,3360,1,0
2903,84,2445,2171,791,115,471,4823,7438,1,1
2682,4476,3464,333,772,351,12,9961,3537,1,1
4071,3789,2839,1807,206,822,1432,7914,7983,1,1
9276,883,788,1261,1300,353,619,99,9113,1,0
4918,314,2603,1738,209,8,8,3274,367,1,0
5133,3987,697,1430,1385,474,1600,8687,7537,1,1
218,462,2124,1228,691,728,15,2318,3022,1,1
7613,3413,1755,2199,444,141,1450,7393,8068,1,0
8815,708,3603,868,973,799,1493,64,6436,1,0
2543,985,319,873,205,1380,80,791,9878,1,0
1244,1057,1130,1040,188,681,552,830,3209,1,0
420,1389,2377,1069,564,355,1294,3670,6937,1,0
2058,1372,2328,1641,3,936,1794,3397,8925,1,0
8514,2494,1990,1278,29,6,11,8641,1252,1,1
6474,1081,13,1607,9,747,1012,1265,3259,1,0
1166,1865,2730,1303,369,1069,1011,6410,6054,1,0
415,3450,3519,1619,341,436,1416,6343,7489,1,0
759,919,506,1623,205,21,1420,119,6782,1,0
654,4056,2428,493,725,1337,733,8753,6023,1,1
1201,1344,2339,2353,873,1293,156,2896,4957,1,0
5064,133,1954,1571,30,2,5,4513,386,1,1
8178,4378,3422,49,872,486,199,9614,6392,1,1
2830,828,2670,1176,889,763,545,137,9863,1,0
8283,3370,2922,1661,20,350,420,6203,6977,1,1
4292,3205,500,1802,22,24,31,5872,3785,1,1
6025,1980,1290,1278,153,609,1604,6329,8172,1,0
2063,822,332,1895,337,746,1679,440,9089,1,1
6605,815,1078,1581,20,3,2,714,525,1,0
4191,4009,451,1632,1,3,1632,8747,7717,1,1
1281,3445,2886,822,646,98,1007,6365,5610,1,1
2636,2926,2134,128,245,278,208,9653,9926,1,1
9911,2368,2322,1335,561,15,414,8333,3231,1,1
2663,4418,3372,294,574,1330,999,9792,9271,1,1
8303,3218,2813,1654,790,751,1002,5459,357,1,1
1282,6,3107,317,1235,285,38,4430,4467,1,0
1437,4244,3643,146,419,1365,1340,9195,7579,1,1
3481,2079,3568,1160,575,927,1805,7581,9803,1,0
56,1649,756,1941,1382,924,642,4601,8236,1,1
8500,2010,2586,1329,1225,520,1003,7037,2653,1,1
3007,1853,2229,1965,754,522,1211,6074,4846,1,1
1844,516,1301,907,46,674,941,2601,8576,1,0
5092,3400,2152,1593,24,22,257,6529,5135,1,1
2880,3673,721,1626,643,342,1201,7752,4480,1,1
3404,3562,1741,1564,1324,1383,887,7720,3941,1,0
3614,4510,3632,6,1227,1112,33,10006,9815,1,1
6491,1091,54,1662,18,28,2,1306,859,1,0
6623,2123,2156,1432,566,724,1115,7432,4337,1,1
435,3839,2026,1442,173,417,1315,8155,6322,1,1
2995,1240,1957,1658,20,30,261,2323,5565,1,0
5046,215,2014,1668,358,1056,998,4033,3728,1,1
1565,2257,3469,805,1025,737,800,8225,9441,1,0
2631,2844,1577,404,964,182,34,9424,4257,1,1
9678,2161,1852,2452,438,802,12,6419,4418,1,0
401,2192,1006,899,746,240,1115,7552,4346,1,1
881,2629,4124,344,1427,523,588,9168,8165,1,0
6558,3237,2567,1864,6,0,260,5711,5735,1,1
9856,1326,321,1648,365,720,25,2821,1416,1,1
7320,3458,341,2203,861,843,499,7045,7576,1,1
9489,2320,674,1331,17,31,982,8044,435,1,1
9110,1860,77,1392,721,17,9,6128,3853,1,1
2623,1714,899,1389,22,17,991,5095,1132,1,0
5361,1045,2007,1682,202,8,983,1085,700,1,0
3023,1653,2335,1608,0,729,0,5144,1184,1,1
8886,3468,3569,2359,533,200,1431,6629,4939,1,0
6586,643,1053,1558,216,724,1298,1755,6136,1,0
8161,3976,1660,2473,992,351,310,8843,6632,1,0
4176,3921,1723,1541,168,1376,1470,8647,7547,1,0
5145,897,2113,1674,334,960,1002,218,4329,1,0
1839,1227,2007,1157,1439,1171,1299,2413,6395,1,0
1995,3649,2455,498,642,860,983,7301,6089,1,1
2399,2331,3327,1046,15,15,14,8368,2355,1,0
4279,2442,105,1382,765,824,779,8479,9079,1,1
6143,2277,3589,777,1058,937,629,8299,8713,1,0
4337,3216,2094,1712,354,346,27,5702,2586,1,1
800,1607,208,1578,1111,1234,647,4628,8877,1,1
69,636,372,1602,779,725,1006,1496,1191,1,1
2759,2632,3883,608,572,447,1012,9123,6677,1,0
4877,412,2626,1702,781,345,1013,2599,1491,1,0
1074,2228,3379,1596,1473,633,524,8012,8045,1,0
9923,1271,283,2203,365,1024,652,2207,5579,1,1
9091,4485,1980,95,1359,49,1602,9983,4593,1,1
2603,1304,781,1546,18,23,267,2498,5959,1,0
5032,2152,1186,2302,651,592,32,7082,9341,1,0
409,2412,712,902,742,898,280,8369,4661,1,1
5629,660,340,1865,16,2,997,1416,1720,1,1
8777,228,726,1726,204,210,8,4267,898,1,1
2726,2460,3860,1003,356,732,1296,8720,6662,1,0
1329,3396,421,1659,212,10,5,6678,175,1,1
6001,3004,1204,933,1473,160,1399,9734,6198,1,1
4598,763,3176,1501,2,747,1290,163,3379,1,0
6128,1750,1929,1630,488,16,1529,5539,8029,1,1
751,635,1319,1179,819,1084,1166,1864,4247,1,0
6062,2710,1226,2126,1220,969,946,9084,6328,1,1
4032,3825,2914,1477,17,723,1304,7992,5831,1,1
9748,646,3133,1558,2,22,999,881,1079,1,0
5371,1240,2072,1675,7,24,989,2360,12,1,0
1545,1741,770,1675,211,5,1004,5225,3515,1,1
2683,4450,3420,416,206,720,17,9925,1595,1,1
1025,1180,190,1093,1050,333,573,1991,8616,1,1
5396,2892,353,511,19,929,1001,9572,2634,1,1
2354,1786,7,1511,30,3,986,5763,1031,1,1
5137,2712,1972,1035,998,1068,1870,9196,523,1,1
5628,460,260,1645,367,357,12,2659,197,1,1
773,2802,3402,512,326,632,1881,9433,9757,1,1
8831,463,397,1702,769,19,1430,2712,5914,1,1
3422,2240,2520,1073,634,538,1503,7970,8641,1,1
641,1225,1895,1677,206,20,10,2181,882,1,1
9472,2002,1150,2314,724,398,137,6262,4306,1,0
9279,1191,727,1863,11,101,1262,1630,4730,1,0
1108,1470,28,1637,13,528,1230,3848,4639,1,1
4936,206,2612,1582,204,728,414,3869,5660,1,0
633,1368,1908,1602,363,21,1005,3236,5141,1,1
2569,1974,1804,889,11,11,981,5997,689,1,0
3375,583,383,1978,1443,1239,937,1969,4189,1,1
2825,995,2197,1802,767,928,985,801,612,1,0
8765,169,2531,2416,122,63,1122,4527,4724,1,1
9756,869,3714,407,1400,1200,679,1148,9403,1,0
6593,987,1059,1594,218,728,996,297,3097,1,0
1172,1759,2687,1421,959,751,992,5868,1398,1,0
2576,1953,1807,961,30,739,997,5862,2550,1,0
1989,2167,744,2206,41,1075,1677,7323,8734,1,1
7011,108,1255,1594,21,527,644,5223,8287,1,0
3410,3475,1722,1387,31,742,418,7424,5932,1,0
4881,150,2642,1501,30,30,545,4160,7609,1,1
4024,3747,2839,1628,794,12,729,7750,9245,1,1
3441,1707,2242,1306,448,140,1593,5464,8701,1,1
2628,2705,1636,1428,1064,614,19,9058,4732,1,1
8241,344,2590,1657,27,16,14,3050,1820,1,0
4156,513,3373,538,1387,726,489,1263,8732,1,0
6590,870,1080,1525,359,351,20,381,1585,1,0
815,4366,3710,53,778,1249,1591,9550,8175,1,1
4588,920,3225,1499,777,746,1289,784,2544,1,0
179,1714,2262,1593,1413,445,990,5449,6120,1,1
9272,1489,4103,586,1217,1070,9,5419,4703,1,0
5858,2384,442,788,325,818,367,8331,4489,1,1
1157,1967,2811,1415,212,17,988,6883,1766,1,0
8111,3283,3116,1469,25,31,997,5679,1907,1,0
1532,1793,429,1405,24,725,1291,5706,5160,1,1
9132,1446,1342,1421,367,640,1294,3158,5762,1,0
1535,1678,663,1527,216,21,986,4931,1689,1,1
7609,3609,1410,1580,218,15,993,7709,2624,1,0
2605,1667,823,1626,769,720,992,4767,150,1,0
9288,1467,2313,1883,1118,752,881,3909,9854,1,0
2351,1853,1922,1465,5,9,991,6099,326,1,1
7914,116,2207,1629,963,11,27,4544,6705,1,1
1480,2165,2513,1388,10,12,20,7648,3165,1,1
2793,708,1460,1427,28,24,31,1566,3600,1,0
9803,1463,1389,1547,368,346,1433,3214,7799,1,0
9957,889,1537,1526,764,938,25,557,3712,1,0
6073,1467,2687,1074,18,731,25,4262,3168,1,0
4880,366,2767,1512,780,741,1009,2796,1677,1,0
3485,2783,4007,412,407,99,1182,9435,6388,1,0
3768,189,3153,1586,24,4,982,3767,193,1,0
4113,3521,2906,1679,17,723,1003,6885,2515,1,1
1952,4010,3729,196,23,747,1011,8447,3678,1,0
555,1716,3116,1473,216,586,497,5766,7433,1,0
9102,2043,440,1437,17,1235,1291,6947,5370,1,1
1163,1877,2807,1376,13,729,1012,6484,3292,1,0
9683,1658,2920,1094,311,180,1107,5475,4237,1,0
5924,1484,568,1895,1007,1378,152,3686,6237,1,1
2858,3057,321,191,355,726,989,9827,2457,1,1
3381,115,241,1711,766,1059,425,4754,7237,1,1
4580,812,3456,1261,205,730,1433,312,7608,1,0
7876,64,2002,1798,26,14,27,4986,3237,1,1
6119,1301,398,2060,5,1068,1293,2482,5044,1,1
4884,372,2601,1689,16,744,19,2885,2560,1,0
4129,3477,3054,1574,25,721,7,6624,862,1,1
1152,2010,2825,1382,12,730,1006,7086,2677,1,0
8487,2080,2793,1483,772,932,1,7378,1615,1,1
9764,469,998,1525,1235,781,420,2898,7940,1,0
7897,123,2161,1575,205,722,1000,4497,2941,1,1
4901,380,2662,1728,13,6,7,2813,1562,1,0
9909,2457,2258,1452,22,22,22,8555,2968,1,1
9725,571,3126,1521,567,215,992,1327,3812,1,0
8290,285,3022,1668,214,349,645,3285,7810,1,0
5922,1444,2113,1567,1049,842,1020,3755,1440,1,1
665,36,236,1174,203,617,1923,5101,8281,1,1
3392,495,1983,1605,10,736,1006,2266,2623,1,1
7323,519,1045,1716,1012,643,523,2664,8185,1,0
642,1304,17,1672,22,9,23,2774,2975,1,1
9264,1771,3934,869,213,31,256,6567,3373,1,0
176,280,2794,1627,768,148,597,3381,8140,1,0
6074,2348,2197,1835,1427,798,1300,8212,323,1,1
9933,3717,2151,1316,26,206,1283,7714,4909,1,1
786,540,300,1558,980,728,764,2096,9166,1,1
8119,3172,3119,1514,214,725,981,5076,1187,1,0
8547,543,1043,1451,96,1429,707,2399,8096,1,0
1971,1941,3009,1127,208,742,4,6874,400,1,0
2905,1993,3438,495,357,1413,982,7313,2931,1,0
530,1663,3467,410,394,154,1408,5937,7544,1,0
996,3437,2618,1680,16,6,1431,6583,6956,1,1
1427,1588,2072,1603,11,17,992,4634,687,1,1
6064,2074,2142,614,1313,845,991,7369,2168,1,1
3798,89,3099,1694,22,213,255,4414,5149,1,0
3445,1048,2619,1165,330,158,1569,1444,8247,1,0
151,1601,2080,538,59,742,1798,5069,3993,1,1
4938,198,2840,1473,767,521,987,3793,1499,1,0
3001,1224,2007,1760,67,443,1338,2188,6394,1,0
167,2254,3612,1412,1423,748,284,8195,6304,1,0
8901,3983,656,1823,116,727,1735,8692,4102,1,1
2865,3094,329,223,212,6,1001,9874,3244,1,1
2883,810,2092,1401,24,317,292,230,6251,1,0
3031,1129,2423,1552,644,901,1260,1778,6149,1,0
3799,3145,3165,1561,17,5,0,4915,447,1,0
4064,3829,2746,1748,14,348,10,8061,2269,1,1
3387,229,257,1555,24,68,85,4046,4161,1,1
6022,3985,1451,1309,133,550,1486,8739,7456,1,1
6014,3284,277,638,1476,1203,570,5906,7600,1,1
4326,3334,2342,1589,957,736,15,6194,5213,1,1
428,3649,435,1890,866,1247,880,7655,9929,1,1
426,1048,2064,1566,338,1245,561,1140,6501,1,0
8507,2549,25,1277,8,22,14,8729,2739,1,1
2762,2649,3871,621,484,17,985,9149,2748,1,0
4908,271,2568,1729,29,10,20,3536,2354,1,0
4084,3700,3051,1488,215,448,415,7541,5830,1,1
9257,1798,4016,821,29,25,2,6743,276,1,0
1465,2219,2409,1337,31,218,25,7818,3075,1,1
6126,1143,449,1650,27,592,31,1509,5209,1,0
3495,2798,4112,219,4,20,18,9492,3267,1,0
8789,269,805,1694,4,18,24,4044,3770,1,1
9256,1754,4006,838,31,742,11,6535,870,1,0
5378,824,136,1839,1111,520,1068,352,9585,1,1
3396,1477,2575,1546,1415,452,735,4144,9890,1,0
8830,574,407,1782,218,740,1635,1978,8454,1,1
7290,3503,10,1798,1120,1235,1028,7074,9641,1,1
4029,3724,2831,1615,215,18,263,7656,3818,1,1
4889,352,2570,1632,24,23,25,2994,3179,1,0
8537,2489,2088,1313,18,22,8,8635,1582,1,1
1203,890,526,2143,808,1243,418,206,9262,1,0
3813,3148,3079,1625,28,0,993,4982,1837,1,0
9511,2344,437,2048,361,1266,28,8105,5873,1,1
7889,257,2087,1824,762,743,1002,3810,1727,1,1
2641,3114,134,147,202,218,6,9910,816,1,1
2562,2435,1684,635,956,16,991,8271,1769,1,0
7649,1300,4027,889,1427,442,357,4006,6524,1,0
2728,2529,3838,821,1417,631,1,8855,7252,1,0
3660,498,2878,1696,210,0,262,1932,3787,1,0
2626,1570,865,1240,916,231,421,4238,4147,1,0
8276,823,3800,1070,784,1238,1863,672,9250,1,0
4635,197,2376,1622,1041,905,476,4000,8050,1,1
805,1477,494,1689,1111,728,542,3709,8490,1,1
8308,22,2927,1642,4,21,254,4868,5471,1,0
3771,297,3163,1695,30,23,22,3146,2648,1,0
1242,3722,3909,2472,1321,694,372,7633,7434,1,0
6983,4021,3182,1321,26,723,1912,8665,9658,1,1
6499,204,807,1063,1378,1104,738,4271,9226,1,1
547,1232,2252,1190,122,776,1950,2527,9972,1,0
3022,1331,2460,1603,778,722,1002,3191,706,1,0
3405,3394,1731,1187,214,728,421,7122,5849,1,0
26,1019,178,1622,25,6,3,836,434,1,1
2508,1888,2075,1641,483,441,10,6282,442,1,1
1433,894,688,2491,89,1041,1187,690,5008,1,0
2582,1921,1777,916,209,8,987,5753,1576,1,0
1302,1689,963,2320,81,1166,1152,4566,4956,1,0
6554,3185,2494,1695,358,207,1288,5393,5556,1,1
4004,3747,3333,1380,22,9,420,7632,6824,1,1
1221,4162,1021,2418,731,1353,1505,9203,8088,1,1
2548,1526,1909,1436,719,350,1304,4233,8311,1,1
750,3597,1241,1547,299,33,1953,7623,10000,1,1
437,4027,2381,814,690,404,1443,8713,6559,1,1
3411,3420,1720,1384,30,721,988,7235,1361,1,0
2847,3081,366,212,491,23,25,9857,670,1,1
1173,1575,2591,1444,762,10,259,4779,5888,1,0
2699,4455,3345,370,216,20,17,9933,1279,1,1
2481,1787,2120,1418,211,741,1297,5855,6035,1,1
9232,1783,3973,938,202,9,988,6611,1363,1,0
2706,4426,3074,576,1316,46,2,9842,6999,1,1
1039,2160,1990,1281,793,926,469,7573,7405,1,1
2637,3098,2062,127,682,165,1008,9882,5602,1,1
5049,144,2079,1604,24,5,8,4419,1116,1,1
2499,1979,2387,1467,27,206,30,6833,3609,1,1
1004,8,2512,1931,209,216,1426,5184,7002,1,1
2861,3071,263,180,212,14,13,9848,903,1,1
1870,2893,4164,279,419,741,1705,9666,9157,1,0
534,1270,2476,958,1112,453,107,2954,4478,1,0
6147,698,412,1930,929,728,613,1227,8596,1,1
585,1368,2380,1490,208,5,994,3426,2365,1,0
9937,3632,3276,1309,1318,1161,1296,7207,19,1,1
3035,850,2092,1829,1458,1015,1630,106,8149,1,0
2585,1931,1783,903,22,1,0,5801,158,1,0
4317,3755,799,1846,652,858,1854,8082,9488,1,1
9686,652,3836,2233,101,191,1763,597,9103,1,0
6037,445,2,844,955,842,1422,2394,7296,1,1
2836,415,2167,1194,1458,592,1206,2606,9920,1,1
6498,978,286,1121,1381,857,402,657,6589,1,0
6523,111,1120,1607,768,1230,1112,5141,4000,1,0
2900,618,2924,1287,1411,478,340,1045,6588,1,0
2944,1590,2188,1580,780,1058,1799,4697,8878,1,1
3615,4509,3484,8,956,945,945,10007,9802,1,1
7293,4057,1073,1418,809,1416,1506,8912,7338,1,1
8226,131,2825,1592,23,3,5,4228,758,1,0
8114,3179,3015,1591,359,12,989,5173,2485,1,0
5173,698,274,1680,960,347,890,1123,9894,1,1
2518,1766,2271,1427,479,1064,1738,5776,9338,1,1
397,344,505,2290,1336,1187,266,3700,5016,1,1
1317,4005,29,420,1371,16,161,8651,4803,1,1
8149,3001,4185,130,784,894,1369,9783,6362,1,0
1566,1592,3206,860,1047,1374,717,5255,9119,1,0
1984,2297,454,1158,367,740,1735,8016,9272,1,1
5477,501,594,1772,794,728,996,2558,847,1,1
8516,2465,2022,1201,770,928,986,8573,643,1,1
2333,1082,2207,1022,1419,1306,1732,1532,6851,1,0
573,1479,2315,1593,688,10,1634,4056,9069,1,0
9097,2614,528,2404,493,420,293,8782,6219,1,1
981,2311,2335,1503,767,1062,995,8144,865,1,1
9105,1885,383,1372,31,725,1425,6192,6980,1,1
535,1167,27,2249,1009,821,818,1587,4622,1,0
4622,1337,3547,228,1177,707,854,4187,9745,1,0
5111,3313,2066,1796,28,728,997,6204,2362,1,1
1434,1059,199,2498,1106,1404,1655,368,8617,1,0
7032,872,3127,1545,28,16,1289,433,3888,1,0
2579,1919,1758,886,206,6,8,5779,492,1,0
4604,3225,2150,1903,209,864,1481,5768,7426,1,1
1867,1251,2042,1289,517,762,1107,2549,4389,1,0
1454,3248,2443,419,1107,638,823,5387,9830,1,1
9935,3403,2985,1622,692,442,1121,6310,4475,1,1
4148,3586,3073,1476,208,217,984,7100,788,1,1
2521,2063,2504,1451,10,930,419,7250,6839,1,1
4902,357,2558,1719,792,729,0,2993,2678,1,0
1820,1581,3158,1264,395,716,1254,5087,6252,1,0
2929,532,268,2076,818,284,5,2310,8997,1,1
51,2334,2005,2079,492,673,263,8132,3363,1,1
7324,3513,1329,2398,913,1235,210,7587,6293,1,0
5493,872,534,1738,965,4,1002,192,720,1,0
2629,2653,1596,567,876,604,246,8928,6539,1,1
3991,3982,2077,2253,142,793,1852,8667,9528,1,1
4284,291,2595,1327,763,881,15,3311,729,1,0
1858,1899,2569,1690,26,26,1421,6457,6118,1,1
865,949,2714,2271,820,1351,881,507,4196,1,0
5035,2244,720,922,328,862,19,7788,9905,1,1
7328,539,333,1918,1469,7,655,2228,9819,1,1
4053,3754,2822,1582,202,730,7,7765,430,1,1
8315,2486,3578,1580,512,660,180,8715,4516,1,0
425,2226,1904,2031,648,850,426,7707,1341,1,1
188,1419,2932,1365,10,725,1001,3948,1974,1,0
5657,328,202,1543,6,14,539,3450,7692,1,1
2741,2559,3861,740,772,18,15,8940,3551,1,0
1041,963,284,1929,363,1413,1402,370,6523,1,0
8763,3894,574,1193,220,387,1902,8370,9772,1,1
3625,4520,3119,1,1456,620,550,10017,4323,1,1
2921,711,2324,838,1147,980,884,558,4969,1,0
8898,4062,1000,1611,333,804,1368,8939,7468,1,1
801,1338,308,1720,1449,6,77,2868,4543,1,1
1487,2164,2491,1453,207,8,1295,7635,5728,1,1
1128,2036,3024,412,22,684,269,7429,6910,1,0
5522,454,428,1587,211,7,10,2743,498,1,1
5048,180,2044,1696,358,730,982,4250,1822,1,1
8923,3854,427,1649,18,31,3,8266,1027,1,1
4885,93,2649,1555,203,723,999,4512,2773,1,1
3815,47,3196,1482,15,936,999,4563,2278,1,0
6100,2032,63,1848,481,440,737,6901,8442,1,1
2374,2860,3966,274,669,254,1704,9574,9486,1,0
2577,1778,1808,1008,27,204,29,4836,3527,1,0
5060,93,1916,1817,762,24,254,4832,5628,1,1
156,581,1724,2035,1000,1085,1433,2915,6116,1,0
3776,38,3124,1545,358,10,31,4657,2523,1,0
2879,4337,336,660,856,28,352,9549,6605,1,1
3413,3149,1606,1338,479,592,982,5992,1446,1,0
8219,50,2776,1598,25,2,16,4719,2036,1,0
6608,949,1070,1510,202,720,997,94,2491,1,0
8305,58,2984,1725,28,721,984,4635,714,1,0
6512,603,989,1703,26,932,257,2021,3612,1,0
9136,1520,1417,1449,765,737,6,3562,2064,1,0
5682,537,219,1805,12,23,19,2156,3074,1,1
2495,2006,2245,1519,4,15,20,6909,3427,1,1
2372,2661,2707,1233,589,1056,1092,9092,4385,1,1
4115,3455,2993,1606,19,723,10,6563,1547,1,1
5362,1048,2019,1746,210,23,1,1087,458,1,0
