,accX,accY,accZ,gyroX,gyroY,gyroZ,accPCA,gyroPCA,side,gesture
5908,1697,2442,1438,571,350,255,5446,1359,1,0
757,1128,777,1908,26,6,1431,1212,7081,1,0
807,1548,1175,2382,1372,1346,418,3499,8407,1,0
1956,3977,2401,1570,890,708,447,8567,7509,1,1
5905,1680,2566,1807,800,674,81,5308,4695,1,0
8198,759,3252,1406,727,1416,1026,136,4453,1,0
1073,2213,3449,1340,819,697,447,7995,7472,1,0
7909,188,2152,1594,8,23,9,4134,2198,1,1
8531,2485,2009,1237,208,207,255,8623,3507,1,1
2091,1722,2933,1204,364,343,982,5799,1589,1,0
9946,3325,2118,1253,814,402,218,6132,8785,1,1
7275,3685,2089,1697,10,209,1007,7652,2296,1,1
9455,4248,1040,1525,571,932,31,9350,185,1,1
9961,903,1507,1431,215,17,1296,430,5941,1,0
1003,3401,2667,1465,1320,737,1866,6353,8412,1,1
9121,1550,2554,1494,887,449,496,4581,7602,1,0
6597,841,1056,1525,203,733,270,535,5598,1,0
6658,901,510,2261,22,1350,19,198,1406,1,0
1485,2128,2503,1292,484,728,1428,7532,7867,1,1
7646,1065,3832,1141,15,732,261,2212,5480,1,0
9137,1440,1404,1348,765,21,983,3087,1325,1,0
4101,3546,2940,1604,781,926,4,6970,2429,1,1
2722,2039,3850,957,206,294,878,7566,9690,1,0
1268,971,458,2379,75,638,1414,115,7352,1,0
5492,564,437,1635,964,519,11,2001,5606,1,1
5377,989,1942,1499,777,356,1290,749,1936,1,0
5627,510,204,1546,202,6,10,2264,958,1,1
6978,4431,2812,1952,918,1281,850,9876,9436,1,1
2821,1000,2356,1767,23,1063,1797,911,9236,1,0
589,1193,2242,1799,203,29,990,2057,1486,1,0
8927,3738,507,1624,25,344,3,7941,827,1,1
7336,500,43,1650,10,27,8,2298,2017,1,1
8877,2477,854,1049,653,1244,415,8523,1008,1,1
7944,3155,1924,1773,767,728,4,5415,2000,1,1
2028,1085,217,1619,5,13,997,1221,1056,1,0
1232,4287,98,1215,1323,673,248,9400,6229,1,1
8476,1521,665,1595,651,27,415,3928,2214,1,0
8899,3907,896,1744,235,1241,1157,8495,6159,1,1
7028,817,3232,1434,1231,738,994,208,3058,1,0
6481,1031,164,1728,8,13,259,899,5663,1,1
6067,2004,423,1743,770,936,427,6676,7658,1,1
896,1255,5,1694,1,2,1013,2388,2834,1,1
7306,1117,2979,1425,207,138,1006,1957,1623,1,0
3806,34,3201,1520,2,204,29,4651,5382,1,0
890,968,740,2034,1482,172,557,217,8110,1,0
5026,949,1211,1575,754,929,4,10,6648,1,0
9248,1835,3991,970,31,343,984,6852,397,1,0
2799,797,1553,1516,356,16,1002,1135,3606,1,0
584,1314,2329,1572,26,6,14,3041,1779,1,0
1260,1054,765,1727,1266,6,9,811,4867,1,0
5912,1495,2281,1588,14,214,255,4126,5373,1,0
4298,3307,551,1707,770,746,4,6333,1981,1,1
3783,140,3120,1629,19,741,1290,4085,3895,1,0
1008,3209,2268,1933,729,331,1448,5663,6634,1,1
3623,4515,3338,13,1411,534,268,10012,8866,1,1
4949,551,722,2313,183,930,1454,2514,7511,1,0
9696,450,2883,1819,765,739,732,2270,8951,1,0
6004,2836,1110,645,646,677,426,9427,5265,1,1
8242,256,2551,1667,209,9,990,3625,1933,1,0
6005,2819,1025,551,488,447,1008,9384,5561,1,1
6452,3280,96,1638,355,1165,1423,6075,7645,1,1
7600,3659,1222,1351,369,1,10,7795,744,1,1
7946,73,2176,1579,488,0,1,4805,2399,1,1
2937,205,2005,1864,1120,249,685,4161,8672,1,1
6473,1100,84,1728,961,357,420,1334,7974,1,0
983,2245,1918,1787,212,778,424,7800,5256,1,1
6995,176,3564,1519,52,67,258,3623,1639,1,0
5339,1082,2280,1627,639,938,17,1398,2020,1,0
2925,3418,346,2191,1479,31,21,6878,8440,1,1
9894,2424,2026,1283,202,23,1010,8464,3596,1,1
6482,1061,132,1753,781,5,990,1072,1088,1,0
7038,923,3183,1488,488,28,1288,787,6099,1,0
4924,219,2708,1585,1,7,25,3744,3877,1,0
627,1543,2097,1555,31,735,1419,4370,6784,1,1
5152,3246,571,1922,368,518,261,6109,3424,1,1
8184,191,3058,2503,247,1117,1284,4519,6560,1,0
1269,2203,2143,2328,303,943,1563,7584,8267,1,1
8808,171,1499,1916,789,784,1378,5123,6366,1,0
7902,92,2106,1683,30,723,0,4737,328,1,1
8724,3250,1442,1794,1095,1110,116,6453,4375,1,0
2398,2188,3244,1130,789,723,542,7876,8285,1,0
1186,2565,1153,1660,857,594,18,8686,9222,1,1
6045,1383,1871,1177,608,140,1494,1915,8621,1,0
9816,1043,27,2134,122,760,1263,892,6309,1,0
1977,881,2314,690,788,176,375,454,6516,1,0
9910,2359,2240,1192,12,11,1295,8309,3880,1,1
1305,288,2225,731,724,879,1346,3276,6421,1,1
3049,569,2311,1715,956,207,421,1690,7911,1,0
1273,3209,3069,328,227,1000,945,4909,920,1,0
9690,592,2474,1478,762,1067,29,1409,3866,1,0
2796,836,1517,1395,208,443,12,864,1521,1,0
183,1319,3288,1232,18,594,259,3527,5847,1,0
5081,220,2471,1413,651,727,1016,3775,4146,1,1
7025,620,3153,1579,1226,531,1288,1035,1528,1,0
2656,3088,231,257,171,1264,1442,9866,7565,1,1
1961,3972,3559,644,720,540,209,8335,4813,1,1
4891,422,2629,1706,762,5,990,2528,93,1,0
1251,695,2069,1525,20,747,1004,956,2905,1,1
5169,607,245,1702,484,211,5,1672,1439,1,1
6483,1051,76,1600,31,20,993,1077,1808,1,0
8748,3790,1814,1246,360,584,1002,8381,3199,1,0
7896,212,2108,1729,22,2,997,4037,2009,1,1
1051,2197,2069,1146,208,728,1644,7726,8525,1,1
4069,3647,3075,1431,15,344,8,7331,1972,1,1
6054,2888,3531,348,1353,743,829,9606,9769,1,1
2042,1099,655,1522,137,936,421,1188,5309,1,0
1086,1955,1947,1522,564,525,933,6587,9302,1,1
5496,512,560,1780,480,734,1000,2464,5235,1,1
4322,3149,2305,1952,686,63,1238,5326,4843,1,1
6984,4117,3287,1143,1449,211,1914,8891,7994,1,1
5144,648,198,2377,725,964,990,1712,7906,1,1
8864,65,472,1652,694,441,1227,5139,4856,1,1
9145,1556,1431,1454,213,4,18,3751,1443,1,0
3478,2284,3689,898,217,30,984,8321,1435,1,0
2553,2249,2616,1311,875,1235,513,8000,8043,1,1
9513,1154,478,1040,1311,1359,996,1756,6845,1,0
9766,275,355,1579,441,181,414,3806,9796,1,1
2662,4386,2951,1092,93,1329,17,9694,9380,1,1
8115,3221,3117,1464,3,747,993,5335,805,1,0
5865,759,371,1751,1421,13,884,833,4123,1,1
1344,995,2083,1526,22,9,10,855,1526,1,0
8232,3168,2675,1743,767,21,1298,5239,3505,1,1
1504,2345,1183,1416,1349,891,481,8028,8640,1,1
1806,4089,3477,787,153,890,572,8803,7398,1,1
5397,2879,523,764,777,20,263,9536,6918,1,1
3791,84,3233,1492,214,208,986,4337,1473,1,0
8912,3926,435,1527,762,751,12,8470,2489,1,1
9293,860,917,1424,157,181,42,331,8378,1,0
5652,605,326,1877,18,721,1010,1769,3238,1,1
7302,1254,2655,1657,769,932,543,2705,7839,1,0
1848,1564,1398,2287,155,256,1736,3557,3970,1,0
8782,313,711,1710,202,21,991,3745,1610,1,1
3409,3169,1661,1286,789,26,549,6113,8460,1,0
1117,2761,599,996,918,775,295,9289,6465,1,1
870,3268,1097,1950,969,738,10,6389,5190,1,1
2805,782,1462,1434,645,204,1728,1146,9331,1,0
9966,1152,1627,1443,685,724,1299,987,7919,1,0
886,1358,3127,733,1250,97,915,3823,9989,1,0
6622,2155,2069,1125,478,210,1330,7585,6218,1,1
1520,2334,2630,1052,809,13,425,8291,9561,1,1
8711,3811,535,1598,766,734,13,8175,2881,1,1
2746,2570,3864,751,767,26,27,8966,5440,1,0
9077,4498,401,31,1224,1232,997,9997,1916,1,1
8103,3387,2998,1484,19,738,7,6223,1024,1,1
9474,2141,714,2270,173,467,1805,7194,3990,1,1
1973,1368,2775,1380,205,1067,1014,3594,9908,1,0
2764,2622,3898,647,23,725,21,9096,2617,1,0
2985,1263,2069,1436,645,930,3,2604,3628,1,0
5674,586,1940,1513,20,6,1292,1654,5052,1,1
3477,2325,3676,913,213,7,1010,8428,5138,1,0
2809,3368,1504,2195,626,209,1312,7077,7592,1,0
9135,1478,1440,1404,23,29,997,3326,1826,1,0
6621,1630,311,1073,728,584,1464,4902,7413,1,1
3416,3311,1665,1302,685,219,1803,6777,9811,1,0
826,737,2422,2190,745,221,1285,771,6148,1,0
9524,4030,106,1705,794,738,16,8787,5215,1,1
6611,952,1083,1550,31,3,996,92,2285,1,0
8826,289,997,1311,16,940,648,3926,7969,1,0
2053,1666,2346,1830,12,932,1426,5163,6828,1,1
71,571,579,1812,769,206,1421,2064,5254,1,1
7911,165,2094,1729,25,721,25,4326,2974,1,1
8299,3343,2895,1672,8,346,263,6084,6052,1,1
8192,3882,939,1363,300,932,422,8392,8832,1,1
7037,935,3208,1420,31,721,981,920,473,1,0
6504,3746,604,1955,801,1194,821,8031,9627,1,1
5395,2906,356,555,20,24,266,9594,5854,1,1
1445,4220,92,1338,881,490,471,9248,8051,1,1
2892,1119,3845,118,319,33,997,3206,9916,1,0
1574,1310,574,2032,1321,596,380,2485,6569,1,0
8843,159,682,1687,215,6,27,4644,2391,1,1
848,1309,883,1545,1199,1085,586,2488,8653,1,0
9090,4490,150,50,818,690,1417,9987,4847,1,1
5899,1474,845,839,612,526,1684,3786,9415,1,0
2877,3231,635,1442,652,925,1451,5960,8148,1,1
186,1149,2741,1602,359,23,982,2032,1568,1,0
3779,139,3147,1601,10,730,1011,4068,3082,1,0
1830,2039,3149,1321,11,1160,1726,7297,8544,1,0
2959,1647,5,1481,491,9,1296,4993,7039,1,1
9263,1708,4039,817,214,211,1010,6330,3873,1,0
1234,4299,4,755,1381,520,36,9409,4351,1,1
446,2580,2336,1451,1110,23,730,8826,9349,1,1
844,1767,2866,1622,967,1407,552,5918,8413,1,0
7585,3471,1377,1504,0,15,989,7260,271,1,0
1294,2290,942,1368,1120,1238,269,7860,7773,1,1
5106,3179,1961,1866,209,208,1007,5571,3513,1,1
5067,3279,1899,1876,2,729,268,6093,6712,1,1
3442,1259,2227,1735,53,825,1672,2540,8685,1,0
8714,3744,414,1628,773,10,985,7952,1393,1,1
6137,2107,349,1107,555,446,1961,7305,4083,1,1
776,2840,3506,724,572,358,21,9518,202,1,1
9739,640,3051,1627,203,11,992,970,1864,1,0
4920,127,2628,1563,12,1,265,4311,5897,1,1
5501,428,531,1813,12,13,996,3014,1300,1,1
9515,3377,469,827,967,1129,2,6448,1782,1,1
1289,2365,354,1172,772,195,274,8254,6194,1,1
4581,1037,3444,1312,202,208,982,1673,312,1,0
8957,3511,1238,1547,768,21,8,7356,2735,1,1
4106,3523,2878,1658,7,16,270,6902,6806,1,1
4126,3619,2876,1608,21,3,1001,7275,2403,1,1
9865,1318,230,1662,788,31,1013,2788,1297,1,1
8517,2458,1974,1221,202,16,13,8547,1471,1,1
7642,930,3790,1136,7,723,259,1316,5612,1,0
7907,183,2089,1866,5,8,993,4260,584,1,1
4131,3563,2984,1532,206,9,11,7026,908,1,1
1036,2240,1058,1099,520,737,1337,7678,7517,1,1
636,1234,1965,1516,10,11,4,2330,1420,1,0
5537,456,434,1646,24,14,10,2745,1484,1,1
4134,3526,3274,1321,29,355,21,6760,2867,1,0
8126,3253,3008,1552,490,749,1002,5573,5713,1,0
1083,1585,289,1649,892,1150,821,4445,4412,1,1
861,707,853,1025,601,120,1065,1106,4364,1,0
191,1372,2754,1509,365,215,994,3580,3012,1,0
4331,3229,2224,1866,213,215,1013,5761,5172,1,1
2040,1668,712,1711,1234,30,1078,4790,9629,1,1
2775,3611,1673,1564,1084,346,532,7801,8238,1,0
4145,3481,3018,1586,23,720,1004,6661,2847,1,1
762,756,588,1742,640,22,1637,925,8981,1,0
2617,1598,965,1586,25,14,1,4283,250,1,0
1094,2016,1914,1588,21,4,991,6869,1190,1,1
5040,3144,2717,1014,724,1297,417,4922,232,1,1
3805,28,3237,1532,15,3,11,4674,1927,1,0
884,2641,4106,309,14,265,680,9186,8595,1,0
2654,3100,5,151,367,1163,982,9881,2785,1,1
5338,770,2134,1660,209,212,26,501,2815,1,0
8295,242,3068,1612,206,10,5,3508,160,1,0
9709,489,3019,1715,9,748,1,1938,679,1,0
1262,1473,2464,2519,385,533,23,3148,9866,1,0
975,1203,194,2116,729,159,1151,1823,4481,1,1
5861,348,875,2282,970,840,175,3807,4676,1,0
4925,314,2657,1683,766,15,27,3237,5350,1,0
2387,2312,3421,1049,20,31,5,8313,1173,1,0
9751,731,3219,1492,778,12,13,308,3550,1,0
5148,308,12,2078,810,929,1529,3647,1430,1,1
9461,4264,696,823,1382,17,1735,9363,6783,1,1
8807,28,1211,1871,367,1067,1642,5704,8926,1,0
2789,691,1519,1317,367,24,1007,1701,5374,1,0
8930,3785,346,1626,22,7,984,8071,325,1,1
1857,1673,2647,1359,682,685,1871,5396,9892,1,0
4108,3563,3009,1510,485,8,993,7014,3610,1,1
8535,2507,2031,1213,214,343,1006,8661,3518,1,1
2690,4470,3384,327,206,742,6,9949,25,1,1
1319,3397,213,1137,45,62,932,6541,8505,1,1
7019,8,979,2034,668,964,130,5738,4343,1,1
9903,2411,2122,1216,764,1295,4,8436,982,1,1
5162,595,234,1710,30,11,15,1751,1742,1,1
5859,1382,895,1419,1474,761,572,3019,8105,1,0
3475,2252,3638,1015,23,725,1001,8221,2570,1,0
3505,2746,3725,116,849,1202,54,9375,4539,1,1
2477,2082,2394,1402,361,28,8,7308,349,1,1
6650,1171,631,1450,414,757,108,1668,2906,1,0
7625,959,2782,2315,90,1051,1270,570,6261,1,0
8996,3863,825,1388,1382,526,25,8328,8000,1,1
9886,2448,2103,1311,27,443,1425,8522,6685,1,1
9858,1310,297,1700,20,524,5,2707,1695,1,1
1874,2370,3595,1587,1375,36,242,8484,6222,1,0
8538,2514,2075,1277,29,6,17,8676,1996,1,1
5096,3299,2129,1755,12,739,1007,6101,2838,1,1
2904,396,2904,1948,137,784,1362,2681,6601,1,0
570,1293,2411,1362,361,218,994,2990,2832,1,0
1448,3806,3433,549,726,610,127,7691,4486,1,0
9824,1155,761,1527,356,9,988,1497,2254,1,0
9767,596,218,1900,694,593,818,1788,8010,1,1
3978,3671,2890,1667,26,0,13,7487,1611,1,1
2827,1374,2133,1895,576,448,933,3282,9240,1,0
9282,1367,259,1846,768,931,2,3052,1544,1,1
1338,2343,1905,2038,695,69,1471,8150,7409,1,1
650,4268,2685,153,641,960,1313,9300,6284,1,1
2902,2829,982,1271,1221,19,1804,9394,8324,1,1
3521,53,698,1738,203,10,13,5292,1370,1,1
2730,2537,3903,616,767,933,1423,8886,5799,1,0
8136,43,3249,1185,971,447,988,4477,3188,1,0
2584,2003,1779,926,16,727,3,6181,765,1,0
7612,3732,1760,1404,230,671,1227,8227,6265,1,0
6079,4328,2894,649,317,1324,1179,9468,6505,1,1
9900,2398,1908,1293,561,446,420,8375,5191,1,1
1258,127,2051,913,335,158,826,4336,3532,1,1
9499,2293,620,1275,15,725,28,7956,3605,1,1
991,46,2564,1313,35,1232,363,4750,6182,1,1
3504,3005,4160,72,1393,350,785,9790,9758,1,0
2509,2132,2457,1387,491,722,1800,7533,9594,1,1
165,2281,4140,771,231,255,1357,8485,6567,1,0
8222,140,2814,1624,13,725,995,4189,1423,1,0
4603,83,2501,1816,26,1299,1154,4686,4342,1,1
4594,754,3269,1321,766,13,16,135,3377,1,0
3770,129,3218,1488,16,10,1001,4064,2133,1,0
2506,1958,2337,1514,12,723,1293,6700,3822,1,1
5107,35,2156,1636,566,8,981,5074,3013,1,1
2850,3065,432,242,368,19,28,9830,1784,1,1
6520,763,848,1627,27,28,259,959,5231,1,0
2505,1800,2441,1237,363,13,22,6041,1230,1,1
1114,3118,2310,330,1478,242,1232,9919,3921,1,1
2735,2569,3914,618,25,8,1006,8981,3052,1,0
4325,108,2767,1512,490,6,995,4360,5048,1,0
7001,420,1020,2247,1046,853,814,3457,4699,1,0
7887,3150,2026,1739,21,29,3,5360,844,1,1
1837,2496,3298,409,1308,1034,1075,8766,3937,1,1
7942,313,2378,1463,14,13,2,3294,930,1,1
9809,2494,1420,1372,104,927,1783,8471,9180,1,1
9476,2119,808,766,1304,1131,1527,7318,4325,1,1
607,3154,2750,1304,1421,520,281,5054,6313,1,1
6066,2262,114,1165,24,819,1302,7947,7063,1,1
1093,1984,61,1592,794,210,270,6684,7705,1,1
8986,4007,2791,2072,1323,526,1559,8698,7494,1,1
160,1132,1108,1015,608,45,1939,1319,4057,1,0
203,1730,1275,783,1165,670,936,5145,6294,1,0
4933,121,2670,1767,30,523,9,4385,1685,1,1
2934,609,1102,2206,756,121,165,2234,4524,1,0
1230,4329,2742,1004,1107,168,209,9500,4951,1,1
3046,673,2215,1797,30,1062,1302,1108,6708,1,0
9677,1309,1287,1989,772,532,423,2062,7835,1,0
8870,2525,174,1167,897,319,207,8683,6374,1,1
8294,3313,3044,1386,354,452,419,5837,5978,1,0
4034,3754,2841,1624,12,733,16,7768,2497,1,1
8153,1981,3736,1950,1005,1161,669,7152,8741,1,0
4290,3450,540,1697,15,938,1006,6945,3039,1,1
4334,3361,2151,1540,204,207,2,6335,102,1,1
8176,4447,2775,24,1422,818,1726,9900,6856,1,1
4886,389,2779,1558,21,11,1291,2647,3862,1,0
857,1277,1485,1760,123,1156,1813,1761,9420,1,0
2561,1529,1778,1397,808,449,301,3244,6422,1,0
3801,196,3115,1754,772,722,1000,3783,752,1,0
2640,3076,137,164,369,590,417,9856,5604,1,1
2347,1834,1957,1511,214,722,5,6012,393,1,1
649,3616,2330,1267,482,1173,9,7320,6846,1,1
2781,393,1635,1265,479,747,1420,3721,7633,1,0
5680,654,123,1770,765,0,990,1361,207,1,1
615,56,247,978,968,66,174,4927,4805,1,1
2575,2033,1759,801,480,212,983,6401,2180,1,0
53,1916,2138,1397,967,351,354,6501,6430,1,1
9082,4502,376,26,218,26,5,9999,341,1,1
5491,260,400,1392,207,593,551,3879,7846,1,1
1493,2138,2559,1392,366,752,1724,7576,8994,1,1
5660,438,89,1562,366,727,1001,2715,5095,1,1
803,1356,348,1605,780,723,654,3001,8845,1,1
7335,465,116,1708,487,18,25,2585,822,1,1
990,3550,329,893,908,1080,568,7172,8129,1,1
2774,4112,1847,2439,850,1184,759,9207,4044,1,0
6453,3215,62,1577,29,13,981,5740,244,1,1
3513,3592,1348,2060,1315,760,266,7704,7802,1,0
5506,422,532,1711,3,731,981,3022,878,1,1
219,826,2533,1698,1115,698,940,53,4129,1,0
6462,1006,556,1589,243,520,39,608,5601,1,0
1288,3122,1600,186,1382,108,1350,9898,4885,1,1
2618,1682,904,1363,30,8,10,4911,1097,1,0
3612,4481,3681,44,442,1425,734,9973,4431,1,1
43,89,251,1978,483,780,1492,5016,7470,1,1
7882,95,2041,1739,20,12,17,4756,2459,1,1
6562,3179,2549,1732,358,730,1421,5351,7167,1,1
3792,3148,3148,1591,204,208,263,4949,5342,1,0
1503,1456,585,1098,1392,866,368,3702,8223,1,1
9853,1260,443,1570,208,723,997,2292,2775,1,0
3439,87,851,1833,1379,1230,1328,5198,4862,1,1
1955,3705,3275,1210,953,704,277,7481,6518,1,1
5167,577,256,1649,20,13,28,1855,3563,1,1
1505,1889,1368,869,1305,764,558,5940,8722,1,0
670,3592,3778,1406,94,563,652,6853,7778,1,0
8929,3834,322,1650,30,4,981,8208,378,1,1
897,1087,212,1866,5,726,29,1178,5106,1,0
2666,4457,3501,300,208,1411,1293,9929,6777,1,1
2890,3875,632,2354,549,1213,1673,8445,9411,1,1
6138,2709,3118,944,499,1065,1890,9224,9951,1,1
2621,1585,893,1541,7,4,10,4253,2201,1,0
6039,1423,1189,1138,1136,16,217,3195,6585,1,0
2,954,220,1555,13,1,11,428,2007,1,1
2370,706,1394,1747,244,767,1769,1616,9188,1,0
8527,2506,2001,1230,3,938,10,8657,1965,1,1
6057,2658,2380,624,1302,816,793,9086,9702,1,1
531,1190,3461,1494,346,115,1491,2702,8097,1,0
8984,4040,2587,1594,1241,998,1818,8767,8638,1,1
6107,1827,13,1574,491,220,651,5948,7292,1,1
3406,3288,1717,1340,366,741,1735,6713,9269,1,0
2339,2075,262,1952,861,1420,1211,7047,9876,1,1
5875,1247,390,1693,12,448,3,2174,1733,1,0
2565,1860,1828,894,566,23,1011,5306,6696,1,0
8829,514,667,1620,568,631,659,2452,7830,1,1
7033,945,3101,1742,208,220,261,848,5153,1,0
7881,165,2077,1685,22,724,10,4317,1421,1,1
6495,2792,1031,1739,27,436,1080,9321,9634,1,1
9917,2581,2416,1382,29,720,422,8833,6761,1,1
1255,454,1974,1542,763,4,1296,2526,3572,1,1
8203,3419,2815,1425,364,526,426,6394,6664,1,1
8186,3708,3072,1814,21,44,2,7601,2043,1,1
8991,3611,502,1848,791,1238,268,7551,7000,1,1
5057,101,1944,1852,10,209,14,4785,2762,1,1
5876,1294,305,1556,364,440,269,2635,5222,1,1
3484,2708,3936,610,458,170,1318,9282,7391,1,0
9516,3786,494,712,1480,1093,1637,7977,6082,1,1
3816,50,3129,1421,967,1068,10,4557,3760,1,0
9758,777,316,2158,825,14,68,834,4059,1,1
7880,167,2069,1695,207,14,985,4305,1161,1,1
8254,1190,3590,652,500,997,1056,3086,4236,1,0
8924,3779,519,1643,783,736,18,8083,5037,1,1
1096,2095,2327,1169,363,20,14,7394,267,1,1
8121,3540,2866,1637,9,721,12,6967,2266,1,1
9504,2321,706,1367,26,6,254,8038,3641,1,1
192,1535,2709,1603,368,724,991,4524,3170,1,0
820,3904,3968,145,878,559,231,7758,6485,1,0
5388,2788,745,850,1418,212,1429,9337,43,1,1
4166,52,1547,1084,731,521,1870,5588,3984,1,0
2687,4469,3401,379,968,4,19,9950,5868,1,1
4927,110,2625,1629,358,937,646,4428,7245,1,1
2607,1701,770,1546,207,749,986,5033,1694,1,1
4015,3866,2401,1809,3,1291,2,8226,455,1,1
9284,1359,359,1569,571,216,1428,3027,7959,1,1
2977,1093,2102,1639,0,734,12,1410,2575,1,0
5097,3208,2207,1671,202,728,5,5614,186,1,1
8483,1983,2689,1154,92,520,1429,6960,9303,1,1
3982,3683,2998,1568,27,8,12,7498,1518,1,1
3611,4480,3553,65,344,770,1637,9968,6275,1,1
5353,1146,2056,1589,358,1,993,1768,2933,1,0
5894,1962,54,945,774,217,34,6720,3953,1,1
8882,215,601,1140,369,776,334,4137,6188,1,1
6051,3143,4181,40,449,375,1811,10018,9495,1,1
9497,2274,637,1224,773,15,987,7892,1145,1,1
8966,3527,1267,1575,17,29,15,7426,2508,1,1
8865,289,2138,1165,800,224,1334,3429,4628,1,1
9802,1372,1424,1315,203,730,995,2631,2379,1,0
6543,216,2551,1748,0,727,14,3871,2841,1,1
596,3876,3293,117,271,1163,1193,7828,6290,1,1
9114,1951,48,1472,480,0,416,6562,3797,1,1
6127,1497,56,1620,366,347,1911,3978,9820,1,1
6085,4042,1959,675,947,125,1420,8764,4589,1,1
5164,475,269,1652,8,0,7,2562,1758,1,1
2700,4448,3335,362,770,210,990,9918,808,1,1
8965,3478,1232,1611,783,747,20,7247,5128,1,1
2942,1552,2256,1455,487,6,1303,4504,7250,1,1
2677,4454,3503,277,4,28,9,9922,2408,1,1
8237,458,2645,1646,6,215,9,2261,2438,1,0
2594,1955,672,1857,287,468,451,6331,6357,1,1
5914,1793,2446,1458,210,2,28,5974,2707,1,1
1029,2740,1693,1754,1063,1385,553,9145,4581,1,1
6515,550,885,1552,367,354,549,2281,7088,1,0
2854,3062,427,245,27,207,19,9828,2545,1,1
1200,1344,2510,830,726,94,1723,3501,9306,1,0
566,950,367,1572,966,533,204,360,4869,1,0
7303,680,2603,1708,958,1071,728,910,9031,1,0
6087,3103,542,2465,691,197,1637,9850,8580,1,1
7628,2064,4139,358,213,160,212,7922,4818,1,0
5689,541,92,1705,210,208,28,2047,2945,1,1
6607,888,1117,1712,5,18,1,342,1347,1,0
8935,4004,2090,1857,279,113,1423,8705,3987,1,1
8296,3174,2963,1674,960,1155,1429,5182,5479,1,0
2330,1696,127,1792,113,390,275,5159,4780,1,1
3515,232,548,1572,691,446,991,4132,5725,1,1
195,1671,2835,2080,957,357,3,5266,3613,1,0
7296,85,737,1875,990,407,983,5176,3994,1,1
5697,563,1985,1487,485,356,263,1776,3130,1,1
5059,119,2051,1709,1110,525,415,4602,8037,1,1
802,1657,292,1511,1371,214,935,4948,4162,1,1
7932,3214,2176,1453,363,9,5,5607,1006,1,1
2068,2931,4088,392,496,31,1743,9699,9413,1,0
8766,3254,317,1620,967,846,104,6015,4201,1,1
644,1241,1961,1785,13,1064,988,2291,970,1,0
5103,3150,2125,1863,5,736,981,5361,728,1,1
2981,1389,2096,1582,14,24,991,3436,645,1,0
5069,120,1,1682,365,723,2,4632,1618,1,1
3074,651,2053,1702,0,18,15,1257,3115,1,1
8949,3385,1149,1347,2,738,1000,6822,1579,1,1
2559,1657,1892,2102,1191,1239,325,2792,7502,1,0
62,238,2524,2160,1470,844,205,3889,4946,1,1
5857,2081,272,888,313,1297,647,7240,8345,1,1
8249,3520,414,2204,44,1375,1509,7284,7582,1,1
3641,784,2647,1513,6,444,419,232,7182,1,0
444,1715,2348,1391,1385,11,418,5537,8870,1,1
8181,4394,268,1636,1119,92,508,9748,8170,1,1
1873,1609,3436,1481,925,682,331,5307,6642,1,0
2596,2361,129,1630,98,240,1265,8234,6167,1,1
2912,909,2542,1663,1322,215,645,420,9326,1,0
2843,2934,4,159,785,625,718,9660,8811,1,1
4027,3891,2720,1524,479,16,1009,8229,5654,1,1
5488,448,347,1435,650,933,1640,2706,9274,1,1
8191,3687,872,2351,1165,924,393,7962,7578,1,1
3821,42,3188,1432,368,213,18,4577,715,1,0
602,3967,2982,993,818,284,215,8435,6301,1,1
1014,1503,767,2168,26,1298,1420,3610,6994,1,0
1993,342,2242,880,139,1253,1024,2956,4933,1,1
3757,170,3250,1500,22,9,10,3821,1526,1,0
2366,1959,62,1571,27,215,546,6579,7710,1,1
7049,519,2324,1951,30,450,1371,2079,6352,1,0
1526,1938,234,1256,962,1291,1634,6510,7203,1,1
1327,103,430,1691,26,27,1296,4913,5394,1,1
6114,1421,143,1312,362,8,1294,3588,6108,1,1
1551,592,1331,1834,310,936,1664,2370,8774,1,0
9710,387,2885,1588,777,16,5,2627,2755,1,0
1337,1555,2015,1694,779,927,1651,4377,8190,1,1
3010,1425,2589,1543,15,219,653,3822,8441,1,0
5041,79,2514,1064,17,867,986,4515,2698,1,1
8847,331,581,1648,21,210,984,3583,18,1,1
6568,3323,2690,1474,15,209,2,6013,1109,1,1
5039,3170,2102,1307,747,97,729,5339,7148,1,1
2346,1709,1938,1604,204,204,31,5319,3445,1,1
5485,559,565,1871,779,748,985,2151,1329,1,1
2784,521,1628,1370,482,722,1011,2968,5945,1,0
5694,482,47,1674,23,735,982,2429,334,1,1
5119,3165,2198,1622,26,723,5,5357,537,1,1
7589,3595,1428,1584,18,730,16,7673,2243,1,0
150,1626,20,1422,10,1243,44,4874,9903,1,1
2804,783,1502,1424,644,20,1647,1172,9276,1,0
2086,1037,43,2033,1105,226,810,894,9510,1,0
3751,175,3213,1519,765,729,264,3808,6129,1,0
4017,3852,2913,1323,644,10,254,8063,159,1,1
6145,1288,2326,1494,1090,1157,694,2871,9106,1,0
9948,314,1463,1013,1366,519,721,3962,9504,1,0
859,646,1615,1519,731,766,1088,2124,4073,1,0
5367,1174,2050,1739,354,7,10,1901,91,1,0
7630,994,3833,1302,1420,8,166,1704,4842,1,0
8138,4202,1900,2414,934,794,488,9242,7587,1,1
