temp,pressure,proximity,r,g,b,a,accX,accY,accZ,gyroX,gyroY,gyroZ,up,down,right,left,side
29.810,100.354,251,36,25,24,70,-0.2649,0.0936,0.9091,13.2446,23.8037,-18.4326,1,0,0,0,1
29.830,100.430,252,36,25,24,71,-0.2655,0.0687,0.9668,-23.9258,-26.0010,-14.6484,1,0,0,0,1
29.810,100.427,252,36,25,24,72,-0.2563,0.0735,0.9425,25.0854,13.2446,-2.3804,1,0,0,0,1
29.820,100.427,252,36,24,24,70,-0.2279,0.0640,0.9321,-6.8970,-1.4038,-3.8452,1,0,0,0,1
29.830,100.432,250,36,25,24,70,-0.2373,0.0475,0.9252,-17.4561,-10.2539,-4.0283,1,0,0,0,1
29.810,100.424,251,36,25,24,70,-0.2773,0.1239,0.9752,-2.8687,0.3662,10.8032,1,0,0,0,1
29.820,100.360,253,36,25,24,72,-0.2472,0.0776,0.9247,-5.3101,-2.5635,0.0610,1,0,0,0,1
29.820,100.422,252,37,25,24,71,-0.2737,0.0891,0.9590,-4.0894,1.8311,-3.2349,1,0,0,0,1
29.820,100.426,251,37,25,25,71,-0.2548,0.1240,0.9409,-0.4883,2.1973,4.0283,1,0,0,0,1
29.820,100.427,250,37,25,25,73,-0.2538,0.1005,0.9479,-22.7051,-3.6621,-13.6108,1,0,0,0,1
29.820,100.429,252,38,26,25,73,-0.2557,0.1455,0.9216,16.1743,10.5591,14.7095,1,0,0,0,1
29.820,100.426,252,38,26,25,73,-0.2552,0.1516,0.9574,-5.8594,-4.3335,-7.9956,1,0,0,0,1
29.820,100.433,250,38,26,25,74,-0.2406,0.1188,0.9441,-1.3428,-0.2441,1.7090,1,0,0,0,1
29.820,100.302,251,38,26,25,73,-0.2351,0.1125,0.9468,-2.1973,4.5776,-6.3477,1,0,0,0,1
29.840,100.431,250,38,26,25,74,-0.2216,0.1152,0.9580,6.1035,3.0518,4.6997,1,0,0,0,1
29.830,100.429,251,38,26,25,74,-0.2142,0.1550,0.9425,0.7324,5.6152,3.9062,1,0,0,0,1
29.850,100.430,253,38,26,25,74,-0.2258,0.1285,0.9667,-10.4370,0.0000,-7.2632,1,0,0,0,1
29.810,100.421,252,38,26,25,74,-0.1885,0.1051,0.9404,-0.1831,-2.2583,8.6060,1,0,0,0,1
29.830,100.425,252,38,26,25,74,-0.2137,0.1365,0.9423,-1.8921,1.4038,-2.5635,1,0,0,0,1
29.820,100.421,250,38,26,25,74,-0.2156,0.1036,0.9709,-8.6670,-2.6245,-5.8594,1,0,0,0,1
29.820,100.373,252,38,26,26,74,-0.1893,0.1273,0.9351,4.3335,2.6855,12.6343,1,0,0,0,1
29.820,100.434,252,38,26,25,74,-0.2201,0.1500,0.9607,-6.3477,-3.0518,-5.4321,1,0,0,0,1
29.810,100.424,251,38,26,26,74,-0.1921,0.0729,0.9583,-1.8921,3.3569,-0.6104,1,0,0,0,1
29.820,100.429,250,38,26,26,74,-0.2083,0.1589,0.9642,4.3945,-0.8545,14.2212,1,0,0,0,1
29.840,100.430,251,38,26,26,74,-0.2080,0.1300,0.9453,-9.0942,-4.0894,-5.3101,1,0,0,0,1
29.820,100.428,251,38,26,26,75,-0.1996,0.0839,0.9584,-13.6719,0.0000,-6.0425,1,0,0,0,1
29.820,100.353,252,38,26,26,75,-0.2115,0.1793,0.9388,10.8643,-3.5400,30.4565,1,0,0,0,1
29.820,100.424,251,38,26,26,74,-0.2333,0.1270,0.9459,-15.6860,5.9204,-28.3813,1,0,0,0,1
29.840,100.432,249,39,26,26,75,-0.2478,0.1294,1.0020,-8.8501,-7.0190,7.0801,1,0,0,0,1
29.820,100.431,251,39,27,26,76,-0.3905,0.1984,1.0573,-28.9307,10.4980,-8.7280,1,0,0,0,1
29.810,100.427,252,41,28,28,82,-0.3983,0.3109,1.0210,-15.2588,69.8853,25.6348,1,0,0,0,1
29.820,100.430,250,42,28,29,84,0.1295,0.2052,0.8440,61.2793,159.6069,30.9448,0,1,0,0,1
29.840,100.431,251,36,23,24,73,0.5986,0.0348,0.6156,30.1514,150.9399,8.5449,0,1,0,0,1
29.820,100.354,249,30,18,19,60,0.6111,0.0638,0.7030,-10.1318,15.7471,30.3345,0,1,0,0,1
29.830,100.420,245,30,18,19,60,0.4999,0.0609,0.7954,-37.2314,-51.0864,-27.4048,0,1,0,0,1
29.820,100.428,248,33,20,21,66,0.4257,0.0763,0.9594,-37.5366,-19.2871,-35.3394,0,1,0,0,1
29.820,100.427,247,33,21,21,65,0.4861,-0.0155,0.8240,10.5591,10.0708,9.8267,0,1,0,0,1
29.820,100.426,249,32,20,21,64,0.4740,0.0863,0.8700,16.7236,23.4985,10.7422,0,1,0,0,1
29.810,100.423,247,31,18,19,61,0.5380,0.0251,0.7645,9.8267,12.8174,2.7466,0,1,0,0,1
29.800,100.366,245,30,18,19,60,0.5479,0.0018,0.8140,-3.4790,-1.2207,-7.3853,0,1,0,0,1
29.800,100.423,246,30,18,19,60,0.5555,0.0322,0.7925,4.3945,12.5122,4.7607,0,1,0,0,1
29.800,100.419,243,30,18,19,59,0.5342,0.1002,0.8444,-39.6118,-19.1650,-12.3291,0,1,0,0,1
29.810,100.429,244,30,19,19,60,0.5841,0.0128,0.7742,5.6763,21.5454,-4.6387,0,1,0,0,1
29.810,100.429,244,29,18,19,58,0.5868,0.0778,0.7745,-1.2207,-1.9531,13.8550,0,1,0,0,1
29.820,100.428,243,29,18,19,59,0.5723,0.0840,0.7639,-3.0518,2.2583,0.0610,0,1,0,0,1
29.810,100.426,242,29,18,19,58,0.5796,0.0870,0.7802,2.1362,2.0752,2.9297,0,1,0,0,1
29.820,100.291,242,29,17,18,58,0.5873,0.0715,0.7782,-3.7842,0.4883,0.6104,0,1,0,0,1
29.820,100.421,244,29,17,18,58,0.5945,0.0663,0.7562,-0.3052,0.1221,3.5400,0,1,0,0,1
29.830,100.426,244,29,18,19,58,0.5787,0.0907,0.7982,-8.7280,0.5493,0.3662,0,1,0,0,1
29.820,100.422,243,29,17,18,58,0.5823,0.0957,0.7745,9.3384,12.6953,5.8594,0,1,0,0,1
29.830,100.428,240,28,17,18,56,0.6306,0.0515,0.7207,0.7935,8.4229,1.7090,0,1,0,0,1
29.820,100.422,242,28,16,18,56,0.6165,0.0789,0.7396,-1.7090,2.1362,0.5493,0,1,0,0,1
29.850,100.426,241,28,16,18,55,0.6156,0.0803,0.7452,-0.9766,2.0142,-2.0752,0,1,0,0,1
29.840,100.371,242,28,16,17,55,0.6270,0.0768,0.7429,-3.9062,-1.3428,-0.2441,0,1,0,0,1
29.840,100.423,242,28,16,17,55,0.6393,0.0609,0.7272,0.9766,-3.0518,2.0142,0,1,0,0,1
29.860,100.433,240,28,17,18,56,0.6056,0.1001,0.7754,-1.4038,0.4272,0.0000,0,1,0,0,1
29.860,100.420,240,28,17,18,56,0.6273,0.0851,0.7390,-7.1411,-2.5635,1.0986,0,1,0,0,1
29.880,100.431,241,28,17,18,56,0.6312,0.0784,0.7306,1.1597,2.9907,0.7324,0,1,0,0,1
29.880,100.423,240,28,16,17,55,0.6315,0.0984,0.7275,-4.3945,1.9531,-1.2207,0,1,0,0,1
29.860,100.353,242,28,16,18,55,0.6249,0.0979,0.7423,1.5259,-0.8545,1.4648,0,1,0,0,1
29.880,100.421,241,28,16,17,55,0.6346,0.0906,0.7262,-4.4556,1.3428,-0.9766,0,1,0,0,1
29.890,100.429,242,28,16,18,55,0.6212,0.0988,0.7480,-6.7139,0.0610,-2.6855,0,1,0,0,1
29.880,100.424,240,28,16,18,55,0.6326,0.0862,0.7332,1.5869,-1.7700,3.8452,0,1,0,0,1
29.890,100.423,241,28,16,18,55,0.6198,0.0851,0.7495,-9.2773,-5.2490,-2.3193,0,1,0,0,1
29.900,100.430,241,28,17,18,56,0.6211,0.0902,0.7473,1.1597,2.8687,3.6011,0,1,0,0,1
29.910,100.430,240,28,16,17,55,0.6215,0.1149,0.7334,-1.7090,-1.9531,0.5493,0,1,0,0,1
29.910,100.362,243,28,16,17,55,0.6287,0.0846,0.7434,-5.3711,-2.5635,-3.0518,0,1,0,0,1
29.900,100.425,241,28,16,18,55,0.6262,0.0833,0.7401,-1.8921,-4.4556,0.1831,0,1,0,0,1
29.900,100.430,243,28,17,18,56,0.6256,0.0658,0.7255,-0.1221,-11.2305,-4.2114,0,1,0,0,1
29.880,100.423,246,29,17,18,58,0.5764,0.1033,0.8036,-12.0850,-8.2397,-7.5073,0,1,0,0,1
29.880,100.426,246,29,18,19,59,0.6368,0.0881,0.7012,5.9204,-3.7231,8.2397,0,1,0,0,1
29.860,100.427,244,30,18,19,60,0.5764,0.0648,0.6686,-8.6060,-63.9038,-1.8921,0,1,0,0,1
29.870,100.360,252,35,22,23,69,0.3359,0.1627,0.8989,-75.5005,-114.6240,-47.1191,0,1,0,0,1
29.850,100.423,250,41,27,28,82,0.1100,0.2322,1.0681,-76.8433,-72.9370,-24.5972,0,0,0,1,1
29.850,100.431,251,45,32,33,91,-0.0088,0.2734,0.8826,-25.9399,-45.8374,54.0771,0,0,0,1,1
29.850,100.426,251,47,38,42,96,-0.1019,0.4563,0.9243,20.1416,15.6860,53.7720,0,0,0,1,1
29.840,100.424,251,46,33,37,93,-0.0704,0.3933,0.8781,-3.9673,-8.1787,15.6860,0,0,0,1,1
29.850,100.429,250,47,35,40,95,-0.0908,0.3672,0.9232,-18.0664,-10.8032,-15.1367,0,0,0,1,1
29.850,100.431,252,48,39,44,98,-0.0836,0.3531,0.9113,-7.6294,2.0142,0.0610,0,0,0,1,1
29.850,100.302,248,47,37,42,96,-0.0706,0.3573,0.8950,3.1738,0.5493,7.4463,0,0,0,1,1
29.850,100.426,251,47,37,42,96,-0.0808,0.3595,0.9039,-5.2490,-4.2114,-4.6387,0,0,0,1,1
29.840,100.429,251,47,38,43,97,-0.0742,0.3507,0.9122,-4.9438,-2.2583,-2.6855,0,0,0,1,1
29.840,100.426,252,48,38,43,97,-0.0653,0.3605,0.9077,4.8828,5.2490,2.0142,0,0,0,1,1
29.840,100.429,250,47,36,41,96,-0.0432,0.3521,0.8916,-4.0894,-0.9766,-2.3804,0,0,0,1,1
29.850,100.426,253,47,37,42,96,-0.0686,0.3617,0.9186,-4.9438,-2.3804,-1.6479,0,0,0,1,1
29.850,100.425,250,47,37,41,96,-0.0557,0.3512,0.8912,-1.9531,0.3052,0.5493,0,0,0,1,1
29.840,100.373,251,47,37,41,96,-0.0673,0.3566,0.9125,-1.3428,-0.6104,-1.8311,0,0,0,1,1
29.850,100.429,250,47,37,41,96,-0.0624,0.3629,0.9163,-2.8076,-0.8545,-0.6104,0,0,0,1,1
29.840,100.428,251,47,36,41,95,-0.0533,0.3428,0.8950,1.5259,-2.9907,-0.1831,0,0,0,1,1
29.840,100.427,252,47,37,41,96,-0.0626,0.3553,0.9073,1.7090,3.6621,-0.4272,0,0,0,1,1
29.850,100.428,251,47,36,40,95,-0.0538,0.3540,0.8983,-1.2207,0.1221,-0.9155,0,0,0,1,1
29.850,100.421,252,47,37,41,96,-0.0513,0.3575,0.9106,3.4180,-0.8545,0.7935,0,0,0,1,1
29.840,100.358,250,47,36,40,95,-0.0740,0.3652,0.9232,-5.1270,-3.5400,-1.6479,0,0,0,1,1
29.850,100.426,251,47,36,41,95,-0.0552,0.3500,0.8998,1.2817,0.4272,2.6245,0,0,0,1,1
29.840,100.425,252,47,36,40,95,-0.0663,0.3547,0.9036,-3.4790,-0.8545,-0.3052,0,0,0,1,1
29.850,100.428,252,47,36,40,95,-0.0536,0.3556,0.8995,-6.6528,-0.3662,-1.6479,0,0,0,1,1
29.850,100.426,251,47,37,41,95,-0.0720,0.3494,0.9209,-0.4272,-1.8921,0.9766,0,0,0,1,1
29.850,100.425,251,47,37,42,96,-0.0670,0.3542,0.9023,3.2959,3.0518,5.6152,0,0,0,1,1
29.850,100.429,251,47,36,41,95,-0.0656,0.3517,0.9027,-1.0376,-2.3804,-3.7231,0,0,0,1,1
29.830,100.357,251,47,37,42,96,-0.0613,0.3456,0.9071,-1.4038,2.3804,0.8545,0,0,0,1,1
29.840,100.431,251,47,36,41,95,-0.0649,0.3682,0.9039,-1.0376,-0.7324,2.0142,0,0,0,1,1
29.830,100.425,249,47,36,41,95,-0.0602,0.3492,0.9084,-3.6621,-3.0518,-1.1597,0,0,0,1,1
29.840,100.425,252,47,36,40,95,-0.0559,0.3447,0.9080,0.0000,2.0142,-0.3052,0,0,0,1,1
29.850,100.427,252,47,36,40,95,-0.0565,0.3403,0.9142,2.4414,2.1362,-1.0986,0,0,0,1,1
29.850,100.431,251,47,35,39,95,-0.0522,0.3411,0.9073,1.0986,3.2959,1.8311,0,0,0,1,1
29.850,100.363,249,47,35,39,94,-0.0425,0.3527,0.9141,-1.2817,1.8921,0.3052,0,0,0,1,1
29.820,100.420,251,47,35,39,94,-0.0532,0.3459,0.9238,-1.5259,-1.9531,0.8545,0,0,0,1,1
29.840,100.425,251,47,34,38,94,-0.0437,0.3422,0.9138,-2.7466,1.3428,1.9531,0,0,0,1,1
29.850,100.426,251,47,34,38,94,-0.0336,0.3441,0.9104,-4.5166,-0.7324,0.9155,0,0,0,1,1
29.850,100.430,252,46,34,37,94,-0.0446,0.3507,0.9258,-1.8311,-4.2725,6.1035,0,0,0,1,1
29.840,100.420,252,46,34,37,94,-0.0439,0.3307,0.9160,-6.5308,0.4883,-2.3193,0,0,0,1,1
29.860,100.435,252,46,33,37,93,-0.0396,0.3424,0.9082,-3.4180,0.8545,1.9531,0,0,0,1,1
29.860,100.293,253,46,33,37,94,-0.0352,0.3340,0.9058,3.8452,2.9297,0.4883,0,0,0,1,1
29.850,100.424,253,46,33,36,93,-0.0345,0.3281,0.9233,-2.5024,-2.0142,-2.9297,0,0,0,1,1
29.880,100.428,251,46,34,37,94,-0.0409,0.3405,0.9160,2.7466,3.1128,4.2725,0,0,0,1,1
29.860,100.412,250,46,33,36,93,-0.0325,0.3235,0.9177,-0.4883,-7.4463,2.7466,0,0,0,1,1
29.860,100.427,250,46,33,36,93,-0.0801,0.3275,0.9531,4.9438,1.5869,3.7842,0,0,0,1,1
29.860,100.430,250,45,31,33,91,-0.0366,0.2651,1.0352,53.2227,64.6362,18.7378,0,0,0,1,1
29.860,100.414,252,39,25,26,78,0.2987,0.0812,0.7457,212.9517,65.6738,28.6255,0,1,0,0,1
29.860,100.379,250,36,22,23,71,0.1549,0.1525,0.9930,-40.0391,-91.1255,-81.7261,0,1,0,0,1
29.890,100.425,250,37,24,24,72,-0.0724,-0.0811,0.9250,12.0239,-17.2119,-168.0908,0,0,1,0,1
29.860,100.426,251,36,23,23,70,-0.2689,-0.3057,0.9388,-26.9775,-93.2617,-68.1152,0,0,1,0,1
29.880,100.429,252,34,22,21,67,-0.4158,-0.1906,1.1450,56.8237,-32.8369,157.7759,1,0,0,0,1
29.870,100.428,252,34,22,21,66,-0.2181,-0.2638,0.8219,76.2939,58.1665,90.5151,0,0,1,0,1
29.860,100.424,252,36,22,22,69,-0.1990,-0.4186,0.9104,-20.5688,-27.0386,-13.7939,0,0,1,0,1
29.850,100.358,250,35,22,21,68,-0.1274,-0.4227,0.9124,18.2495,15.7471,17.7612,0,0,1,0,1
29.860,100.429,251,36,22,21,70,-0.1334,-0.4299,0.8586,0.8545,2.5024,-11.2915,0,0,1,0,1
29.860,100.431,252,36,22,21,69,-0.1411,-0.4326,0.8990,3.4180,9.2163,3.9062,0,0,1,0,1
29.850,100.426,250,36,22,22,69,-0.1006,-0.4015,0.8749,3.2959,7.0190,1.8311,0,0,1,0,1
29.860,100.428,251,36,22,22,69,-0.1025,-0.4426,0.8928,-3.2959,-2.6245,-4.2725,0,0,1,0,1
29.880,100.426,252,36,22,22,69,-0.0865,-0.4496,0.8975,0.7935,-8.6060,5.1880,0,0,1,0,1
29.860,100.428,252,36,22,22,69,-0.0958,-0.4390,0.8923,-2.8687,4.6997,0.3052,0,0,1,0,1
29.850,100.363,250,36,22,22,69,-0.1151,-0.4388,0.8923,-3.1128,-6.4697,0.6714,0,0,1,0,1
29.850,100.423,251,36,22,22,69,-0.1235,-0.4580,0.8850,1.7700,4.2114,-1.2817,0,0,1,0,1
29.860,100.428,249,36,22,22,69,-0.1023,-0.4293,0.8837,-2.2583,0.9155,-4.6997,0,0,1,0,1
29.850,100.431,249,36,22,22,69,-0.0978,-0.4491,0.8881,0.7324,2.6855,2.1362,0,0,1,0,1
29.840,100.435,250,36,22,22,70,-0.0951,-0.4587,0.8755,-1.0986,6.5918,-2.0752,0,0,1,0,1
29.850,100.430,250,36,22,22,70,-0.0872,-0.4628,0.8868,-4.6997,0.6104,-4.1504,0,0,1,0,1
29.840,100.361,251,36,22,22,70,-0.0769,-0.4396,0.8804,-0.4272,4.5776,1.1597,0,0,1,0,1
29.840,100.429,250,36,23,22,70,-0.0769,-0.4479,0.8883,-5.1880,-0.1221,-1.9531,0,0,1,0,1
29.840,100.424,251,36,22,22,71,-0.0756,-0.4525,0.8690,-4.3335,-0.1831,-0.6104,0,0,1,0,1
29.850,100.425,252,36,23,22,70,-0.0658,-0.4504,0.8750,0.7935,2.0142,-2.5024,0,0,1,0,1
29.860,100.430,251,36,23,22,71,-0.0867,-0.4729,0.8927,-8.1787,-1.7700,-5.8594,0,0,1,0,1
29.850,100.427,252,36,23,22,71,-0.0781,-0.4349,0.8655,-2.3193,-1.0376,-0.8545,0,0,1,0,1
29.850,100.428,251,36,22,22,70,-0.0917,-0.4615,0.8542,-10.5591,-19.2261,-4.5776,0,0,1,0,1
29.850,100.292,251,36,22,21,69,-0.1432,-0.4087,0.9285,-7.2021,-3.2349,-2.3193,0,0,1,0,1
29.860,100.426,251,36,22,21,69,-0.1298,-0.4054,0.8865,-0.0610,0.1831,1.8311,0,0,1,0,1
29.850,100.428,250,36,22,21,70,-0.1113,-0.4087,0.8937,0.7324,0.4883,3.3569,0,0,1,0,1
29.860,100.425,251,36,22,22,69,-0.1270,-0.4199,0.8965,-2.3804,0.2441,-1.9531,0,0,1,0,1
29.840,100.427,250,36,22,22,70,-0.1227,-0.4363,0.8921,-1.2817,3.3569,-0.6104,0,0,1,0,1
29.850,100.423,251,36,22,22,69,-0.1198,-0.4275,0.8801,-2.3193,2.0142,-2.7466,0,0,1,0,1
29.870,100.414,251,36,22,22,70,-0.1172,-0.4236,0.8953,-5.1270,-3.2959,-3.1128,0,0,1,0,1
29.850,100.382,252,36,22,22,70,-0.1107,-0.4099,0.8888,-0.1831,-0.2441,0.6714,0,0,1,0,1
29.850,100.431,252,36,22,22,70,-0.1239,-0.4232,0.8993,-6.4697,-2.6855,0.4883,0,0,1,0,1
29.850,100.423,252,36,22,22,70,-0.1239,-0.4027,0.8984,-1.6479,-3.0518,0.0610,0,0,1,0,1
29.850,100.432,249,36,22,22,69,-0.1194,-0.4260,0.8958,-4.5166,-1.2817,-1.1597,0,0,1,0,1
29.840,100.429,250,36,22,22,69,-0.1282,-0.4026,0.8954,-0.7324,1.8311,-0.7935,0,0,1,0,1
29.820,100.421,252,36,22,22,69,-0.1136,-0.4133,0.8931,-1.0376,0.0000,1.3428,0,0,1,0,1
29.840,100.351,252,36,22,22,69,-0.1287,-0.4146,0.9056,-0.4272,-2.2583,1.7090,0,0,1,0,1
29.840,100.422,251,36,22,22,70,-0.1147,-0.4164,0.8956,-4.8828,-1.4038,-3.7231,0,0,1,0,1
29.840,100.427,251,36,22,22,70,-0.1213,-0.4082,0.8788,-1.2207,0.4883,-2.2583,0,0,1,0,1
29.840,100.430,251,36,22,22,69,-0.1322,-0.4077,0.9064,0.6714,1.7700,3.1128,0,0,1,0,1
29.830,100.431,252,36,22,22,69,-0.1266,-0.4183,0.8956,-5.9204,-2.2583,-2.8076,0,0,1,0,1
29.830,100.424,251,36,22,22,70,-0.1127,-0.4128,0.8843,5.7373,4.9438,7.6904,0,0,1,0,1
29.830,100.426,250,36,22,22,70,-0.1267,-0.4172,0.9044,-7.6294,-3.4180,-6.4087,0,0,1,0,1
29.820,100.363,251,36,22,22,69,-0.1301,-0.3921,0.9066,-2.4414,0.9766,1.9531,0,0,1,0,1
29.840,100.428,250,36,22,22,69,-0.1306,-0.4082,0.9059,-0.7324,-2.8076,-0.9155,0,0,1,0,1
29.840,100.433,251,36,22,22,69,-0.1206,-0.4011,0.8916,-4.2725,-1.5259,1.3428,0,0,1,0,1
29.830,100.425,252,36,22,22,70,-0.1204,-0.4213,0.8909,-0.2441,-0.9155,0.9766,0,0,1,0,1
29.820,100.415,251,36,22,22,69,-0.1234,-0.4141,0.8861,-0.6714,2.9907,-1.6479,0,0,1,0,1
29.840,100.428,251,36,22,22,70,-0.1210,-0.4138,0.9049,-0.4883,-0.9155,-1.0986,0,0,1,0,1
29.830,100.359,250,36,22,22,70,-0.1019,-0.4056,0.8878,-1.1597,1.7090,0.2441,0,0,1,0,1
29.830,100.421,253,36,22,22,70,-0.1257,-0.4149,0.9012,2.9907,0.7324,0.0610,0,0,1,0,1
29.840,100.433,252,36,22,22,70,-0.1254,-0.4135,0.9048,-0.4272,0.6714,2.6855,0,0,1,0,1
29.830,100.433,250,36,22,22,70,-0.1044,-0.4083,0.8835,0.0610,0.1831,0.0610,0,0,1,0,1
29.820,100.427,252,36,22,22,70,-0.1169,-0.4271,0.8982,-0.5493,-0.0610,1.9531,0,0,1,0,1
29.820,100.423,252,36,22,22,70,-0.1173,-0.4214,0.8994,-4.3945,-1.2817,-1.8311,0,0,1,0,1
29.840,100.432,249,36,22,22,70,-0.1040,-0.4092,0.8920,-1.6479,0.5493,-0.4272,0,0,1,0,1
29.840,100.290,251,36,22,22,70,-0.1057,-0.4270,0.8990,1.4038,2.9907,2.9297,0,0,1,0,1
29.830,100.432,251,36,22,22,71,-0.0892,-0.4235,0.8966,2.4414,4.5776,6.3477,0,0,1,0,1
29.820,100.425,251,36,22,22,70,-0.0872,-0.4447,0.9073,-10.4370,-6.7139,-4.8828,0,0,1,0,1
29.840,100.429,251,36,22,22,71,-0.0913,-0.4200,0.8722,2.8076,1.4648,2.6855,0,0,1,0,1
29.830,100.425,250,36,22,22,70,-0.0898,-0.4336,0.9015,0.4272,1.6479,0.5493,0,0,1,0,1
29.830,100.428,252,36,22,22,70,-0.1024,-0.4141,0.8955,-2.5635,-3.8452,-7.2021,0,0,1,0,1
29.840,100.415,251,36,22,22,71,-0.1154,-0.4598,0.9114,-2.1362,2.5635,-2.7466,0,0,1,0,1
29.820,100.378,252,36,23,22,71,-0.0917,-0.4066,0.8794,-9.2163,-3.7231,-14.8926,0,0,1,0,1
29.850,100.425,251,36,22,22,70,-0.2274,-0.3895,0.8474,-55.4810,-49.9878,-111.4502,0,0,1,0,1
29.840,100.426,250,34,21,21,65,-0.3754,-0.2435,0.9657,-13.9160,-8.1177,-9.1553,1,0,0,0,1
29.820,100.426,252,34,21,20,66,-0.3374,-0.0591,0.9286,-38.6353,13.1836,-61.6455,1,0,0,0,1
29.840,100.428,250,34,22,21,65,-0.2699,-0.0986,0.9561,-45.6543,33.6304,-122.9858,1,0,0,0,1
29.840,100.426,251,35,23,22,69,-0.1455,-0.0515,0.9359,-66.4673,-36.8042,1.8921,0,0,1,0,1
29.840,100.357,251,35,23,22,66,-0.5468,0.3065,0.8489,-30.6396,-38.3301,171.4478,1,0,0,0,1
29.850,100.428,252,33,22,21,62,-0.6122,0.1996,0.8390,54.8706,-22.3389,107.5439,1,0,0,0,1
29.840,100.431,252,31,21,20,60,-0.5712,0.1422,0.8756,-86.8530,13.3667,-34.9121,1,0,0,0,1
29.840,100.430,251,35,24,23,66,-0.5553,0.0677,0.8145,27.1606,6.4697,24.1089,1,0,0,0,1
29.840,100.432,251,35,24,24,69,-0.5536,0.1969,0.8550,-17.9443,19.1650,14.5874,1,0,0,0,1
29.840,100.424,251,36,25,24,69,-0.4956,0.1111,0.8221,2.1362,-1.5869,6.2866,1,0,0,0,1
29.860,100.425,252,36,25,25,70,-0.4686,0.1527,0.8567,14.7705,7.3242,8.7280,1,0,0,0,1
29.850,100.362,251,36,25,24,69,-0.3898,0.1814,0.8090,39.1235,1.2207,16.9067,1,0,0,0,1
29.850,100.423,252,34,23,23,66,-0.3867,0.0311,0.8129,8.8501,-28.4424,-51.8799,1,0,0,0,1
29.850,100.426,251,32,22,21,63,-0.5984,0.0203,0.8622,-33.8135,-51.5137,-64.8193,1,0,0,0,1
29.850,100.431,249,31,21,20,59,-0.6675,0.1395,0.8727,8.1177,31.3721,41.8091,1,0,0,0,1
29.850,100.434,251,31,21,20,60,-0.5714,0.0774,0.7872,9.1553,3.2349,12.2070,1,0,0,0,1
29.850,100.431,252,32,22,21,61,-0.5604,0.0619,0.8727,-10.6812,-1.0376,-22.4609,1,0,0,0,1
29.840,100.360,250,33,22,21,63,-0.5005,0.0526,0.8506,12.0850,15.9302,18.4937,1,0,0,0,1
29.830,100.429,251,33,22,21,64,-0.4979,0.0494,0.8634,-4.9438,-0.1221,-1.5259,1,0,0,0,1
29.840,100.434,251,33,23,22,63,-0.4730,0.0259,0.8372,0.4883,2.8076,-1.5869,1,0,0,0,1
29.850,100.430,252,33,22,22,63,-0.5347,0.0881,0.9108,-17.7002,-15.3198,8.1787,1,0,0,0,1
29.840,100.428,252,33,23,22,64,-0.4800,0.0258,0.8380,10.2539,22.0337,1.1597,1,0,0,0,1
29.830,100.428,249,33,23,22,65,-0.4523,0.0371,0.8627,1.0376,-2.6855,0.5493,1,0,0,0,1
29.840,100.425,250,33,23,22,65,-0.4700,0.0310,0.8856,0.5493,3.9062,-6.0425,1,0,0,0,1
29.840,100.303,250,33,23,22,65,-0.4774,0.0399,0.8918,-9.7656,-8.3008,4.9438,1,0,0,0,1
29.850,100.429,253,33,23,22,65,-0.4456,0.0485,0.8450,-0.7935,7.9956,4.3945,1,0,0,0,1
29.860,100.425,252,33,23,22,65,-0.4548,0.0322,0.8711,1.2817,-1.8311,-4.8828,1,0,0,0,1
29.840,100.430,251,33,23,22,65,-0.4918,0.0466,0.9027,-4.2725,-12.2681,11.6577,1,0,0,0,1
29.850,100.426,251,34,23,22,65,-0.4578,0.0364,0.8781,3.8452,20.6909,3.7231,1,0,0,0,1
29.850,100.427,251,34,23,23,65,-0.4191,0.0360,0.8732,-8.4229,-6.8359,3.9673,1,0,0,0,1
29.850,100.389,249,34,23,23,66,-0.4380,0.0264,0.8823,0.0610,-4.5166,-3.5400,1,0,0,0,1
29.860,100.399,253,34,23,22,66,-0.4680,0.0146,0.9012,-6.8359,7.7515,-10.2539,1,0,0,0,1
29.840,100.422,251,34,24,23,67,-0.4073,0.0527,0.8721,9.3384,14.0381,12.0850,1,0,0,0,1
29.840,100.423,251,34,24,23,68,-0.4022,0.0811,0.8823,3.3569,7.0801,1.8311,1,0,0,0,1
29.840,100.421,252,35,24,23,67,-0.4222,0.0504,0.9244,-9.7656,-19.2871,-3.6011,1,0,0,0,1
29.860,100.431,253,35,24,23,67,-0.4160,0.0507,0.8962,5.0659,5.3711,6.8359,1,0,0,0,1
29.850,100.427,252,35,24,23,67,-0.4366,0.0663,0.8896,-10.0098,-10.7422,-0.2441,1,0,0,0,1
29.850,100.347,250,35,24,23,67,-0.4194,0.0477,0.8901,0.1221,4.4556,-1.1597,1,0,0,0,1
29.860,100.430,251,35,24,23,67,-0.4226,0.0709,0.8964,0.6104,4.2114,2.9297,1,0,0,0,1
29.840,100.427,251,35,24,23,68,-0.4152,0.0555,0.8842,-3.7231,-5.1880,-1.0986,1,0,0,0,1
29.830,100.421,252,35,24,23,67,-0.4260,0.0375,0.8912,4.7607,4.0283,0.4272,1,0,0,0,1
29.850,100.428,251,35,24,23,68,-0.4264,0.0521,0.8948,3.2959,5.1270,0.3662,1,0,0,0,1
