accX,accY,accZ,gyroX,gyroY,gyroZ,up,down,right,left
-0.0831,-0.0366,1.0006,1.4038,-1.4648,-2.3193,0,1,0,0
-0.0630,-0.0280,0.9816,-0.4883,0.6714,2.8687,0,1,0,0
-0.0728,0.0112,0.9542,-4.4556,-3.8452,-2.5635,0,1,0,0
-0.0709,-0.0215,1.0002,2.0142,0.7324,-1.9531,0,1,0,0
-0.0570,-0.0579,1.0027,1.6479,-0.6714,-2.0142,0,1,0,0
-0.0790,-0.0690,1.0016,-4.2725,0.9155,-0.1831,0,1,0,0
-0.0651,0.0352,0.9308,-4.5166,-0.4272,5.5542,0,1,0,0
-0.0790,0.0017,0.9811,0.0000,-2.0142,-0.2441,0,1,0,0
-0.0685,-0.0438,0.9991,0.6104,-0.1831,-1.9531,0,1,0,0
-0.0502,-0.0343,0.9734,-1.3428,0.3662,-0.5493,0,1,0,0
-0.0630,-0.0050,0.9646,-2.5024,-2.3804,2.8687,0,1,0,0
-0.0890,-0.0226,1.0000,-1.5869,-1.0376,-1.6479,0,1,0,0
-0.0653,-0.0439,0.9938,-0.3052,2.0142,-0.8545,0,1,0,0
-0.0425,-0.0128,0.9569,-2.1973,-1.1597,-0.1221,0,1,0,0
-0.0778,-0.0002,0.9651,-3.6011,-0.8545,2.5024,0,1,0,0
-0.0729,-0.0142,0.9753,-0.2441,-0.3052,-1.1597,0,1,0,0
-0.0490,-0.0359,0.9817,-0.4272,-2.8076,-3.2349,0,1,0,0
-0.0588,-0.0359,1.0002,-0.4272,-2.0752,1.0986,0,1,0,0
-0.0840,-0.0161,0.9774,-2.0142,-1.7700,1.6479,0,1,0,0
-0.0844,-0.0133,0.9812,-1.5259,0.4883,1.3428,0,1,0,0
-0.0549,-0.0074,0.9517,-2.5635,-2.3804,-1.9531,0,1,0,0
-0.0731,-0.0300,0.9923,-2.0142,-0.6104,0.9155,0,1,0,0
-0.0597,-0.0154,0.9730,-1.2207,-0.1221,-0.4883,0,1,0,0
-0.0688,-0.0382,0.9956,-1.6479,-0.9766,0.0610,0,1,0,0
-0.0657,-0.0345,1.0029,-0.4883,0.9155,0.3662,0,1,0,0
-0.0540,0.0010,0.9589,-1.3428,-0.6714,-1.2207,0,1,0,0
-0.0808,-0.0026,0.9686,-1.4648,-1.0376,-2.4414,0,1,0,0
-0.0629,-0.0245,0.9832,0.3052,0.0610,-0.1221,0,1,0,0
-0.0621,-0.0360,0.9869,-1.8311,-2.3193,-2.5635,0,1,0,0
-0.0498,-0.0389,1.0007,-2.0752,-1.4038,-0.7935,0,1,0,0
-0.0845,-0.0154,0.9899,-0.1221,0.5493,2.1362,0,1,0,0
-0.0569,0.0085,0.9540,-1.9531,-3.6011,-4.0894,0,1,0,0
-0.0884,-0.0364,1.0009,2.3804,-0.1831,-2.4414,0,1,0,0
-0.0652,-0.0613,1.0016,0.3052,0.3662,2.0752,0,1,0,0
-0.0579,-0.0449,0.9906,-6.8970,-2.9297,-1.5259,0,1,0,0
-0.0881,0.0156,0.9596,0.2441,5.2490,5.8594,0,1,0,0
-0.0721,0.0002,0.9534,-1.0376,-1.8921,-0.1221,0,1,0,0
-0.0690,-0.0425,0.9950,-1.4648,-2.6855,-4.3945,0,1,0,0
-0.0614,-0.0388,0.9945,-0.5493,1.7700,3.1128,0,1,0,0
-0.0634,-0.0046,0.9509,-2.8076,-2.9297,-0.8545,0,1,0,0
-0.0807,-0.0259,0.9923,-1.4648,-1.2207,-1.0376,0,1,0,0
-0.0564,-0.0066,0.9502,-2.1973,-0.4883,0.0610,0,1,0,0
-0.0625,-0.0115,0.9860,1.3428,-3.1738,-3.6011,0,1,0,0
-0.0848,-0.0468,1.0001,2.4414,0.0610,-3.0518,0,1,0,0
-0.0902,-0.0825,1.0183,-0.1221,5.3711,-1.7700,0,0,1,0
-0.0159,-0.0247,0.9672,-6.0425,3.4180,0.6104,0,1,0,0
-0.0542,-0.0183,0.9663,-4.6387,1.9531,4.6997,0,1,0,0
-0.0760,-0.0011,0.9852,-1.5869,1.1597,3.4790,0,1,0,0
-0.0620,0.0000,0.9583,-0.4883,2.6245,-5.6763,0,1,0,0
-0.0248,-0.0322,0.9921,0.7324,4.4556,-1.2207,0,1,0,0
-0.0127,-0.0269,0.9666,-1.7700,-1.0376,0.9155,0,1,0,0
-0.0521,-0.0282,0.9996,-0.3052,-3.3569,-1.6479,0,1,0,0
-0.0809,-0.0439,1.0096,-0.7324,0.3052,-2.5024,0,1,0,0
-0.0840,-0.0127,0.9679,1.3428,7.6294,-2.3193,0,1,0,0
0.0265,-0.0243,0.9868,-6.4697,-0.5493,-6.8970,0,1,0,0
-0.0087,-0.0221,0.9670,-1.3428,-4.9438,0.9766,0,1,0,0
-0.0992,-0.0356,1.0173,-1.4038,-2.9297,-0.2441,0,1,0,0
-0.0673,-0.0255,0.9906,-1.0376,-0.4272,-3.2959,0,1,0,0
-0.0153,-0.0382,0.9753,-2.2583,-0.5493,-3.1128,0,1,0,0
-0.0391,-0.0153,0.9688,-1.2817,-1.2817,2.3193,0,1,0,0
-0.0372,-0.0078,0.9537,-2.7466,-5.9204,1.0986,0,1,0,0
-0.1107,-0.0095,0.9890,0.6714,-4.5776,3.9062,0,1,0,0
-0.1104,-0.0347,1.0107,-1.4038,-0.3052,-3.2349,0,1,0,0
-0.0514,-0.0222,0.9657,-0.1221,-0.4883,-3.4180,0,1,0,0
-0.0476,-0.0299,0.9749,-0.9155,-1.7700,-3.0518,0,1,0,0
-0.0787,-0.0212,0.9688,-1.8311,-2.6245,0.4883,0,1,0,0
-0.0956,-0.0135,0.9803,0.6714,0.4272,0.8545,0,1,0,0
-0.0781,-0.0253,0.9777,-1.2207,-0.4272,-3.5400,0,1,0,0
-0.0574,-0.0466,0.9940,-0.0610,3.3569,0.7935,0,1,0,0
-0.0623,-0.0345,0.9744,-3.2349,-1.7090,2.3193,0,1,0,0
-0.0831,-0.0208,0.9778,-2.9907,-3.7842,0.6104,0,1,0,0
-0.0858,-0.0198,0.9780,1.3428,-1.9531,-0.4272,0,1,0,0
-0.0703,-0.0182,0.9779,-1.4038,-4.1504,-3.5400,0,1,0,0
-0.0939,-0.0303,0.9797,-0.9155,1.7700,1.8921,0,1,0,0
-0.0798,-0.0271,0.9664,-1.9531,2.0142,1.8921,0,1,0,0
-0.0588,-0.0327,0.9802,-3.0518,-0.2441,-0.3052,0,1,0,0
-0.0720,-0.0414,0.9818,-2.6245,0.1831,3.9062,0,1,0,0
-0.0406,-0.1267,1.0315,4.3945,5.0659,7.5073,0,0,1,0
0.0444,-0.2654,1.0469,6.6528,11.9629,30.2734,0,0,1,0
0.1156,-0.3054,1.0533,-5.3711,9.5215,58.1055,0,0,1,0
-0.0051,-0.1716,0.9851,-24.7803,10.9253,102.8442,0,0,1,0
-0.1606,0.0168,0.9982,-49.7437,17.0288,122.1924,0,0,0,1
-0.1721,0.1542,0.8961,-33.0811,23.0713,118.5303,0,0,0,1
-0.1045,0.1012,0.9280,-17.4561,11.2305,74.2798,0,0,0,1
-0.0488,0.1851,0.8967,-13.1226,-9.8267,49.8047,0,0,0,1
-0.0657,0.1377,1.0219,1.7090,6.0425,59.3872,0,0,0,1
-0.1046,0.2649,0.9110,-16.2354,-6.3477,47.3633,0,0,0,1
-0.1440,0.3041,0.8370,-7.1411,-17.7612,17.2119,0,0,0,1
-0.1868,0.2079,0.9839,4.0283,-13.7329,9.1553,0,0,0,1
-0.2366,0.1851,0.9846,-6.3477,-13.1226,-1.5869,0,0,0,1
-0.1440,0.1692,0.9800,4.3335,-6.9580,-14.7095,0,0,0,1
-0.1178,0.1530,0.9574,-0.1831,-4.9438,-14.2212,0,0,0,1
-0.1118,0.1505,0.9465,-0.9155,-1.5869,-6.4697,0,0,0,1
-0.1174,0.1451,0.9746,-4.5166,-4.2114,-4.7607,0,0,0,1
-0.1136,0.1581,0.9395,-2.0142,-1.2207,-3.2959,0,0,0,1
-0.1351,0.1652,0.9540,-3.8452,-2.0752,-0.5493,0,0,0,1
-0.1326,0.1786,0.9500,-2.6245,-1.5259,-1.8921,0,0,0,1
-0.1379,0.1984,0.9349,-3.0518,-1.7090,0.2441,0,0,0,1
-0.1682,0.2102,0.9456,2.5635,-5.1270,-5.6152,0,0,0,1
-0.1478,0.1703,0.9542,-3.7231,-12.2681,-8.7280,0,0,0,1
-0.1282,0.1112,1.0004,-3.0518,-0.3052,-0.7935,0,0,0,1
-0.1488,0.1758,0.9435,-7.7515,3.6011,2.5024,0,0,0,1
-0.1449,0.2034,0.9359,-7.3853,0.3052,0.7935,0,0,0,1
-0.1588,0.2047,0.9382,-5.8594,-2.4414,-0.1221,0,0,0,1
-0.1594,0.1943,0.9629,-2.9297,-2.4414,-0.1221,0,0,0,1
-0.1796,0.2094,0.9419,-3.2959,-1.9531,-0.9155,0,0,0,1
-0.1337,0.2050,0.9303,-5.5542,-3.6011,0.7324,0,0,0,1
-0.1178,0.1886,0.9805,-9.7656,-5.0659,6.1646,0,0,0,1
-0.1926,0.2238,0.9468,-36.1328,-15.2588,2.5635,0,0,0,1
-0.2749,0.3295,0.8757,-31.4941,-27.5269,-14.2212,0,0,0,1
-0.2523,0.3643,0.8424,-16.6626,-9.1553,-5.8594,0,0,0,1
-0.2360,0.3523,0.8716,-4.9438,3.7231,0.0610,0,0,0,1
-0.2250,0.3619,0.8625,-2.3804,-0.1831,-2.9907,0,0,0,1
-0.2412,0.3599,0.8726,-1.5869,0.2441,-2.0752,0,0,0,1
-0.2257,0.3344,0.9064,4.3335,0.6714,-4.2114,0,0,0,1
-0.2173,0.3289,0.8927,1.4038,0.7935,-2.9907,0,0,0,1
-0.2236,0.3522,0.8734,-0.7324,-0.4272,-2.6855,0,0,0,1
-0.2236,0.3502,0.8865,3.7842,0.4272,-4.2114,0,0,0,1
-0.2992,0.4579,0.8330,5.9204,-2.2583,-11.2305,0,0,0,1
-0.4702,0.6459,0.6270,21.0571,-10.6201,-47.5464,0,0,0,1
-0.2849,0.3434,0.8641,69.4580,-1.7090,-88.6841,0,0,0,1
-0.2402,0.2928,0.8328,35.5835,-27.0996,-92.9565,0,0,0,1
-0.2826,0.2310,0.7877,36.6211,-34.9731,-84.2285,0,0,0,1
-0.3127,-0.0387,0.8523,59.9976,-26.9165,-88.8062,1,0,0,0
-0.1825,-0.3008,1.0491,58.2275,-20.3857,-77.4536,0,0,1,0
-0.1251,-0.4470,1.2897,46.0205,-2.7466,-34.0576,0,0,1,0
-0.1525,-0.2018,1.1473,-0.5493,0.4883,-6.4697,0,0,1,0
-0.1727,0.0190,0.8755,-15.8081,-2.1973,6.2256,0,0,0,1
-0.2594,0.0906,0.9015,-8.9111,-5.3711,4.0283,1,0,0,0
-0.2954,0.0529,0.9391,1.4648,0.8545,-4.5776,1,0,0,0
-0.1974,-0.0099,0.9882,-0.1831,1.5259,-2.8076,1,0,0,0
-0.2054,0.0099,0.9664,-2.1362,-2.5635,-1.5869,1,0,0,0
-0.2472,0.0411,0.9486,-4.7607,-1.2817,2.0142,1,0,0,0
-0.2369,0.0450,0.9418,2.3804,-0.2441,-3.6621,1,0,0,0
-0.2228,0.0126,0.9694,0.3052,-2.8076,-1.4038,1,0,0,0
-0.2405,0.0244,0.9509,-2.9297,-4.3945,-0.9766,1,0,0,0
-0.2468,0.0364,0.9414,-2.9907,-3.7231,0.0610,1,0,0,0
-0.2747,0.0302,0.9611,-2.7466,-2.2583,-0.7935,1,0,0,0
-0.2554,0.0310,0.9589,-2.0752,1.7700,-0.6104,1,0,0,0
-0.2150,0.0325,0.9475,-2.2583,-0.3052,-2.5635,1,0,0,0
-0.2285,0.0338,0.9541,-0.2441,-1.8921,-2.2583,1,0,0,0
-0.2579,0.0267,0.9637,-0.6714,-1.1597,0.6714,1,0,0,0
-0.2378,0.0389,0.9474,-1.7700,-0.1831,1.0376,1,0,0,0
-0.2422,0.0366,0.9462,-1.0376,-0.7935,1.5869,1,0,0,0
-0.2592,0.0293,0.9478,0.2441,-1.8311,-1.0376,1,0,0,0
-0.2228,0.0128,0.9658,-0.3662,-0.9155,3.4180,1,0,0,0
-0.2570,0.0172,0.9773,-1.2817,-2.0752,6.4087,1,0,0,0
-0.2500,0.0292,0.9548,-3.7842,-0.7324,2.0752,1,0,0,0
-0.2556,0.0428,0.9480,-2.0142,0.1831,0.6714,1,0,0,0
-0.2428,0.0305,0.9561,-0.2441,0.7324,-0.4272,1,0,0,0
-0.2449,0.0295,0.9517,0.4272,0.3662,-0.6104,1,0,0,0
-0.2379,0.0403,0.9474,-1.3428,-1.2817,0.3052,1,0,0,0
-0.2502,0.0302,0.9502,-1.7090,-3.0518,2.6855,1,0,0,0
-0.2609,0.0316,0.9543,-0.7935,-1.5259,4.6387,1,0,0,0
-0.2755,0.0505,0.9362,-2.7466,0.6714,7.4463,1,0,0,0
-0.2362,0.0371,0.9380,-1.4038,-2.8076,0.3662,1,0,0,0
-0.1746,0.0415,0.9974,4.9438,-5.2490,4.6387,0,0,0,1
-0.2997,0.1088,0.9684,-10.7422,-4.0283,15.3809,1,0,0,0
-0.2994,0.1748,0.9238,20.2637,2.3193,-7.6294,0,0,0,1
-0.2915,0.0912,0.9669,37.7808,18.0054,-22.9492,1,0,0,0
-0.0430,-0.1360,0.9908,37.9028,29.9072,-16.1133,0,0,1,0
-0.1400,-0.1085,0.9132,-4.1504,20.6909,6.2256,0,0,1,0
-0.2778,-0.0338,0.8778,-26.9775,6.4087,-5.1880,1,0,0,0
-0.3335,-0.0548,0.8625,-27.7710,13.1836,-26.4893,1,0,0,0
-0.1810,-0.1211,0.9459,9.3384,10.4980,-42.2363,0,0,1,0
-0.0643,-0.1531,1.0348,14.7705,5.7983,-25.6958,0,0,1,0
-0.0454,-0.1174,1.0780,2.8687,14.2822,-15.7471,0,0,1,0
-0.0601,-0.0618,1.0023,-4.6387,-0.6104,-3.3569,0,1,0,0
-0.1108,-0.0195,0.9609,-7.0801,-4.8828,0.6104,0,1,0,0
-0.1346,-0.0133,0.9663,2.3193,-7.3853,-2.2583,0,0,0,1
-0.0981,-0.0459,0.9865,7.6294,-0.8545,-8.4839,0,1,0,0
-0.0997,-0.0574,0.9778,7.8735,1.7700,-4.0894,0,1,0,0
-0.0972,-0.0691,0.9840,0.9155,-2.6245,-1.8921,0,0,1,0
-0.1185,-0.0763,0.9824,-1.4038,-2.1973,-1.8921,0,0,1,0
-0.1177,-0.0593,0.9712,-2.9297,-1.4038,2.0752,0,0,1,0
-0.1097,-0.0483,0.9623,-2.9297,-2.9297,0.5493,0,1,0,0
-0.1421,-0.0505,0.9739,-1.9531,-4.8828,1.9531,0,0,1,0
-0.1381,-0.0542,0.9775,-0.5493,-3.6621,-1.4648,0,0,1,0
-0.1222,-0.0498,0.9165,-3.1128,0.0610,-1.2817,0,0,1,0
-0.1100,-0.0557,0.9551,-3.6011,-5.3711,-2.9297,0,0,1,0
-0.1625,-0.0483,0.9794,-0.7935,-4.6387,-0.2441,0,0,1,0
-0.1694,-0.0378,0.9626,-3.6621,-4.1504,-2.9297,1,0,0,0
-0.1561,-0.0680,0.9805,-0.9155,0.8545,-1.2207,0,0,1,0
-0.1422,-0.0593,0.9694,-1.4648,0.3662,-1.7700,0,0,1,0
-0.1595,-0.0487,0.9677,-4.7607,-5.4321,-2.7466,0,0,1,0
-0.1698,-0.0425,0.9839,0.6714,-7.5684,-4.4556,1,0,0,0
-0.1798,-0.0411,0.9769,-1.6479,-1.7700,-2.0142,1,0,0,0
-0.1790,-0.0432,0.9652,-3.9673,-3.6011,-5.1270,1,0,0,0
-0.1542,-0.0432,0.9626,-7.1411,-2.6855,-3.3569,0,0,1,0
-0.1722,-0.0288,0.9651,-6.1035,-3.7231,-1.4648,1,0,0,0
-0.1647,-0.0177,0.9645,-4.2114,0.3052,0.0000,1,0,0,0
-0.1981,0.0020,0.9352,-3.9062,-2.3804,1.1597,1,0,0,0
-0.1815,-0.0215,0.9651,0.5493,-3.7231,-3.2959,1,0,0,0
-0.1801,-0.0237,0.9701,-0.3662,-2.0142,-2.6245,1,0,0,0
-0.1982,-0.0225,0.9731,0.3052,-1.6479,-1.2207,1,0,0,0
-0.1843,-0.0231,0.9642,-0.8545,-1.7700,1.0376,1,0,0,0
-0.1974,-0.0234,0.9576,-1.9531,-2.0142,-1.4038,1,0,0,0
-0.2092,-0.0243,0.9642,-2.9907,0.3662,1.0986,1,0,0,0
-0.2008,-0.0295,0.9500,-2.3193,-1.8311,-1.2817,1,0,0,0
-0.2589,-0.0067,0.8855,0.7324,-2.8076,-10.1318,1,0,0,0
-0.0599,-0.2736,1.1133,36.5601,-7.8125,-40.7104,0,0,1,0
-0.2728,-0.2098,0.9919,-2.0752,-2.4414,15.6250,0,0,1,0
-0.2598,-0.1996,1.0176,-8.9722,5.4932,29.1748,0,0,1,0
-0.2086,-0.1658,0.8857,-24.8413,12.0850,57.8613,0,0,1,0
-0.1935,-0.1123,0.8710,-54.4434,-5.4932,55.2979,0,0,1,0
0.0001,0.6824,0.8806,-46.9971,-63.5986,41.7480,0,0,0,1
-0.2762,0.0264,1.2987,13.6108,107.6660,55.2979,1,0,0,0
-0.4414,0.0813,0.5522,-23.0103,-15.9302,1.2817,1,0,0,0
-0.1030,0.2612,1.0402,8.4229,-27.4048,-24.7192,0,0,0,1
-0.1906,0.0160,0.9259,-2.0142,3.2349,-11.3525,1,0,0,0
-0.2207,0.0856,0.9933,10.3149,-8.3008,-11.4136,0,0,0,1
-0.1989,-0.0002,1.0046,-4.7607,2.7466,-3.6621,1,0,0,0
-0.1976,0.0646,0.9744,9.2773,6.4697,1.0986,0,0,0,1
-0.2230,0.0693,0.9482,-5.6152,-3.4790,-2.0752,0,0,0,1
-0.2273,0.0833,0.9335,-2.8687,0.1831,3.2349,0,0,0,1
-0.2386,0.0570,0.9722,1.0376,-1.5259,-3.7842,1,0,0,0
-0.2213,0.0682,0.9502,1.7090,4.7607,-0.4272,0,0,0,1
-0.1960,0.0477,0.9666,-0.9155,-2.6245,-2.0752,0,0,0,1
-0.2262,0.0593,0.9467,-0.7935,0.9766,4.0894,1,0,0,0
-0.2360,0.0699,0.9507,-2.5024,-0.1831,-1.7700,1,0,0,0
-0.1986,0.0538,0.9646,2.4414,-2.8687,-2.7466,0,0,0,1
-0.2430,0.0592,0.9531,-1.0986,-1.0986,0.0610,1,0,0,0
-0.2262,0.0559,0.9650,-2.8076,0.3662,2.9907,1,0,0,0
-0.2385,0.0576,0.9481,0.1221,-0.6104,-3.7231,1,0,0,0
-0.1891,0.0474,0.9888,0.0000,3.8452,-0.2441,0,0,0,1
-0.2194,0.0339,0.9569,15.5029,7.3242,-5.9814,1,0,0,0
-0.1842,0.0376,0.9491,3.1128,5.0659,5.1270,0,0,0,1
-0.1891,0.0269,0.9640,25.5737,14.4043,10.4980,1,0,0,0
-0.1948,-0.0092,0.9369,25.3906,14.8315,6.9580,1,0,0,0
-0.1947,-0.0714,1.0042,22.3999,8.3008,-14.3433,1,0,0,0
-0.1250,-0.0995,0.9965,10.2539,6.0425,-15.1367,0,0,1,0
-0.0784,-0.1326,0.9991,8.4229,8.4839,-7.7515,0,0,1,0
-0.1072,-0.1055,0.9617,-7.6294,2.9907,-1.0376,0,0,1,0
-0.1285,-0.0826,0.9764,-6.9580,-4.1504,-3.1738,0,0,1,0
-0.1416,-0.0735,0.9736,-4.8218,1.3428,0.1831,0,0,1,0
-0.1399,-0.0488,0.9424,-4.0283,-3.4180,-1.6479,0,0,1,0
-0.1180,-0.0801,0.9803,-0.5493,1.0376,-0.1831,0,0,1,0
-0.1160,-0.0800,0.9664,-2.5635,2.6245,0.2441,0,0,1,0
-0.1221,-0.0853,0.9885,-0.8545,-0.8545,-2.6245,0,0,1,0
-0.1179,-0.0673,0.9629,-1.5259,-1.8921,0.7935,0,0,1,0
-0.1355,-0.0728,0.9846,-0.4883,-2.7466,-1.2817,0,0,1,0
-0.1409,-0.0771,0.9819,-1.0986,1.5869,2.3804,0,0,1,0
-0.1271,-0.0793,0.9733,-2.7466,0.3662,0.4272,0,0,1,0
-0.1130,-0.0757,0.9647,-2.6855,0.0000,-2.0752,0,0,1,0
-0.1285,-0.0735,0.9845,-2.0752,-0.2441,1.2207,0,0,1,0
-0.1281,-0.0634,0.9781,-1.0986,0.4883,-1.2207,0,0,1,0
-0.1306,-0.0629,0.9673,-1.4648,2.0752,-0.6714,0,0,1,0
-0.1189,-0.0769,0.9840,-2.2583,1.7090,0.6714,0,0,1,0
-0.1143,-0.0713,0.9841,-1.6479,3.1738,0.3052,0,0,1,0
-0.1306,-0.0586,0.9851,-2.4414,9.5825,1.8311,0,0,1,0
-0.0874,-0.0732,0.9679,1.0986,8.8501,-3.8452,0,0,1,0
-0.0270,-0.0536,0.8792,-1.9531,-17.8833,-7.9956,0,1,0,0
-0.1573,-0.0914,1.0051,-0.2441,-9.1553,8.1787,0,0,1,0
-0.1517,-0.0703,1.0026,-5.7373,3.6011,0.8545,0,0,1,0
-0.1128,-0.0597,0.9678,-3.7231,6.1035,0.7324,0,0,1,0
-0.0923,-0.0588,0.9657,-2.1973,2.8076,-1.1597,0,1,0,0
-0.0903,-0.0586,0.9648,-1.4648,-1.6479,-0.6104,0,1,0,0
-0.0909,-0.0602,0.9750,-0.1221,-4.6387,-1.2207,0,1,0,0
-0.0759,-0.0740,0.9603,-1.2817,-5.1880,-0.8545,0,1,0,0
-0.0648,-0.0624,0.9318,-0.6714,-9.6436,0.9766,0,1,0,0
-0.1816,-0.0762,1.0071,-1.2207,-8.7280,5.8594,0,0,1,0
-0.1832,-0.0710,1.0026,-4.9438,-1.7700,1.2817,0,0,1,0
-0.1177,-0.0702,0.9596,-2.5024,0.9155,-1.0376,0,0,1,0
-0.1732,-0.0464,0.9408,-6.5918,-2.3804,6.4087,1,0,0,0
-0.3105,-0.0538,1.0516,1.7090,0.9155,-3.1738,1,0,0,0
-0.2706,-0.0112,0.9839,-14.4653,-16.4185,-6.4087,1,0,0,0
-0.2200,-0.0408,0.9934,4.5776,8.5449,-0.8545,1,0,0,0
-0.1536,-0.0940,0.9530,14.1602,26.6113,1.5259,0,0,1,0
-0.0933,-0.1349,1.0007,5.1270,18.9819,-1.3428,0,0,1,0
-0.0337,-0.0870,0.9589,-3.1738,8.7891,-18.1885,0,1,0,0
0.0515,-0.1210,0.9750,16.9678,12.3901,-24.7803,0,1,0,0
0.0410,-0.1283,0.9525,9.2163,9.8267,-7.8125,0,1,0,0
0.0686,-0.1473,0.9722,1.9531,15.3809,3.2349,0,1,0,0
0.0098,-0.1227,0.9425,-5.4321,8.3008,3.9673,0,1,0,0
0.0610,-0.0851,0.9441,-3.7231,17.6392,15.3198,0,1,0,0
0.0306,-0.1240,0.9696,-7.5684,-3.7231,-6.8359,0,1,0,0
0.0138,-0.1230,0.9674,-2.5635,0.1831,-3.0518,0,1,0,0
0.0355,-0.1210,0.9832,-1.7090,0.3052,-2.8076,0,1,0,0
0.0078,-0.1069,0.9700,-0.8545,-1.5869,-0.9155,0,1,0,0
0.0063,-0.1035,0.9551,-2.9297,0.1831,-3.8452,0,1,0,0
0.0210,-0.1162,0.9833,-0.0610,-0.9766,-5.3711,0,1,0,0
0.0209,-0.1232,0.9812,-0.4883,0.9766,-0.7324,0,1,0,0
0.0297,-0.1123,0.9828,-0.9155,-0.1221,-0.7935,0,1,0,0
0.0321,-0.1031,0.9647,-0.8545,-0.1221,-1.5869,0,1,0,0
0.0326,-0.1179,0.9764,0.1831,-2.3804,-3.1128,0,1,0,0
0.0082,-0.1185,0.9717,-2.3193,-2.1362,-1.2207,0,1,0,0
0.0040,-0.1237,0.9934,-1.7700,0.4272,0.2441,0,1,0,0
0.0284,-0.1096,0.9786,0.1221,1.5869,-1.4648,0,1,0,0
0.0186,-0.1200,0.9768,-0.6714,-0.1831,-0.8545,0,1,0,0
0.0055,-0.1173,0.9655,-2.1362,-0.4272,-0.1221,0,1,0,0
0.0183,-0.1082,0.9656,-1.2817,1.1597,-0.0610,0,1,0,0
0.0227,-0.1189,0.9735,-1.7090,-0.1831,-0.9155,0,1,0,0
0.0164,-0.1135,0.9760,-1.7090,0.5493,0.7935,0,1,0,0
0.0172,-0.1157,0.9827,-1.4648,0.6714,-0.3662,0,1,0,0
0.0472,-0.1226,0.9749,-1.4648,-2.7466,-2.0142,0,1,0,0
0.0372,-0.1108,0.9697,-1.8921,-4.8828,0.2441,0,1,0,0
0.0820,-0.1162,0.9384,-4.0283,-9.9487,2.3193,0,1,0,0
0.0618,-0.1353,0.9705,-6.7139,-20.2026,4.8828,0,1,0,0
-0.0577,-0.0663,0.8846,-11.6577,-41.8701,-8.7280,0,1,0,0
-0.0533,-0.0820,0.9696,3.2959,-47.2412,1.6479,0,1,0,0
-0.1002,-0.1187,0.9392,-1.5869,-29.3579,26.6113,0,0,1,0
-0.1434,-0.1274,0.9729,-14.3433,-49.6216,5.1880,0,0,1,0
-0.1753,-0.1178,0.9963,-10.9863,-50.8423,14.2822,0,0,1,0
-0.4070,-0.0824,0.9678,-7.2021,-31.0669,36.8042,1,0,0,0
-0.3807,-0.0604,0.9340,2.0752,-24.6582,28.0762,1,0,0,0
-0.4559,-0.1249,0.8750,5.6152,-17.6392,29.2969,1,0,0,0
-0.6198,-0.1869,0.8839,9.2773,-16.9678,28.1372,1,0,0,0
-0.5629,-0.1815,0.7965,1.2817,-18.6768,15.8691,1,0,0,0
-0.5801,-0.1949,0.8530,-2.5024,0.4883,18.1274,1,0,0,0
-0.5035,-0.1652,0.8380,-6.4697,-8.4839,-3.7842,1,0,0,0
-0.4901,-0.1486,0.8208,-4.6387,-4.5776,1.6479,1,0,0,0
-0.5084,-0.1674,0.8557,-2.4414,-3.5400,-3.1738,1,0,0,0
-0.6064,-0.1887,0.8639,3.2349,13.4888,2.3804,1,0,0,0
-0.5908,-0.1859,0.8497,1.9531,15.5640,-3.8452,1,0,0,0
-0.6451,-0.1482,0.8209,4.0894,31.3110,-15.3198,1,0,0,0
-0.4596,-0.1581,0.8575,-1.9531,36.9873,-40.1001,1,0,0,0
-0.4191,-0.2198,0.9668,-3.4180,53.4668,-49.6826,1,0,0,0
-0.2196,-0.1449,0.8955,-5.1880,43.7012,-45.6543,0,0,1,0
-0.1127,-0.1530,0.9446,4.0894,36.9873,-49.4385,0,0,1,0
0.0182,-0.0344,0.8364,9.4604,46.0815,-42.0532,0,1,0,0
0.0564,-0.1604,1.0430,26.7944,52.1851,-16.4795,0,1,0,0
0.0890,-0.2500,1.0067,11.7798,31.7993,-30.8228,0,0,1,0
0.1221,-0.1962,0.9165,-3.6621,20.6909,-4.0283,0,1,0,0
0.1044,-0.1761,0.9568,2.7466,6.8970,1.2817,0,1,0,0
0.1450,-0.1917,0.9659,2.5024,-3.0518,8.5449,0,1,0,0
0.1833,-0.1897,0.9272,-4.0894,-14.4653,10.6812,0,1,0,0
0.2400,-0.2588,0.9224,-1.2817,-27.0386,28.6865,0,1,0,0
0.1360,-0.2462,0.9325,-15.2588,-51.8188,34.9731,0,1,0,0
0.0894,-0.2175,0.9252,-6.7749,-54.4434,58.6548,0,1,0,0
-0.2930,-0.1863,0.8671,-15.0146,-72.0215,77.0264,0,0,1,0
-0.2614,-0.2056,0.9287,-16.5405,-63.3545,46.8750,0,0,1,0
-0.5768,-0.1494,0.8032,-23.6816,-56.4575,55.8472,1,0,0,0
-0.7760,-0.2393,0.9447,-13.6719,-20.3247,52.2461,1,0,0,0
-0.7542,-0.2185,0.8354,5.1880,-15.7471,5.9814,1,0,0,0
-0.7024,-0.2042,0.7817,16.1133,2.9297,2.4414,1,0,0,0
-0.5243,-0.2235,0.8274,4.2114,10.0708,-12.1460,1,0,0,0
