accX,accY,accZ,gyroX,gyroY,gyroZ,up,down,right,left
-0.3519,0.3993,0.7186,99.6094,-70.3125,-116.9434,0,0,0,1
-0.2434,0.3470,0.6462,88.1348,-84.5947,-91.1255,0,0,0,1
-0.4485,0.2015,0.7992,66.9556,-94.6045,-76.7822,1,0,0,0
-0.7128,-0.0004,0.8633,97.9614,-87.8906,-102.7222,1,0,0,0
-0.8259,0.0272,0.7253,91.2476,-67.8711,-103.9429,1,0,0,0
-0.6418,-0.0857,0.7706,59.9365,-26.4893,-54.5044,1,0,0,0
-0.6405,-0.2520,0.8547,56.2134,-5.8594,-20.8740,1,0,0,0
-0.6118,-0.1979,0.8296,32.4707,-7.7515,-17.5171,1,0,0,0
-0.6256,-0.1321,0.8042,-7.3853,6.5308,2.7466,1,0,0,0
-0.6595,-0.0975,0.8226,-8.1177,5.6152,-0.9155,1,0,0,0
-0.6241,-0.0044,0.7700,-7.8735,9.3994,10.6201,1,0,0,0
-0.6211,-0.0034,0.7631,-8.5449,5.4321,3.1128,1,0,0,0
-0.6018,0.0010,0.7704,-6.3477,0.7324,-0.7324,1,0,0,0
-0.6154,-0.0150,0.8003,-6.2256,8.1787,8.9111,1,0,0,0
-0.5951,-0.0168,0.8159,-1.7700,3.6011,0.6104,1,0,0,0
-0.6100,0.0018,0.7982,-2.4414,4.1504,3.7842,1,0,0,0
-0.5785,0.0050,0.7811,-1.9531,1.5259,0.2441,1,0,0,0
-0.5896,-0.0134,0.7997,-2.6245,0.4883,0.2441,1,0,0,0
-0.5839,-0.0004,0.7898,-0.8545,1.6479,2.0752,1,0,0,0
-0.5985,-0.0006,0.7922,-2.0752,1.2817,1.3428,1,0,0,0
-0.5811,-0.0114,0.8051,-2.4414,3.1738,1.3428,1,0,0,0
-0.5762,-0.0051,0.8057,0.0000,3.2959,1.4648,1,0,0,0
-0.5575,-0.0010,0.8027,-1.6479,0.3662,0.4883,1,0,0,0
-0.5963,-0.0095,0.8063,-1.3428,0.2441,0.8545,1,0,0,0
-0.5635,-0.0068,0.8043,-2.3193,1.0986,0.4883,1,0,0,0
-0.5741,-0.0194,0.8163,-2.1362,0.0610,0.0000,1,0,0,0
-0.5792,-0.0175,0.8149,-1.9531,0.3052,0.3662,1,0,0,0
-0.5695,-0.0043,0.8013,-1.7090,1.9531,1.5259,1,0,0,0
-0.5604,0.0029,0.7970,-2.9297,-0.1221,-0.7324,1,0,0,0
-0.5804,-0.0111,0.8113,-1.6479,0.7935,0.0610,1,0,0,0
-0.5549,-0.0137,0.8121,-2.5635,1.5869,0.6104,1,0,0,0
-0.5779,0.0024,0.8087,-1.0986,-0.1831,0.8545,1,0,0,0
-0.5482,-0.0007,0.8014,-2.1973,-2.1973,-0.1831,1,0,0,0
-0.6021,-0.0050,0.8214,-2.3193,-1.0376,1.3428,1,0,0,0
-0.5713,-0.0005,0.8026,-2.6855,1.6479,0.1221,1,0,0,0
-0.5482,-0.0083,0.8237,-1.6479,-0.3052,-2.3804,1,0,0,0
-0.5609,-0.0081,0.8186,-1.6479,1.1597,1.0986,1,0,0,0
-0.5618,0.0117,0.8146,0.3662,-0.9155,-1.8311,1,0,0,0
-0.5714,-0.0031,0.8186,0.1831,0.8545,-0.1831,1,0,0,0
-0.5587,-0.0265,0.8221,-1.4648,0.1221,-1.0986,1,0,0,0
-0.5627,-0.0288,0.8296,-4.9438,3.3569,3.1128,1,0,0,0
-0.5474,0.0061,0.8207,-5.1270,0.2441,0.9155,1,0,0,0
-0.5519,0.0175,0.8259,-2.5635,0.6104,0.3052,1,0,0,0
-0.5544,0.0004,0.8264,-0.4272,1.0986,1.0376,1,0,0,0
-0.5519,-0.0303,0.8530,0.1221,-1.0376,-2.1973,1,0,0,0
-0.5352,-0.0090,0.8258,-1.8311,-0.4272,0.8545,1,0,0,0
-0.5792,0.0173,0.8068,-2.5024,-0.3662,1.5869,1,0,0,0
-0.5509,0.0005,0.8174,0.1831,0.1831,-2.6855,1,0,0,0
-0.5300,-0.0204,0.8260,-1.8311,-2.0142,1.1597,1,0,0,0
-0.5682,-0.0052,0.8406,-4.6997,-2.2583,0.0610,1,0,0,0
-0.5937,0.0092,0.8215,-1.2207,1.7090,2.3193,1,0,0,0
-0.5444,0.0024,0.8185,-2.3193,1.5259,0.6104,1,0,0,0
-0.5277,0.0101,0.8101,-1.1597,-1.5259,0.0610,1,0,0,0
-0.5233,-0.0372,0.8628,0.2441,5.6152,6.7749,1,0,0,0
-0.5299,-0.0363,0.8896,-1.1597,45.0439,36.1328,1,0,0,0
-0.6604,-0.0492,0.9622,-15.1978,54.8706,28.3813,1,0,0,0
-0.3662,-0.0199,0.9122,-12.5732,134.6436,19.1040,1,0,0,0
-0.0323,-0.0697,1.0594,-23.3765,158.6304,57.4951,0,1,0,0
0.0847,0.0179,0.9462,-54.6265,150.8789,45.7153,0,1,0,0
0.2350,0.1506,0.8715,-94.2993,119.8730,40.4053,0,1,0,0
0.3761,0.2490,0.7855,-43.4570,83.5571,23.3765,0,1,0,0
0.4656,0.2994,0.7537,-18.3105,28.8696,4.5166,0,1,0,0
0.4674,0.2838,0.8043,-9.1553,24.3530,13.1226,0,1,0,0
0.4849,0.3092,0.7833,0.3052,5.6763,5.8594,0,1,0,0
0.4652,0.3126,0.7792,0.7324,-2.6245,5.2490,0,1,0,0
0.4686,0.3130,0.7782,5.0659,-11.5356,1.4648,0,1,0,0
0.4377,0.3097,0.7988,-1.5259,-4.7607,3.3569,0,1,0,0
0.4449,0.3071,0.7899,1.4038,-4.4556,0.8545,0,1,0,0
0.4569,0.3021,0.7924,-2.7466,-4.4556,0.6104,0,1,0,0
0.4442,0.2935,0.8168,-0.5493,-3.2349,0.9766,0,1,0,0
0.4524,0.2865,0.8185,2.4414,-4.3945,4.5776,0,1,0,0
0.4287,0.2834,0.8411,-0.9155,-1.3428,2.9907,0,1,0,0
0.4513,0.2957,0.8167,-2.0752,-1.5869,4.2114,0,1,0,0
0.4172,0.3199,0.8026,-1.4648,-4.7607,7.0801,0,1,0,0
0.3950,0.3094,0.8344,2.0142,-3.0518,-1.0986,0,1,0,0
0.4229,0.2820,0.8414,1.2817,-2.4414,-0.6714,0,1,0,0
0.4133,0.2906,0.8339,-0.7324,-0.3052,0.8545,0,1,0,0
0.4640,0.2722,0.8278,0.7324,2.0142,2.5635,0,1,0,0
0.4222,0.2904,0.8286,-0.9766,-2.8076,6.4697,0,1,0,0
0.3801,0.3085,0.8356,-1.8921,-2.7466,5.4321,0,1,0,0
0.3774,0.3209,0.8296,-0.7935,1.2817,2.7466,0,1,0,0
0.3876,0.3097,0.8274,-1.6479,-0.0610,1.2207,0,1,0,0
0.4016,0.3016,0.8320,-0.7324,-0.6104,-0.7324,0,1,0,0
0.4136,0.2985,0.8265,1.0986,0.1831,-0.1221,0,1,0,0
0.4022,0.2994,0.8237,-1.9531,-1.4648,1.0376,0,1,0,0
0.4036,0.2922,0.8384,1.1597,-2.0142,-0.9766,0,1,0,0
0.3971,0.2924,0.8319,2.8687,-9.5215,-1.7700,0,1,0,0
0.3134,0.2911,0.8130,12.4512,-38.2690,-19.2871,0,1,0,0
0.2719,0.1925,0.8492,44.3726,-72.5708,-46.3867,0,1,0,0
0.3302,0.2339,0.9530,15.1978,-60.9131,-9.5215,0,1,0,0
0.1725,0.1720,0.9485,31.5552,-66.3452,-12.8784,0,1,0,0
0.0118,0.0300,1.0337,11.7798,-68.1763,-19.1650,0,1,0,0
-0.0160,0.0321,1.0006,-1.7700,-53.7109,-21.3013,0,1,0,0
-0.0066,0.0177,0.9923,-10.3149,-14.7705,10.6812,0,1,0,0
-0.0950,0.0820,0.9939,-14.0381,-15.8691,11.9629,0,0,0,1
-0.0894,0.0972,0.9829,-18.7378,-5.1270,18.3716,0,0,0,1
-0.1718,0.1882,0.9003,-4.0894,5.5542,0.1221,0,0,0,1
0.0031,0.1581,0.9023,14.7095,28.3813,17.7612,0,0,0,1
-0.0636,0.1177,0.9890,-2.0142,20.8740,41.1377,0,0,0,1
0.0786,0.1918,0.8086,-26.4282,4.2114,21.7285,0,1,0,0
-0.0020,0.2166,1.0217,5.2490,-24.1699,28.2593,0,0,0,1
-0.2822,0.0200,0.9738,107.7881,-51.8188,46.0815,1,0,0,0
-0.2373,-0.3333,1.0387,32.2266,7.4463,99.4263,0,0,1,0
-0.1321,-0.3905,0.9672,-1.3428,-1.4038,3.4180,0,0,1,0
-0.1865,-0.1658,0.9916,41.6260,-8.3618,-40.7104,0,0,1,0
-0.2877,-0.2091,1.0746,-22.0947,-3.9673,-15.3198,0,0,1,0
-0.1997,-0.0994,0.9360,-21.4233,1.0986,-32.1045,0,0,1,0
-0.0963,-0.0590,0.8966,-11.7798,8.6060,2.3804,0,1,0,0
-0.1985,-0.0448,0.9570,-1.9531,-9.0332,0.6714,1,0,0,0
-0.1791,-0.0763,0.9772,-2.9907,-3.0518,-2.4414,0,0,1,0
-0.2274,-0.0392,0.9363,-5.2490,3.7842,0.0000,1,0,0,0
-0.1761,-0.0790,0.9771,6.3477,3.4180,-3.5400,0,0,1,0
-0.1543,-0.0746,0.9576,-1.8921,3.0518,4.7607,0,0,1,0
-0.1636,-0.1078,0.9779,-1.9531,1.3428,-3.1738,0,0,1,0
-0.1675,-0.0717,0.9525,-1.7700,3.2349,6.2866,0,0,1,0
-0.1586,-0.0426,0.9348,-5.0659,-1.9531,1.3428,1,0,0,0
-0.2184,0.0179,0.8929,3.4180,-1.0986,11.1694,1,0,0,0
-0.1151,-0.1461,1.0607,-29.4189,-20.6909,11.9629,0,0,1,0
-0.1648,-0.0742,0.9899,-14.0991,13.6108,4.6997,0,0,1,0
-0.1156,-0.0337,0.9940,-20.1416,29.2358,-10.1318,0,1,0,0
-0.2540,0.0470,0.9628,-5.9204,-10.4370,6.1646,1,0,0,0
-0.1763,0.0111,1.0265,1.5869,-21.4844,-28.9307,1,0,0,0
-0.1895,0.0511,0.9126,1.5869,2.6245,-9.2163,0,0,0,1
-0.1555,-0.0205,0.9872,15.7471,8.9111,-21.2402,1,0,0,0
-0.1025,-0.0834,1.0085,5.6763,5.7983,-1.6479,0,0,1,0
-0.0487,0.0028,0.8416,1.2817,-2.0752,36.2549,0,1,0,0
-0.2014,-0.1337,1.0707,-10.6201,-12.7563,-5.6763,0,0,1,0
-0.2229,-0.0156,0.9915,-14.0991,-33.6304,-20.3857,1,0,0,0
-0.2153,0.0104,0.9640,-9.1553,0.6714,-7.6294,1,0,0,0
-0.1914,0.0721,0.9065,-8.2397,-2.1973,-7.2632,0,0,0,1
-0.1407,0.0385,0.8955,7.5073,6.9580,6.5918,0,0,0,1
-0.1714,-0.1368,1.0879,10.7422,18.4937,1.5259,0,0,1,0
-0.1882,-0.0413,0.9757,-10.2539,-21.5454,-24.3530,1,0,0,0
-0.2023,-0.0549,1.0024,0.1831,-18.1885,-26.1230,1,0,0,0
-0.1509,-0.0839,1.0084,-5.2490,-25.2075,-30.8838,0,0,1,0
-0.1752,0.0773,0.8491,7.5684,19.4092,-4.5776,0,0,0,1
-0.2769,-0.0326,1.0122,13.6108,9.9487,15.7471,1,0,0,0
-0.2542,-0.0326,0.9697,-14.3433,-14.2822,0.2441,1,0,0,0
-0.2389,-0.0249,0.9595,-2.3193,2.6855,3.1738,1,0,0,0
-0.2421,0.0131,0.9382,-9.1553,-3.4790,1.8311,1,0,0,0
-0.2279,0.0369,0.9407,-4.7607,-0.3662,0.3052,1,0,0,0
-0.2247,0.0112,0.9523,-1.8311,-2.1362,-0.8545,1,0,0,0
-0.2450,-0.0027,0.9639,-2.5635,-2.0142,0.1831,1,0,0,0
-0.2245,0.0054,0.9685,-2.1362,-2.0142,-1.9531,1,0,0,0
-0.2410,0.0078,0.9572,-2.7466,0.1221,-0.3662,1,0,0,0
-0.2454,0.0114,0.9564,-0.4272,-0.0610,-0.2441,1,0,0,0
-0.2345,0.0195,0.9524,-1.5259,-0.8545,0.2441,1,0,0,0
-0.2444,0.0085,0.9557,-0.1221,0.4883,0.9155,1,0,0,0
-0.2435,0.0033,0.9515,-0.3662,-0.6104,0.6104,1,0,0,0
-0.2345,-0.0072,0.9663,-0.2441,-1.3428,-2.1973,1,0,0,0
-0.2244,-0.0048,0.9554,-3.7231,-0.3662,0.8545,1,0,0,0
-0.2350,-0.0010,0.9572,-1.8921,-0.2441,0.3052,1,0,0,0
-0.2268,0.0143,0.9487,-2.2583,-0.3052,2.1973,1,0,0,0
-0.2313,0.0126,0.9574,-2.8687,-2.2583,-2.2583,1,0,0,0
-0.2489,0.0187,0.9521,-0.6104,-0.6714,0.1831,1,0,0,0
-0.2169,0.0045,0.9595,-1.2207,-1.6479,-2.5024,1,0,0,0
-0.2361,0.0002,0.9497,-3.5400,0.2441,1.1597,1,0,0,0
-0.2424,0.0023,0.9603,-1.9531,0.4883,2.5024,1,0,0,0
-0.2383,0.0153,0.9547,-3.6621,0.0000,0.6104,1,0,0,0
-0.2417,0.0232,0.9540,-1.7090,-1.0986,-2.5635,1,0,0,0
-0.2285,0.0096,0.9553,-1.3428,-0.8545,-0.7935,1,0,0,0
-0.2438,0.0101,0.9636,-0.9766,-0.7324,-0.8545,1,0,0,0
-0.2501,0.0111,0.9493,-1.5869,0.0000,-0.1221,1,0,0,0
-0.2585,-0.0077,0.9645,-1.7090,-2.6855,-4.4556,1,0,0,0
-0.1582,-0.1556,0.9962,15.5640,-5.0049,-14.3433,0,0,1,0
-0.1726,-0.1121,1.0078,-14.4653,-2.4414,11.0474,0,0,1,0
-0.1600,-0.1437,0.9664,-18.3105,5.6763,23.4375,0,0,1,0
-0.0916,-0.2321,0.9860,-21.6675,10.9253,65.3076,0,0,1,0
-0.2255,-0.1057,0.9756,-32.1045,4.3945,90.3931,1,0,0,0
-0.4124,0.1042,0.9230,-52.0630,3.0518,113.9526,1,0,0,0
-0.3657,0.1598,0.9023,-56.0303,6.1646,102.7832,1,0,0,0
-0.5135,0.3573,0.7452,-65.3076,-22.3999,57.8613,0,0,0,1
-0.4854,0.3624,0.8418,-18.7988,-13.1226,13.7939,0,0,0,1
-0.4025,0.2979,0.8552,-0.9155,-1.9531,-8.7280,0,0,0,1
-0.3064,0.1938,0.9088,3.6011,-1.5869,-12.6953,0,0,0,1
-0.2743,0.1573,0.9276,1.7090,-1.4648,-6.4697,0,0,0,1
-0.3169,0.2008,0.9083,-3.4790,-0.6104,0.5493,0,0,0,1
-0.3237,0.2156,0.9077,-0.3052,-1.7090,-6.5308,0,0,0,1
-0.3372,0.2405,0.8649,-2.2583,0.3662,-3.0518,0,0,0,1
-0.3342,0.2384,0.8909,1.8921,-1.7700,-7.9956,0,0,0,1
-0.2883,0.2080,0.8937,10.3149,-2.0752,-11.6577,0,0,0,1
-0.3184,0.1835,0.9052,3.9673,-6.9580,-9.7656,0,0,0,1
-0.2979,0.1642,0.9395,4.6387,-4.2114,-5.2490,0,0,0,1
-0.3267,0.1782,0.9093,-4.5166,-0.2441,0.5493,0,0,0,1
-0.3187,0.2083,0.8992,-1.2817,-1.9531,-0.3662,0,0,0,1
-0.3452,0.1930,0.9071,-2.3193,-1.7700,-1.8921,0,0,0,1
-0.3278,0.2078,0.8937,-1.2817,0.1831,-1.3428,0,0,0,1
-0.3159,0.1884,0.9105,-2.7466,-0.3662,-1.8921,0,0,0,1
-0.3300,0.1896,0.9087,-1.7090,-2.7466,-2.4414,0,0,0,1
-0.3229,0.2240,0.8912,-1.5869,-0.4272,0.6714,0,0,0,1
-0.3433,0.1941,0.9033,-1.7700,-2.8076,-5.9204,0,0,0,1
-0.3123,0.1820,0.9141,-1.2817,1.6479,3.7231,0,0,0,1
-0.3157,0.2325,0.8715,-1.4038,-3.1128,-2.9297,0,0,0,1
-0.3737,0.2112,0.8998,0.6714,-3.4180,-0.6104,1,0,0,0
-0.3339,0.1877,0.9127,1.8921,0.7324,-4.7607,0,0,0,1
-0.2965,0.1763,0.9098,1.6479,0.1831,-4.2114,0,0,0,1
-0.3231,0.1895,0.8988,-0.9766,-0.9766,-0.9155,0,0,0,1
-0.3289,0.1871,0.9219,-0.7935,-1.1597,-1.5259,0,0,0,1
-0.3384,0.1919,0.8993,-1.1597,1.3428,1.0376,0,0,0,1
-0.3044,0.1984,0.8990,-2.1973,-1.1597,-1.1597,0,0,0,1
-0.3480,0.2117,0.8956,-1.5869,-1.2207,0.3052,0,0,0,1
-0.3330,0.2064,0.8958,2.3804,0.8545,-2.6245,0,0,0,1
-0.3007,0.1720,0.9199,3.6011,-1.5259,-7.1411,0,0,0,1
-0.3124,0.1552,0.9258,0.9766,0.5493,-1.5869,0,0,0,1
-0.3123,0.1907,0.9064,-3.5400,-1.7700,1.0376,0,0,0,1
-0.3455,0.1927,0.9153,-1.6479,-0.8545,-1.1597,0,0,0,1
-0.3251,0.1901,0.9005,-0.4272,1.2207,1.5259,0,0,0,1
-0.3165,0.1913,0.9065,-3.2349,-3.6011,-3.3569,0,0,0,1
-0.3369,0.1738,0.9277,0.8545,0.4272,-0.0610,1,0,0,0
-0.3199,0.1814,0.9128,0.1221,0.5493,1.4038,0,0,0,1
-0.3232,0.1810,0.9149,-1.5259,0.3662,-0.8545,0,0,0,1
-0.3077,0.1898,0.8978,-1.5869,0.9155,1.8311,0,0,0,1
-0.3334,0.2065,0.9001,-1.8921,-1.8311,-0.6104,0,0,0,1
-0.3326,0.1912,0.9122,0.6104,-0.3662,-3.5400,0,0,0,1
-0.3024,0.1720,0.9196,0.7935,0.7324,-1.7090,0,0,0,1
-0.3135,0.1782,0.9084,-4.6387,-2.6245,-1.7090,0,0,0,1
-0.3134,0.1866,0.9211,-1.7700,1.4648,4.1504,0,0,0,1
-0.3370,0.1964,0.9120,-1.2817,-0.7324,-0.6714,0,0,0,1
-0.3270,0.1973,0.9031,-1.7700,0.1831,-2.0752,0,0,0,1
-0.3035,0.1763,0.9220,0.9155,-0.5493,-3.2349,0,0,0,1
-0.3214,0.1855,0.9125,0.1831,-0.2441,-1.7700,0,0,0,1
-0.2960,0.1927,0.9082,-0.8545,-2.7466,-3.2959,0,0,0,1
-0.3252,0.1671,0.9280,-0.3052,-1.5259,0.3052,0,0,0,1
-0.3182,0.1857,0.9117,-1.2207,-0.6104,0.0610,0,0,0,1
-0.3242,0.1804,0.9185,-1.2817,-0.6104,-0.4883,0,0,0,1
-0.3130,0.1976,0.8971,-1.2817,0.0610,-1.4648,0,0,0,1
-0.3378,0.1942,0.9138,0.3662,-1.4038,0.6104,0,0,0,1
-0.3121,0.1750,0.9125,0.9766,-2.7466,-6.1035,0,0,0,1
-0.2976,0.1630,0.9293,1.6479,-0.9155,-2.1973,0,0,0,1
-0.3170,0.1770,0.9180,-1.2817,1.2817,1.2817,0,0,0,1
-0.3145,0.1949,0.8962,-3.2349,-1.2817,-0.1831,0,0,0,1
-0.3329,0.1921,0.9189,-2.5024,1.2207,-0.2441,0,0,0,1
-0.2848,0.1771,0.9119,0.8545,0.8545,-0.8545,0,0,0,1
-0.3286,0.2230,0.8896,-3.1738,-4.4556,-3.6621,0,0,0,1
-0.3281,0.1693,0.9363,0.8545,1.6479,-0.3052,1,0,0,0
-0.3048,0.1787,0.9139,0.3662,-2.3193,-3.1738,0,0,0,1
-0.3252,0.1542,0.9329,-3.1738,-1.3428,-0.3662,1,0,0,0
-0.3071,0.1802,0.9178,-1.7090,0.0610,-0.3662,0,0,0,1
-0.2991,0.2080,0.8833,-3.9673,-0.5493,1.2817,0,0,0,1
-0.3285,0.2047,0.8959,-1.6479,-0.8545,1.7090,0,0,0,1
-0.3561,0.1893,0.9246,2.3804,-3.5400,-3.1128,1,0,0,0
-0.3087,0.1570,0.9381,2.1362,-0.1221,-3.2959,0,0,0,1
-0.2998,0.1525,0.9305,-0.9766,1.2817,0.2441,0,0,0,1
-0.3154,0.1561,0.9344,-4.4556,1.4038,4.0283,1,0,0,0
-0.3174,0.2017,0.8982,-3.6621,2.1973,3.0518,0,0,0,1
-0.3297,0.2111,0.8893,-3.7842,-1.2817,2.3193,0,0,0,1
-0.3239,0.2091,0.9076,1.3428,1.0376,-0.9766,0,0,0,1
-0.3059,0.1820,0.9119,0.5493,-0.3052,-2.7466,0,0,0,1
-0.2906,0.1610,0.9176,1.3428,-2.0142,-3.4180,0,0,0,1
-0.3126,0.1565,0.9351,-1.0376,0.0610,1.4648,0,0,0,1
-0.3088,0.1901,0.9064,-4.6387,-1.0986,1.3428,0,0,0,1
-0.3275,0.2025,0.8972,-3.4180,-0.4883,0.1831,0,0,0,1
-0.3308,0.1968,0.9135,0.5493,-1.2207,0.9766,0,0,0,1
-0.3380,0.1814,0.9210,-1.4038,-0.4272,-2.9907,0,0,0,1
-0.2943,0.1770,0.9127,-0.0610,1.2207,-0.4272,0,0,0,1
-0.3181,0.1810,0.9094,-1.6479,-2.1362,-1.4648,0,0,0,1
-0.3123,0.1736,0.9209,-1.3428,0.0000,1.4038,0,0,0,1
-0.3224,0.1907,0.9155,-0.5493,0.8545,-0.6714,0,0,0,1
-0.3146,0.1980,0.8979,-1.6479,-0.0610,-2.3804,0,0,0,1
-0.2725,0.1736,0.9253,2.1973,0.3662,-1.6479,0,0,0,1
-0.3063,0.2480,0.8538,2.6245,-2.0142,4.6387,0,0,0,1
-0.3290,0.1530,0.9464,16.0522,17.2119,23.3154,1,0,0,0
-0.3828,0.1582,0.9292,15.8691,9.3384,-4.3945,1,0,0,0
-0.3361,0.1460,0.9127,39.1235,2.4414,-38.0859,1,0,0,0
-0.2810,0.0249,0.9716,32.3486,6.7749,-33.5083,1,0,0,0
-0.2388,0.0154,0.9475,7.6294,-5.1880,-31.9824,1,0,0,0
-0.1895,-0.0291,0.9767,11.5356,1.8311,-25.0854,1,0,0,0
-0.2135,-0.0344,0.9723,7.2021,1.4038,-11.5967,1,0,0,0
-0.2180,-0.0065,0.9642,-0.8545,-0.6714,-3.2959,1,0,0,0
-0.2716,0.0542,0.9497,-3.5400,-2.0752,-2.0752,1,0,0,0
-0.2313,0.0133,0.9661,1.3428,-0.2441,-8.1787,1,0,0,0
-0.2286,0.0034,0.9491,-2.3193,-2.1362,-5.5542,1,0,0,0
-0.2258,-0.0162,0.9785,-1.2817,-1.0376,-1.3428,1,0,0,0
-0.2566,0.0471,0.9445,-3.7842,-0.8545,2.3804,1,0,0,0
-0.2780,0.0625,0.9438,-3.4790,-1.7700,-0.5493,1,0,0,0
-0.2427,0.0377,0.9437,1.5259,0.7324,-2.2583,1,0,0,0
-0.2355,0.0310,0.9484,-6.1035,-3.1128,-2.0752,1,0,0,0
-0.2745,0.0375,0.9589,-2.5635,0.4272,0.6714,1,0,0,0
-0.2351,0.0277,0.9458,-2.5635,1.2817,2.5635,1,0,0,0
-0.2341,0.0219,0.9692,-4.0894,-1.7700,2.3193,1,0,0,0
-0.2803,0.0486,0.9509,-4.6997,-0.7935,3.2349,1,0,0,0
-0.2533,0.0652,0.9347,-2.5635,0.9155,1.4648,1,0,0,0
-0.2506,0.0647,0.9423,-1.6479,-1.3428,-1.1597,1,0,0,0
-0.2717,0.0536,0.9464,-0.6714,-2.0752,-1.0376,1,0,0,0
-0.2631,0.0355,0.9614,-2.1362,-0.3052,0.0610,1,0,0,0
-0.2509,0.0413,0.9536,-1.8921,0.4883,0.3052,1,0,0,0
-0.2494,0.0446,0.9462,-2.9907,-1.2817,1.4038,1,0,0,0
-0.2539,0.0464,0.9551,-1.7090,-0.8545,0.7324,1,0,0,0
-0.2721,0.0574,0.9534,-2.1362,0.6104,1.6479,1,0,0,0
-0.2644,0.0662,0.9470,-1.9531,-0.5493,-1.8311,1,0,0,0
-0.2463,0.0496,0.9486,-0.1831,0.4272,-1.4038,1,0,0,0
-0.2466,0.0497,0.9445,-1.1597,-1.2817,-1.5869,1,0,0,0
-0.2654,0.0433,0.9581,-0.3052,-0.9766,-1.2817,1,0,0,0
-0.2614,0.0311,0.9611,-2.4414,1.1597,0.1221,1,0,0,0
-0.2450,0.0551,0.9388,-3.1738,0.0610,3.4790,1,0,0,0
-0.2607,0.0498,0.9541,-1.4648,-2.0752,2.1973,1,0,0,0
-0.2612,0.0615,0.9518,-1.7090,-2.1362,-1.8921,1,0,0,0
-0.2614,0.0565,0.9506,-1.0986,0.1831,-0.7324,1,0,0,0
-0.2635,0.0623,0.9346,-1.4038,-0.4883,-2.8687,1,0,0,0
-0.2373,0.0569,0.9420,0.2441,-1.8311,-4.5776,1,0,0,0
-0.2789,0.0416,0.9658,1.5869,-2.1973,-3.4180,1,0,0,0
-0.2523,0.0215,0.9728,-1.2207,-4.2114,-8.1787,1,0,0,0
-0.2368,0.0692,0.9235,-3.6011,-0.8545,-1.4038,1,0,0,0
-0.2583,0.0549,0.9575,-0.7935,0.1831,2.3193,1,0,0,0
-0.2445,0.0197,0.9711,-0.2441,-2.0752,-2.6855,1,0,0,0
-0.2487,0.0222,0.9730,-4.3335,-4.2114,-0.6714,1,0,0,0
-0.2867,0.0713,0.9420,-4.8218,0.1221,7.5684,1,0,0,0
-0.2655,0.0725,0.9414,-6.0425,-1.4038,3.1128,1,0,0,0
-0.2931,0.0912,0.9302,-3.7231,0.0610,3.0518,1,0,0,0
-0.2743,0.0767,0.9469,-3.1128,0.0000,1.5259,1,0,0,0
-0.2698,0.0708,0.9409,-0.6714,-0.4883,-1.6479,1,0,0,0
-0.2587,0.0736,0.9292,-3.2349,-1.9531,-0.4272,1,0,0,0
-0.2651,0.0485,0.9667,-2.3193,-0.1221,1.0376,1,0,0,0
-0.2601,0.0582,0.9526,-1.9531,0.6714,1.9531,1,0,0,0
-0.2706,0.0614,0.9454,-4.8218,-0.3662,2.2583,1,0,0,0
-0.2321,0.0465,0.9469,-4.0894,3.5400,6.9580,1,0,0,0
-0.2948,0.1224,0.9199,-5.2490,-3.5400,6.7749,1,0,0,0
-0.3140,0.0892,0.9594,-0.5493,0.6104,4.3945,1,0,0,0
-0.2749,0.0773,0.9498,-0.6714,2.2583,-3.3569,1,0,0,0
-0.2537,0.0774,0.9279,-1.5869,0.6714,-1.4038,1,0,0,0
-0.2306,0.0679,0.9493,-1.2817,-0.6714,0.3052,1,0,0,0
-0.2822,0.0917,0.9432,-1.4648,-1.5869,2.7466,1,0,0,0
-0.3074,0.0820,0.9596,1.1597,1.8921,-0.2441,1,0,0,0
-0.2390,0.1044,0.9113,2.5635,4.5166,1.4038,0,0,0,1
-0.2623,0.0344,0.9691,4.5166,2.9907,6.1035,1,0,0,0
-0.2593,0.0265,0.9753,-1.7090,-4.1504,-4.5166,1,0,0,0
-0.2515,0.0359,0.9473,-2.5024,-0.0610,1.8311,1,0,0,0
-0.2053,0.0754,0.9315,0.0610,-0.7324,3.2349,0,0,0,1
-0.2346,0.0375,0.9536,1.4648,-1.6479,11.4746,1,0,0,0
-0.2916,0.0079,0.9893,-1.5259,-1.7700,14.5264,1,0,0,0
-0.2952,0.0588,0.9548,-2.0752,0.9766,7.0190,1,0,0,0
-0.2935,0.0659,0.9047,1.2817,7.7515,9.1553,1,0,0,0
-0.2185,0.0646,0.8943,3.1738,13.1226,16.2354,0,0,0,1
-0.1886,0.0209,0.9397,15.5640,5.4321,4.5776,1,0,0,0
-0.2289,-0.1016,1.0393,4.3335,-7.4463,-11.3525,1,0,0,0
-0.2886,-0.0551,1.0016,-6.4087,-6.5918,-14.5264,1,0,0,0
-0.2214,0.1239,0.8923,-5.3711,2.8076,-2.1973,0,0,0,1
-0.3669,0.0802,0.9520,7.9346,0.1831,0.4883,1,0,0,0
-0.2821,-0.0532,0.9799,17.0288,9.1553,-6.5308,1,0,0,0
-0.1990,-0.1605,1.0404,12.9395,16.1743,-7.2632,0,0,1,0
-0.1281,-0.0396,0.8757,-2.1973,8.4229,-11.3525,0,0,1,0
