,accX,accY,accZ,gyroX,gyroY,gyroZ,accPCA,gyroPCA,side,gesture
5946,207,433,899,31,175,828,4059,9613,0,1
5784,1798,3302,1736,644,96,25,6183,1146,0,0
2230,2938,34,451,27,752,1006,9649,3419,0,1
7569,3424,1694,1307,776,351,387,7220,6502,0,0
935,3515,2985,969,873,476,542,6704,4314,0,1
2320,887,1009,2227,347,230,1081,453,6156,0,0
521,429,1886,1531,1314,792,174,4422,4753,0,0
522,3148,1878,1134,84,446,736,6475,5433,0,0
3359,1441,449,347,1349,1362,1640,3935,4104,0,1
9583,2068,514,938,170,14,1115,7134,4845,0,1
1716,3716,3510,1031,7,36,4,7435,2821,0,0
5607,525,247,1636,23,7,12,2203,1698,0,1
5978,3392,786,1573,13,1,25,6755,3466,0,1
3747,256,3175,1492,19,19,983,3363,82,0,0
2196,1674,3890,918,209,735,1003,6069,3483,0,0
8439,3965,2013,1745,1314,30,1017,8572,9046,0,1
369,363,896,2044,687,1291,1488,3636,7482,0,0
8046,3350,2759,1872,768,20,25,6201,5308,0,1
4214,3424,292,1625,35,1153,1733,6782,9891,0,1
2216,3002,122,448,642,1376,1871,9743,3975,0,1
1613,1670,2285,1644,17,727,12,5213,1859,0,1
7549,3427,234,1695,971,1339,256,6800,6752,0,1
962,2733,663,928,211,208,270,9209,5623,0,1
359,915,2730,1595,889,363,498,540,8087,0,0
3839,4314,1489,2165,272,5,1063,9547,4093,0,1
7504,2173,2180,1364,209,27,735,7628,8556,0,1
8370,2102,2000,1374,1236,13,19,7338,7044,0,1
3694,727,2936,2180,1471,726,266,633,8934,0,0
6281,1355,74,1649,16,6,419,3084,6880,0,1
5439,1477,1917,1636,23,2,984,3901,421,0,1
9591,2467,1131,1927,1229,855,324,8386,6318,0,1
3562,2947,496,481,26,744,999,9651,2628,0,1
6683,1000,3797,1525,705,270,1723,1631,7336,0,0
4531,1676,2951,1523,25,2,1008,5477,3290,0,0
1674,449,138,1654,773,736,1012,2688,2298,0,1
7395,420,432,1941,783,1,993,3063,756,0,1
365,691,2309,1785,1311,942,726,969,9381,0,0
8057,3273,2886,1643,23,10,1005,5735,2863,0,1
10006,964,1382,1198,1221,1237,1804,58,8470,0,0
147,1293,808,2183,455,535,1806,2177,4871,0,0
1668,1756,458,1673,972,13,419,5399,7968,0,1
3088,843,2115,1505,755,8,14,49,5378,0,0
9344,268,141,1588,486,750,740,3781,8340,0,1
7650,1231,3856,955,832,451,525,3433,8066,0,0
9607,1601,333,1553,211,24,0,4564,632,0,1
7788,458,135,1540,790,29,25,2591,5927,0,1
6186,1133,32,1595,769,209,9,1602,2986,0,0
3576,4049,3331,1984,1187,380,207,8761,7396,0,1
3271,4360,3772,269,296,1354,1205,9540,6535,0,1
8033,65,2883,1695,209,728,995,4615,2640,0,0
6230,1222,160,1584,204,725,1301,2133,6036,0,1
6724,960,2189,1568,21,204,995,627,1478,0,0
9025,3820,2617,1650,763,214,0,8032,1765,0,1
8093,3330,2989,1610,10,16,991,5991,501,0,0
3926,3521,2974,1599,784,12,8,6863,3296,0,1
8569,4096,2658,1563,364,219,1003,8911,3755,0,1
78,712,1146,881,1123,330,199,1196,6611,0,0
7088,518,3001,1480,792,1071,28,1689,5742,0,0
2247,2909,245,729,764,16,257,9596,5835,0,1
9594,1794,396,1693,7,1246,1527,5647,7196,0,1
9317,690,1080,1703,363,19,258,1502,2885,0,0
714,2904,4135,385,469,104,1850,9669,9766,0,0
7451,3942,1542,2329,1329,1170,445,8702,8191,0,1
2279,4399,3737,625,11,4,995,9739,1185,0,1
3897,3620,2775,1683,205,730,1007,7307,3649,0,1
7985,69,2833,1583,19,219,16,4588,2671,0,0
7177,842,52,1762,695,728,421,220,1805,0,1
8646,3287,3297,1596,22,25,995,5664,1563,0,0
6272,1061,23,1453,206,20,19,1181,2019,0,0
3191,1426,3821,1135,211,746,986,4558,1861,0,0
6335,1100,2543,1713,1221,266,885,1583,4156,0,0
4200,2687,4180,426,278,679,1793,9322,4591,0,0
2444,2251,3108,1355,958,1,418,8095,7796,0,0
6697,873,3453,1141,1223,636,737,703,9675,0,0
6164,550,171,1397,20,9,428,1944,7140,0,1
7394,250,110,1612,208,217,988,3904,1337,0,1
4839,600,2960,1673,21,721,15,1246,2072,0,0
3835,3678,2554,1685,1423,1232,1796,7567,7146,0,1
9335,634,3216,1596,208,98,1667,934,8246,0,0
5827,1878,2227,1441,490,20,1288,6309,6669,0,1
7961,572,1929,1687,248,931,1941,1797,9964,0,1
4724,3416,1979,1718,641,732,1419,6657,7927,0,1
4798,1054,135,2220,531,452,1437,885,8144,0,0
2442,2356,3405,1025,26,13,1009,8459,3342,0,0
9024,3843,2558,1537,9,1056,264,8116,5662,0,1
464,1174,818,2005,289,196,1807,1454,4625,0,0
8426,4179,1240,1232,359,216,1068,9194,4015,0,1
7380,422,302,1900,20,731,5,2986,774,0,1
241,3816,2720,1453,204,433,215,7982,4941,0,1
6356,688,626,775,1356,1035,527,1060,8733,0,0
3084,482,2191,1696,213,17,988,2299,1814,0,1
6208,1192,224,1621,762,220,1290,1913,2728,0,1
900,1280,1962,1589,14,17,2,2649,965,0,1
6793,753,2088,1622,965,11,541,611,8411,0,0
7758,3329,1,1726,1380,213,267,6301,8531,0,1
4837,303,2940,1480,765,6,16,3126,3288,0,0
2293,4080,3215,1440,1137,616,113,8837,6576,0,1
8018,3323,2563,1779,31,724,20,6107,2164,0,1
4481,1606,2690,1537,768,209,17,5000,3683,0,0
5302,1159,81,1625,369,724,1293,1759,6764,0,1
3716,439,3249,1610,16,24,11,2121,2059,0,0
1764,1934,1974,1658,356,13,8,6488,223,0,1
8675,3781,527,1511,748,929,701,8078,8263,0,1
6298,1702,27,1813,566,26,1638,5219,8917,0,1
7870,106,2115,1474,366,31,1291,4595,5965,0,1
7795,809,137,2019,729,211,22,479,2831,0,1
7230,597,2862,1864,572,207,1021,1352,4111,0,0
7857,3162,1905,1604,202,8,10,5420,978,0,1
3302,1716,508,2357,228,127,724,4903,8787,0,1
4517,1033,2678,1476,1120,730,418,1287,8034,0,0
4219,186,62,1595,215,31,20,4256,1795,0,1
8030,3445,2863,1487,690,736,257,6534,709,0,1
3292,4337,3543,1043,482,206,427,9510,5798,0,1
1403,2797,4145,165,4,45,601,9505,8135,0,0
1382,962,88,1585,211,208,23,499,2364,0,1
2148,3240,3578,83,1001,636,270,4547,4254,0,0
6928,406,17,1869,1120,744,425,2976,8398,0,1
1638,3848,1926,1312,33,458,320,8185,6210,0,1
7427,538,431,1713,16,639,543,2213,7895,0,1
6907,3923,1450,1893,1453,794,1160,8615,9880,0,1
7247,3426,2277,1544,204,928,993,6593,2412,0,1
6406,1790,2332,1390,368,8,1007,5938,5475,0,1
3565,2908,138,397,76,1044,1264,9603,6324,0,1
5448,1594,1945,1481,357,28,12,4665,391,0,1
4244,4321,2070,821,797,409,452,9477,7519,0,1
5218,3410,73,1771,20,644,415,6685,6990,0,1
2130,1136,2008,1649,368,0,1293,1664,6714,0,0
456,209,962,1720,770,213,645,4488,8469,0,0
5582,163,181,1553,31,353,821,4423,9224,0,1
5175,558,483,1641,215,216,649,2053,7883,0,1
689,1943,1818,298,1208,340,752,6024,9461,0,0
6921,3955,532,1269,1382,960,194,8553,4832,0,1
7154,3460,703,1417,326,1376,739,6974,7615,0,1
8445,754,2047,1608,356,448,1636,620,8380,0,0
8589,4161,2937,1439,2,8,988,9050,228,0,1
3201,312,215,1863,871,75,743,3630,9105,0,1
1884,864,118,1864,781,19,552,130,8444,0,1
8661,3268,3254,1527,10,720,992,5558,791,0,0
4485,1850,2764,1468,786,730,261,6308,6898,0,0
5947,1207,708,1903,3,699,1860,1729,8956,0,0
5777,1315,3087,1027,401,984,1108,3482,4378,0,0
3724,610,3295,1643,31,8,265,1063,5419,0,0
3679,300,3181,1506,563,11,14,3064,1135,0,0
7967,1270,3993,826,143,1069,1864,3794,4459,0,0
7246,234,2104,1990,652,583,256,3972,804,0,1
9029,3761,2767,1558,21,935,999,7792,2554,0,1
7137,2505,2317,1189,231,94,1652,8675,8666,0,1
7559,3368,352,1633,762,746,996,6552,977,0,1
5772,312,925,2079,1227,1231,1799,3945,8325,0,0
8576,4131,2181,927,1315,972,124,8990,4428,0,1
237,3850,2412,907,566,328,891,8089,9659,0,1
4259,1036,3019,318,1078,296,237,1850,7333,0,0
6965,501,2077,1841,768,523,258,2265,6748,0,1
10002,1581,1367,1457,845,796,1460,3950,6438,0,0
7373,484,2251,1187,18,347,10,2102,2094,0,1
9323,725,1056,1632,781,747,16,1267,3652,0,0
6721,996,2063,1884,25,527,2,726,1085,0,0
7842,294,3,1866,20,205,1297,3671,5279,0,1
9528,4045,129,1611,217,208,1011,8828,5185,0,1
8625,3483,3159,1013,100,219,1657,6533,8629,0,0
7174,524,90,1378,493,26,645,2061,7001,0,1
3919,3805,2735,1644,959,740,260,7966,6996,0,1
3138,803,1930,1813,12,739,5,414,1122,0,1
9438,4300,1187,823,697,642,1431,9455,8435,0,1
5789,876,3115,1366,202,19,418,493,6046,0,0
3287,4356,3741,667,1234,3,423,9539,8497,0,1
3229,2859,1432,578,1119,28,10,9447,5866,0,1
7406,343,243,1767,207,19,1004,3425,3248,0,1
8407,204,3379,2216,712,526,201,3782,4368,0,0
243,615,2506,1265,943,430,1007,1209,9665,0,0
7268,3517,2134,1932,1229,351,986,7098,5244,0,1
5435,1645,2039,1499,212,213,9,5032,642,0,1
4437,1223,2616,1644,650,213,998,2477,5944,0,0
8340,1614,2028,1345,577,42,108,4878,3979,0,1
261,2381,2891,1367,27,727,12,8429,1389,0,1
4406,1070,414,1761,774,2,986,1032,1204,0,0
1689,1196,2640,105,545,279,253,3066,6087,0,0
1725,2742,827,2392,788,494,235,9179,6238,0,1
9016,3893,2492,1644,367,737,266,8275,3251,0,1
5962,1177,726,1477,873,1026,1006,1655,5778,0,0
9036,3798,2778,1643,212,22,0,7932,703,0,1
6904,3920,876,1234,900,636,1794,8480,684,0,1
8622,494,3250,760,954,661,1148,1510,4065,0,0
340,8,1124,1912,435,858,1103,5769,4373,0,0
2408,2443,3349,1172,26,13,18,8630,2293,0,0
1601,1745,2349,1395,26,8,0,5694,0,0,1
8380,4387,2121,542,628,183,1372,9706,8130,0,1
5782,1106,3780,641,684,173,1239,2669,4819,0,0
7971,1351,4079,776,756,697,621,4434,8079,0,0
3725,473,3237,1552,31,934,1005,1897,3546,0,0
5280,3697,683,1902,1112,196,260,7840,8391,0,1
7121,876,2561,667,1058,59,587,510,8623,0,0
148,1183,542,2344,584,304,1324,1440,7525,0,0
285,4254,3110,646,1315,167,890,9277,4193,0,1
9674,1469,719,1554,959,746,987,3629,2022,0,0
8431,4016,1135,1719,716,593,1745,8822,8788,0,1
6770,2790,2290,71,695,280,518,9410,7462,0,1
4443,1202,2501,1635,774,731,985,2283,1201,0,0
7446,439,346,1591,3,741,421,2812,7054,0,1
236,4151,2515,983,742,398,154,9031,4347,0,1
9608,1616,287,1508,21,724,258,4683,5155,0,1
7123,516,1093,2199,1048,17,87,2893,6204,0,0
8378,3959,2079,1178,234,1214,554,8506,8568,0,1
3083,782,2100,1750,780,723,19,467,5102,0,0
6813,2346,3168,1421,779,724,826,8354,9576,0,1
4211,3359,1306,2312,485,685,589,6990,8042,0,0
3874,3167,3041,1390,688,1154,1863,5045,3947,0,0
7426,346,342,1612,968,211,422,3399,8032,0,1
1735,1189,943,2063,577,929,1188,1464,4690,0,0
7397,329,2198,1280,562,354,982,3204,2572,0,1
4255,1633,3132,808,41,675,1420,5490,8536,0,0
9630,1642,261,1513,206,11,981,4870,622,0,1
10007,1097,1597,1671,1381,721,21,572,7748,0,0
3713,357,3333,1503,202,343,254,2611,3694,0,0
9000,3584,1205,1550,967,724,1533,7586,5714,0,1
707,365,1447,2243,730,1384,1360,4025,6468,0,0
9213,1784,3980,939,24,3,1297,6618,5522,0,0
5189,1145,2372,1713,787,7,2,1839,2796,0,0
5472,383,244,1407,765,723,997,3075,736,0,1
7843,160,1971,1607,359,7,13,4358,219,0,1
6764,1690,1599,1524,637,674,1466,4446,8622,0,0
6780,682,2375,1631,971,635,726,960,9356,0,0
4358,1329,400,1816,691,15,1009,2750,7216,0,1
10011,1058,1547,1388,964,747,265,434,7227,0,0
9598,1568,310,1385,10,1069,429,4394,7129,0,1
3179,1604,3916,765,354,1,1426,5787,7254,0,0
482,107,2168,887,399,432,414,4409,8907,0,1
5010,88,13,1677,203,0,25,4844,2667,0,1
3273,4275,3838,1050,412,864,1724,9308,4950,0,1
7227,3674,3008,1639,821,1301,1422,7477,2782,0,1
3683,216,3304,1435,356,22,981,3520,1317,0,0
6807,2811,3566,798,93,0,1310,9442,6338,0,1
3225,2829,1087,436,833,207,424,9413,9643,0,1
4815,262,2883,1509,208,1056,1293,3421,5889,0,0
5752,521,206,1785,16,6,418,2258,6831,0,1
9167,1785,4060,823,157,746,1291,6726,9387,0,0
3097,880,2080,1656,22,738,1291,107,5174,0,0
6869,2889,3587,250,1299,1025,954,9615,4032,0,1
6284,1266,60,1618,23,9,989,2468,989,0,1
5291,884,1990,1625,1121,1065,14,109,5773,0,0
1798,2149,2632,1512,216,218,1007,7605,3673,0,1
5203,4336,518,2271,1189,820,651,9571,4916,0,1
6441,221,46,1810,969,15,7,4089,5145,0,1
9402,328,3283,1569,21,0,992,2856,1396,0,0
7052,3247,2312,1597,563,207,986,5771,3183,0,1
4445,1189,2518,1548,10,214,16,2235,2995,0,0
2137,509,3367,838,94,876,1645,1404,4020,0,0
6787,989,164,1813,786,743,14,590,3672,0,1
6894,782,331,1616,895,786,377,606,7347,0,1
8591,4145,2970,1441,723,932,997,9000,7143,0,1
7151,691,386,1994,617,1364,175,1283,3973,0,1
963,2618,702,1064,791,747,18,8871,5225,0,1
140,3282,1685,1459,55,236,1008,6682,7193,0,0
9054,3945,637,1558,731,78,30,8541,588,0,1
6936,3328,2127,1879,84,933,1297,6271,9008,0,1
5243,50,2433,1428,492,356,13,4804,574,0,1
4431,1418,149,1584,10,452,87,3498,4152,0,1
8397,334,2797,722,210,16,1231,2742,4727,0,0
8649,3261,3236,1532,22,13,986,5534,512,0,0
4399,937,423,1577,20,733,989,279,1052,0,0
5252,433,2446,1643,203,211,263,2513,5383,0,0
4760,173,2472,1944,27,217,1011,4207,3357,0,1
6228,1513,30,1599,972,1,656,4088,9061,0,1
7117,831,3766,1696,682,522,305,533,4959,0,0
8579,4128,3273,1493,23,1165,1007,8945,3667,0,1
7232,3468,2673,1436,763,4,1001,6663,1301,0,1
3726,353,3361,1357,205,1062,993,2580,2621,0,0
454,712,633,1560,913,1297,107,1133,4884,0,0
1367,565,2611,204,23,931,988,1044,1340,0,0
3712,266,3386,1246,31,752,1007,3111,3645,0,0
1388,733,1228,1841,31,936,1313,1376,5001,0,0
7761,3341,2507,1175,164,350,1724,6082,4136,0,1
3553,2995,602,420,206,932,30,9731,2756,0,1
1667,1864,37,1383,1110,928,426,6164,8321,0,1
3173,1730,3695,899,235,821,1837,6225,9521,0,0
9419,573,2112,1914,716,446,644,1791,5582,0,1
488,2766,777,1391,26,677,880,9285,9568,0,1
3230,2834,1443,553,852,357,1300,9405,6758,0,1
3828,3568,2977,1370,966,798,1723,7020,8011,0,1
8673,3169,55,1518,1136,978,774,5462,9407,0,1
5208,3730,324,1764,574,213,418,7905,3291,0,1
7848,126,1913,1742,26,220,255,4607,5072,0,1
5704,385,276,1644,21,726,8,3140,1160,0,1
9662,1542,567,1486,7,12,6,4114,1790,0,1
703,1893,51,669,137,674,653,6466,992,0,1
3291,4325,3609,803,206,732,15,9446,1229,0,1
9654,1622,397,1559,31,746,429,4668,6936,0,1
9043,3864,3457,1766,1378,785,295,8067,6278,0,1
4440,1218,2587,1712,776,731,987,2408,1048,0,0
7705,3144,738,1923,486,22,417,5648,3819,0,1
6257,1191,28,1551,26,30,14,1990,1983,0,1
5238,535,3505,1190,301,79,1120,1264,5023,0,0
7519,1986,2287,1501,213,748,1010,6828,5319,0,1
6812,2555,3268,983,5,2,736,8849,8971,0,1
7175,478,276,1924,356,672,730,2623,8524,0,1
4470,1680,2807,1460,218,19,2,5466,778,0,0
5757,852,279,1942,22,4,417,285,6653,0,1
6294,1279,2050,1460,203,7,256,2711,3585,0,0
3249,2724,1702,606,28,940,1916,9141,9810,0,0
7351,601,32,1708,5,31,8,1628,2265,0,1
9194,1696,3938,883,204,209,31,6222,3481,0,0
7473,3227,325,1826,774,3,541,5927,7915,0,1
8695,3801,22,1657,212,19,18,8097,1600,0,1
2289,4391,3742,615,970,705,28,9702,7249,0,1
5178,1097,2400,1041,146,583,309,1709,4723,0,0
6262,1141,15,1560,28,7,25,1680,2909,0,0
281,3282,3269,86,11,1010,1126,4996,4451,0,0
968,2637,464,835,107,963,552,8962,3366,0,1
3953,3636,2821,1613,28,0,27,7360,3064,0,1
1939,1422,2027,1508,212,216,24,3632,2509,0,1
1742,2574,3118,803,474,684,1881,8888,9794,0,1
1390,606,1545,2016,316,774,1948,2521,10004,0,0
2203,2472,4070,185,1491,646,96,8840,4736,0,0
3568,2345,128,810,1141,1253,877,8247,4791,0,1
9993,1319,1320,1259,573,345,263,2338,2174,0,0
3178,1403,3957,785,213,526,417,4624,6024,0,0
3192,1378,3822,1193,493,701,828,4248,9003,0,0
7115,194,3039,1746,4,213,650,3825,8465,0,0
6276,1435,2044,1601,765,213,266,3691,6908,0,1
9006,188,1347,1271,809,597,1251,4723,4737,0,0
5724,382,314,1867,203,22,12,3242,1348,0,1
269,1717,2694,1353,783,1380,1730,5667,8464,0,0
3081,804,2213,1667,30,2,988,292,1311,0,0
6430,1588,1969,1695,275,962,1373,4579,7441,0,1
9333,478,964,1367,570,283,1875,2765,9469,0,0
7062,119,2447,1731,206,217,1,4466,37,0,1
4356,1299,736,2146,356,281,1731,2275,8301,0,0
2113,808,1680,721,383,1037,1851,981,9762,0,0
3216,1580,1934,507,1292,1124,671,4898,9118,0,1
8611,4079,2637,1637,28,518,1004,8876,2423,0,1
2278,4403,3709,667,783,211,10,9747,3618,0,1
374,2311,3171,678,637,1239,1149,8312,4646,0,0
6895,671,839,2076,1055,519,467,1611,8080,0,0
3591,3471,3542,1665,1236,154,147,6450,4788,0,0
3714,521,3281,1603,1,17,264,1580,6127,0,0
4732,4120,316,1445,1444,776,1369,9017,6197,0,1
1394,2617,3611,501,629,705,1101,9057,4399,0,0
4703,363,2599,1587,769,448,883,2905,9670,0,0
1712,178,4107,154,337,950,970,2438,9509,0,0
955,2339,2150,1503,999,205,1440,8213,4985,0,1
6675,832,2004,1862,1221,749,261,249,7699,0,0
352,654,2436,1182,1073,750,948,991,9966,0,0
6236,1267,251,1718,16,4,1418,2375,5834,0,1
7057,124,2384,1857,17,204,13,4487,2292,0,1
7979,3482,2619,1606,561,216,1222,6788,4771,0,1
306,1633,3888,1464,841,1415,14,5749,8430,0,0
4790,234,102,1029,1449,30,644,3833,9622,0,1
1927,1227,1056,1842,670,632,1687,1693,9476,0,0
9353,510,537,1755,794,534,3,2458,3741,0,1
7179,608,15,1865,485,1160,1728,1623,9278,0,1
7867,92,2223,1613,484,930,15,4681,823,0,1
514,2337,3412,798,1008,1239,254,8423,3955,0,0
458,1352,767,1611,210,726,989,2803,1998,0,0
2430,2269,3237,1150,778,216,726,8184,9006,0,0
8443,76,2144,1900,132,395,1390,4901,6543,0,1
3911,3601,3101,1411,213,741,1527,7141,7758,0,1
3144,849,2015,1748,28,211,8,113,1227,0,0
6917,3612,144,897,1476,66,1147,7359,4223,0,1
1925,1570,842,1284,345,33,1493,4234,8108,0,0
105,654,839,1802,355,723,1427,1621,7315,0,0
1709,2566,2396,1420,161,1016,639,8793,7572,0,1
89,2346,1562,1798,511,1032,1445,7853,8188,0,0
3174,2296,3612,1394,219,1242,1682,8288,8786,0,0
917,1164,46,1859,12,9,7,1724,1647,0,0
7833,25,56,1745,788,25,1290,5236,1724,0,1
6732,205,3944,2177,25,121,819,3366,9362,0,0
1949,6,3441,190,387,839,1732,4197,4921,0,0
6368,3727,4200,1959,18,73,1572,5605,7402,0,0
8032,97,2840,1868,763,349,265,4498,6864,0,0
3117,907,6,2006,788,746,1425,110,5301,0,0
9984,1270,1300,1341,363,12,1293,1965,6058,0,0
5420,1592,2033,1616,480,724,2,4640,1968,0,1
6154,494,166,1604,744,1336,253,2374,4663,0,1
8358,1935,1946,1374,31,741,1002,6545,3108,0,1
8466,1381,744,1613,355,31,18,3032,1315,0,0
10009,1083,1549,1496,965,747,1295,565,2005,0,0
116,3182,750,1771,163,168,891,5812,6983,0,1
9055,3736,707,1614,133,239,86,7969,9241,0,1
1763,1972,1980,1427,368,204,983,6690,2052,0,1
1875,2749,4073,587,968,645,433,9381,7325,0,0
3224,2736,1521,1040,776,1348,434,9167,6570,0,1
7725,1108,3128,1782,1313,882,571,1843,8046,0,0
4473,1739,2818,1432,765,11,256,5800,5779,0,0
959,2745,955,1258,1384,60,1023,9220,8827,0,1
6342,1292,2396,1683,769,583,541,2892,8018,0,0
3676,168,3068,1456,202,720,11,3897,1032,0,0
5776,1232,2031,1846,559,883,1136,2236,4517,0,0
9067,4478,187,74,1481,1357,403,9966,6466,0,1
5179,1301,2457,988,359,1151,547,3179,6807,0,0
1607,1802,2396,1424,202,15,6,6006,531,0,1
10020,813,1715,1488,1316,749,1288,1203,1384,0,0
3598,38,3327,1635,1323,749,729,4605,9623,0,0
933,4309,2814,844,1155,323,520,9418,8590,0,1
7424,216,402,1758,969,350,266,4230,7780,0,1
1682,2963,1077,556,683,747,377,9661,6316,0,1
6446,98,52,1575,27,742,1003,4769,3060,0,1
3093,755,2090,1592,29,2,10,591,1093,0,0
3155,765,2068,1867,764,6,7,615,2310,0,0
9645,1579,181,1420,18,731,26,4514,3273,0,1
3342,3026,2520,198,208,31,25,9800,2694,0,1
9370,331,3042,1507,22,931,416,2917,5954,0,0
3356,3128,1971,470,1050,1220,940,9946,4714,0,1
7813,321,126,1860,359,216,7,3551,215,0,1
2428,2276,3373,1034,20,721,23,8223,2977,0,0
4811,146,2612,1600,491,1162,1912,4220,3940,0,1
686,1068,65,739,1459,739,120,1415,4653,0,0
4799,238,4194,416,541,379,1571,1485,8694,0,0
7437,112,111,1661,778,7,417,4710,7269,0,1
6353,1439,4022,1801,834,1060,138,4596,4874,0,0
4569,942,3210,1347,4,212,542,978,7834,0,0
8073,3193,3075,1642,772,11,981,5237,1812,0,0
7491,3559,1164,1900,187,1161,1622,7550,8649,0,1
7059,77,2396,1711,209,220,990,4739,1592,0,1
277,3637,2172,1956,539,1104,1477,7522,8588,0,1
5445,1567,1933,1578,3,356,11,4448,2911,0,1
4543,3833,3657,980,61,1223,1372,7777,7351,0,0
9188,1720,3998,1020,218,17,269,6326,5282,0,0
294,242,2313,2381,727,655,420,4106,8397,0,1
2403,2456,3435,1023,25,19,986,8664,617,0,0
3741,34,3188,1429,762,739,25,4627,3793,0,0
9221,1809,3944,960,206,17,983,6715,815,0,0
4795,1172,672,1601,199,79,1069,1612,4784,0,0
2469,1446,235,1671,823,750,344,3614,6533,0,1
3738,612,3339,1578,210,738,15,1017,956,0,0
362,245,2008,1485,571,1155,986,3815,5220,0,1
6924,366,166,1977,1413,4,823,3334,3949,0,1
1704,2587,2087,1352,202,751,16,8827,1422,0,1
2139,3210,1951,2428,968,305,207,6056,4981,0,1
3239,2807,1669,603,1233,15,1536,9335,3731,0,1
3930,3554,2871,1654,10,720,989,7033,418,0,1
6183,847,376,1586,214,24,1003,257,3402,0,1
1591,1792,2233,1546,30,736,1001,5885,2940,0,1
9409,3160,2299,991,826,586,969,5156,9968,0,1
2162,2051,2881,1205,357,1162,1078,7311,4195,0,0
317,3781,1765,2222,217,115,1246,8422,4734,0,0
5233,3853,1589,2174,1322,1241,1779,8507,9081,0,0
5295,1042,1909,1533,774,206,4,1074,2665,0,0
3972,3677,2890,1671,23,14,1004,7509,2742,0,1
974,559,2139,914,58,158,998,1570,7055,0,1
954,3247,2716,705,856,446,1191,5403,9389,0,1
9328,773,1011,1610,1228,1381,28,989,6861,0,0
5016,254,2427,275,1449,131,178,3177,4990,0,1
7490,104,637,1870,11,162,1440,5023,6487,0,1
1640,645,2033,2123,443,648,135,1436,7781,0,1
1380,998,1896,1441,206,10,266,818,5357,0,0
1933,1515,2325,1458,26,206,421,4296,6879,0,0
4675,175,2121,1550,25,13,993,4213,1575,0,1
9401,341,3300,1577,361,205,12,2754,236,0,0
2466,2396,3026,1152,1212,933,519,8496,8587,0,1
7657,3999,711,2255,1135,1003,723,8744,9151,0,1
1913,2096,2593,532,1198,10,673,7548,9104,0,1
726,1448,2030,1951,973,752,194,3672,6332,0,1
7214,4231,2112,1319,776,724,1431,9258,5910,0,1
1796,2036,2435,1520,216,734,260,7107,3317,0,1
3845,1930,4186,292,189,447,1863,7694,4551,0,0
6402,1651,2216,1466,23,129,0,5133,2294,0,1
936,371,2657,1934,871,455,85,2931,4978,0,0
2265,4423,3718,464,743,1001,1152,9795,4800,0,1
7274,3607,2297,1499,767,216,416,7335,7177,0,1
1389,317,1548,2009,137,1068,1668,4297,8692,0,0
3564,2980,422,588,698,815,997,9700,7735,0,1
5429,1538,1982,1408,208,6,18,4335,1686,0,1
7827,89,1939,1503,364,14,544,4772,6840,0,1
7486,3255,317,1845,7,15,1791,6063,8840,0,1
4805,1544,2083,2395,1448,854,1917,3973,8882,0,1
9174,1569,3995,815,1321,735,266,5615,8347,0,0
7511,1925,2317,1323,777,208,647,6588,8542,0,1
8056,3381,2753,1815,25,722,30,6323,3459,0,1
4494,1825,2644,1530,1106,638,547,6158,8909,0,0
8624,91,3539,953,184,956,1650,3961,8695,0,0
7832,3160,115,1578,357,31,426,5443,6094,0,1
4388,1059,458,1717,15,722,22,968,3066,0,0
145,3361,1230,1602,215,58,1069,6809,3934,0,0
4435,961,2370,1622,77,30,270,681,2501,0,0
7069,297,2110,1869,961,355,264,3576,7641,0,1
4361,809,496,1476,17,7,988,456,568,0,0
1771,2229,1311,508,1089,68,852,7658,9711,0,0
271,1492,2637,1383,792,928,28,4301,5871,0,0
8437,4256,3035,1308,1106,350,1555,9309,7518,0,1
3241,2864,1619,495,646,1,24,9456,1082,0,1
7564,130,1012,2062,1268,906,316,5099,7541,0,0
920,1181,1952,1632,210,345,22,1946,2419,0,0
7694,37,649,1679,694,732,1066,5345,4319,0,1
7126,15,1972,1306,748,740,270,5161,725,0,1
130,1527,2896,2098,1423,1242,446,4391,7394,0,0
7980,3147,3041,1399,577,519,1735,4930,9333,0,0
7138,1960,2279,804,752,398,17,6856,535,0,1
3223,2808,1633,734,1362,459,929,9332,4068,0,1
7693,4023,1098,1426,173,452,337,8820,4814,0,1
4497,1987,2671,1344,208,13,997,6940,2642,0,1
2419,2278,3312,1218,28,744,1529,8206,7648,0,0
3294,4289,3601,1177,970,21,984,9351,3167,0,1
6737,1210,1781,704,914,255,314,1286,6618,0,0
4232,4122,216,2492,1111,1284,1074,9117,4345,0,1
7686,3410,807,1764,1471,838,247,6871,6212,0,1
4430,1276,216,1670,29,28,259,2474,5168,0,1
7124,688,962,2365,969,942,85,1767,4267,0,0
8593,4082,2455,1241,13,1,1431,8875,6925,0,1
4806,3263,2556,1406,133,739,79,5737,8358,0,1
8044,3223,3115,1291,567,2,2,5309,2803,0,0
9574,2087,2100,1352,961,11,1302,7291,2658,0,1
5319,1158,1961,1500,211,27,982,1828,852,0,0
7119,195,3513,1776,1109,706,574,3608,8081,0,0
2421,2350,3371,1077,28,723,255,8427,3598,0,0
5604,445,299,1618,209,14,13,2761,1071,0,1
1750,2751,3784,526,921,519,778,9362,9174,0,0
9037,3794,2788,1591,772,751,2,7911,1797,0,1
338,3466,1461,2380,366,883,1482,7474,7446,0,0
