,accX,accY,accZ,gyroX,gyroY,gyroZ,accPCA,gyroPCA,side,gesture
8590,4075,2456,1541,783,207,13,8868,3832,0,1
8631,3335,3199,1614,212,5,1542,5954,8280,0,0
7951,244,2152,1815,6,29,988,3866,212,0,1
7873,65,1900,1834,25,4,992,5030,1539,0,1
678,1179,2391,1524,215,741,4,2113,745,0,0
102,768,728,1734,960,25,1011,913,502,0,0
957,1631,732,941,1322,436,193,4780,6185,0,1
7203,4228,1962,1418,206,6,423,9261,6680,0,1
7211,4238,2115,1345,788,724,27,9290,5843,0,1
9529,4049,91,1635,207,742,989,8834,1988,0,1
7533,2682,3078,1061,134,676,844,9177,9117,0,1
9357,968,1057,1262,168,211,1882,273,9716,0,0
4863,560,2926,1559,2,11,5,1468,1909,0,0
8011,3266,2610,1852,777,209,17,5832,5083,0,1
1947,3175,2061,1831,370,1247,1548,5501,8627,0,1
8627,3260,3588,2173,207,930,1342,5509,6242,0,0
2299,1312,3320,1057,479,1239,983,3553,3123,0,0
4554,4246,3122,1475,1420,495,135,9274,4974,0,1
6728,957,2181,1490,10,722,1304,630,5644,0,0
3852,733,3507,1753,1487,1415,58,229,4514,0,0
5193,1225,2349,1546,1108,27,983,2417,3517,0,0
8459,1569,974,1649,366,735,1303,4062,7111,0,0
7442,482,213,1487,208,741,986,2435,1672,0,1
6850,2849,3688,494,115,349,1401,9544,7344,0,1
2471,1659,52,1569,13,10,418,5025,6904,0,1
3082,595,2265,1594,22,722,19,1499,2476,0,0
5190,1233,2446,1516,17,211,732,2520,8889,0,0
1396,3134,4162,350,420,97,1782,9970,9471,0,1
4702,272,2786,1351,13,206,550,3360,7925,0,0
3274,4313,4097,336,117,922,1531,9361,3917,0,0
3337,3029,2416,188,774,0,27,9801,5497,0,1
7731,3599,629,1931,729,596,23,7553,2169,0,1
257,2420,3034,1232,12,1342,1534,8543,7800,0,1
8638,3295,3294,1505,204,31,1000,5692,2655,0,0
7856,97,12,1662,7,746,22,4781,3208,0,1
5013,3155,1923,1612,206,727,9,5383,491,0,1
7741,263,190,1700,57,1386,1431,3862,9372,0,1
503,977,2751,1505,981,1230,1421,979,8001,0,0
9666,1596,568,1551,15,6,255,4449,5177,0,1
9215,1709,4000,845,16,3,997,6304,1711,0,0
9539,4191,274,715,75,184,883,9163,8290,0,1
2248,2887,73,580,29,6,995,9565,2070,0,1
6424,358,2420,1586,1308,857,1153,3006,4005,0,1
372,1023,946,1659,536,1348,1109,522,4395,0,0
4993,310,3789,1366,212,452,76,2530,3931,0,0
5958,1324,375,1377,648,210,1729,2859,9345,0,1
5270,175,2381,1731,9,740,9,4173,1771,0,1
2102,2625,3871,730,1190,842,353,9100,7532,0,0
3329,3097,2511,172,217,737,1288,9883,5643,0,1
744,3234,354,989,722,590,1002,5791,6945,0,1
5597,598,372,1863,769,5,8,1819,2651,0,1
3123,828,2168,1535,204,20,24,128,2674,0,0
5427,1505,1937,1737,1222,1231,28,4035,6927,0,1
6854,2711,3411,945,1110,355,653,9239,9251,0,1
8636,3373,3310,1524,16,725,14,6070,2160,0,0
6884,1065,1977,1744,486,21,3,1162,1914,0,0
7654,1144,3149,1289,1020,320,641,2274,8765,0,0
7226,418,3384,1460,762,728,645,2143,8352,0,0
5007,3396,319,1831,215,18,417,6686,5696,0,1
693,2348,1872,1651,330,1164,1581,7608,8626,0,0
4549,4351,3874,231,960,1348,1634,9501,7297,0,1
79,2456,1243,781,1042,246,1495,8426,6244,0,1
3251,2704,1830,461,1424,1293,1834,9055,9165,0,0
7388,179,131,1309,492,207,259,4244,2221,0,1
3143,875,2115,1513,12,25,17,133,2882,0,0
4983,350,3743,1319,3,28,263,2273,6071,0,0
2142,3851,3502,1704,514,1227,1314,7991,7556,0,0
6343,1199,2463,1649,215,520,0,2247,296,0,0
2268,4424,3812,368,1309,62,1005,9791,3677,0,1
8374,2817,2086,1099,1377,857,100,9403,4420,0,1
4489,1692,2669,1500,207,26,999,5480,2722,0,0
1701,2484,2173,1122,15,1,987,8633,401,0,1
2439,2341,3087,1312,356,21,5,8338,527,0,1
6821,372,1301,2434,1343,990,91,4139,4372,0,0
2441,2205,3419,928,369,8,1002,8008,5170,0,0
4698,602,3207,1444,354,12,1424,1094,7152,0,0
230,4155,3377,181,27,1286,1181,8923,4841,0,1
1729,2191,2083,1718,783,211,1290,7636,1839,0,1
9019,3777,2590,1733,964,720,9,7888,5056,0,1
3848,388,4152,310,797,641,396,1080,7369,0,0
4423,1372,210,792,36,897,1008,3417,8829,0,1
9022,3769,2613,1683,1,1158,991,7849,885,0,1
7436,422,1903,1481,17,11,540,2756,7287,0,1
332,1340,2472,1120,691,929,1018,3387,4256,0,0
6870,1483,122,617,847,1320,69,4192,4647,0,1
5214,3685,65,1712,9,526,414,7702,7005,0,1
7084,224,3162,1489,728,1057,1801,3542,3905,0,0
7252,3241,2679,1634,564,587,647,5635,7212,0,1
1659,1317,1707,1835,292,529,1185,1789,6253,0,0
706,813,849,2147,1228,1419,1023,782,9606,0,0
8580,4077,2826,1344,17,736,423,8848,6950,0,1
9605,1602,316,1481,202,19,415,4587,5911,0,1
9579,2405,600,1205,875,1335,23,8334,9011,0,1
9005,3305,1155,1721,801,257,1194,6556,4382,0,1
3297,4262,3645,771,1318,329,125,9271,4801,0,1
5455,1404,225,1865,810,194,1542,3327,2824,0,1
4374,1053,392,1673,2,726,7,965,1985,0,0
4521,1197,2847,1485,962,1,540,2448,8357,0,0
8363,1923,1923,1467,21,721,18,6459,2405,0,1
6967,530,1948,1611,726,1347,1536,2036,9311,0,1
6421,1547,2186,1487,762,723,996,4444,769,0,1
2246,2913,1898,584,6,738,998,9612,1540,0,1
8415,3757,1831,493,897,1073,501,8238,7574,0,0
3688,282,3291,1513,30,738,1000,3138,2858,0,0
3542,2955,994,677,82,195,1729,9647,9669,0,1
6972,941,884,1711,836,43,483,90,7568,0,0
3080,753,2165,1717,7,722,1002,609,1928,0,0
104,940,827,1828,773,10,255,83,5916,0,0
6177,1093,0,1560,27,220,1299,1364,5519,0,0
1656,633,1862,2274,1084,1239,229,3094,6531,0,0
4704,410,2272,1922,1236,0,934,2836,4018,0,1
5261,246,2355,1773,25,733,14,3761,1658,0,1
3317,3099,2508,152,771,344,822,9884,9396,0,1
4516,1580,3031,1518,959,63,266,4963,7917,0,0
5257,251,2360,1751,773,205,29,3738,5766,0,1
1419,1750,2241,1471,216,207,16,5674,1295,0,1
7434,623,2029,1656,575,14,1534,1424,8516,0,1
3971,3838,2852,1493,4,741,12,8041,2332,0,1
2446,2292,3102,1325,485,743,1527,8198,8025,0,1
9392,366,3180,1579,8,8,266,2656,6041,0,0
3574,3970,3643,787,260,1342,321,8315,4415,0,0
9325,632,1033,1513,3,1,985,1798,483,0,0
6933,78,454,2012,683,1059,553,5155,5273,0,1
5790,1039,3163,1485,367,205,8,1493,598,0,0
8350,2084,2010,1575,769,741,1002,7221,1381,0,1
4362,1013,617,1810,358,935,988,581,2753,0,0
3936,3615,2820,1699,22,25,996,7281,1692,0,1
4864,313,2675,1677,1311,1066,650,3234,9256,0,0
8650,3257,3252,1544,30,722,995,5504,2199,0,0
9390,368,3287,1572,14,24,1,2581,905,0,0
6191,946,139,1408,783,22,267,443,7132,0,1
4816,768,3123,1454,368,30,987,144,2522,0,0
8677,3695,690,1864,782,941,511,7832,7491,0,1
7269,3417,2214,1598,207,28,990,6580,1670,0,1
3889,3663,2928,1465,214,928,984,7433,1841,0,1
4483,1817,2811,1414,213,10,995,6196,2676,0,0
7823,506,2131,1535,781,735,417,2114,7258,0,1
6260,1219,8,1562,31,218,22,2163,2778,0,1
6321,2770,4178,176,297,235,812,9464,2540,0,0
4533,1598,2956,1480,210,743,15,5070,909,0,0
254,2252,2794,1321,1234,1233,1000,8046,2033,0,1
9197,1729,4043,984,779,735,5,6392,2598,0,0
8359,1908,1902,1490,769,4,988,6369,707,0,1
6434,86,1899,1801,21,939,254,4893,3499,0,1
1385,1087,288,1667,478,343,30,1206,2189,0,0
2413,2332,3274,1169,24,726,13,8348,1648,0,0
3125,869,1978,1847,2,728,983,33,711,0,0
4833,560,3028,1595,767,6,1004,1447,1475,0,0
3091,832,2090,1627,366,348,19,157,1074,0,0
328,625,1933,1582,958,1241,254,1422,5973,0,1
4415,1510,3349,790,467,229,592,4841,6547,0,0
8414,3808,1658,1208,820,1274,840,8340,9181,0,0
5441,1555,1962,1615,208,728,13,4380,897,0,1
9597,1640,138,1711,214,1292,1,4833,1802,0,1
6880,938,110,1710,24,520,265,339,5952,0,1
4502,1942,2329,1422,962,728,415,6638,7745,0,1
7447,388,648,1602,12,25,261,3262,5754,0,1
4505,1676,2202,1689,982,1262,102,5208,4748,0,1
9190,1589,3956,727,789,731,998,5742,311,0,0
5262,249,2290,1775,956,750,260,3776,6931,0,1
1362,676,1670,1606,74,55,1644,2025,9648,0,0
9651,1644,347,1551,765,17,257,4827,5869,0,1
4845,476,2823,1655,15,2,20,2056,2896,0,0
8595,4178,3131,1612,22,590,1420,9093,5646,0,1
5603,498,348,1738,23,8,19,2459,2519,0,1
1743,2786,3641,950,336,34,1778,9407,9430,0,1
8419,4213,1230,1390,1226,782,85,9287,4266,0,1
4210,74,1261,2438,1188,361,857,5822,9774,0,0
740,1488,383,1608,731,1042,74,3837,9990,0,1
6405,1694,2289,1466,31,1,988,5378,1392,0,1
1624,323,1985,2208,644,1265,1439,3585,7437,0,1
524,315,1850,1587,332,124,1155,4689,6225,0,0
5428,1500,6,1699,766,439,422,3993,7697,0,1
5454,2198,2148,1270,762,219,1289,7721,2620,0,1
6725,891,2141,1584,368,23,992,219,3077,0,0
6955,194,2027,1656,12,448,27,4156,5189,0,1
308,3291,1019,1437,1342,899,584,6358,8804,0,1
5296,1225,2102,1542,480,440,10,2308,297,0,0
4975,205,3719,1300,214,732,1425,3303,7185,0,0
7156,1096,2109,1818,136,38,1529,1382,9610,0,0
8427,4106,1348,1711,366,448,1079,9072,4160,0,1
8055,31,3026,1592,776,742,255,4755,5838,0,0
288,4073,2630,1101,716,75,812,8832,7975,0,1
5458,2354,414,1644,817,236,1255,8182,3981,0,1
8345,1958,2159,1436,7,214,1004,6671,1777,0,1
5972,3417,894,1724,27,725,267,6914,5597,0,1
476,745,537,1581,1310,1297,988,928,3335,0,0
7065,306,2470,1701,10,18,1006,3359,2339,0,1
9173,1635,4021,824,788,6,986,5995,1948,0,0
3148,734,2057,1754,763,747,990,777,177,0,1
737,1407,1190,2136,1398,1076,705,2773,9480,0,0
6199,1069,301,1766,778,729,262,1066,6797,0,0
7482,3146,233,1739,0,207,20,5442,3687,0,1
6804,2760,3501,307,434,865,1936,9377,10002,0,1
7525,1867,2374,1429,561,934,1640,6292,8989,0,1
6681,1054,213,845,406,1389,1498,1245,8196,0,0
3721,369,3324,1319,17,938,264,2479,5466,0,0
5781,807,3637,1138,148,588,1606,441,8255,0,0
9034,3778,2737,1665,206,0,20,7857,1966,0,1
5706,686,182,1861,25,16,26,1210,3186,0,1
1405,2482,3789,590,1159,726,893,8774,9783,0,0
5459,2720,273,1787,786,794,1125,9182,4173,0,1
5794,1132,3201,1487,365,79,888,2141,9546,0,0
7113,319,3054,1705,209,4,995,3054,2536,0,0
1586,1807,2397,1302,772,630,552,6046,8506,0,1
5610,382,317,1629,762,29,0,3174,1607,0,1
3128,728,2006,1666,764,13,262,812,6086,0,1
7061,70,2357,1787,7,217,264,4811,6104,0,1
6156,437,241,1380,962,931,423,2724,7890,0,1
1579,1725,2083,1790,787,27,415,5402,7656,0,1
3146,1094,2148,1741,27,744,1011,1406,3781,0,0
6912,4059,1299,1611,1309,929,1221,8953,4333,0,1
5196,2611,143,2375,1136,1062,1424,8814,9684,0,1
3745,349,3248,1511,3,724,18,2714,3128,0,0
5259,341,2327,1832,18,0,990,3226,940,0,1
477,810,771,1979,1112,1246,1005,698,107,0,0
9665,1551,610,1513,10,6,988,4159,216,0,1
1777,1927,1824,691,203,1060,1364,5781,6360,0,0
5822,1320,2049,871,141,207,1726,3181,4023,0,0
4868,331,2767,1516,18,736,992,3030,1399,0,0
7185,502,2053,1632,204,344,256,2198,3789,0,1
5928,989,647,1669,654,440,416,457,2516,0,0
8088,3307,3001,1546,362,13,983,5863,1926,0,0
468,2601,2323,1027,721,46,1599,8882,8176,0,1
6758,1866,1013,1576,30,31,8,5820,1041,0,0
7224,859,3576,674,170,593,1833,876,9479,0,0
6214,1007,277,1691,209,25,1420,682,6834,0,0
3963,3626,3063,1448,204,733,1295,7253,5748,0,1
5799,1223,3357,1558,217,211,1,2824,675,0,0
6781,1150,14,1734,1321,444,739,1691,9839,0,0
3860,3502,2386,1661,652,1383,29,6928,2040,0,1
8551,4142,3490,2455,340,643,728,9044,7313,0,1
3686,430,3242,1724,18,729,1,2220,385,0,0
7763,3351,702,2330,774,16,39,6768,3966,0,1
1420,1495,2042,1581,764,721,414,4053,6954,0,1
9439,4245,1277,1258,198,81,725,9352,873,0,1
5593,738,348,1770,208,0,1006,946,3601,0,1
7672,3412,58,1555,972,1,35,6640,4101,0,1
4965,199,3732,1326,31,13,425,3324,6903,0,0
7752,269,2153,1842,14,637,1007,3713,1783,0,1
7852,7,0,1542,356,2,26,5273,1973,0,1
1680,3133,1563,803,785,473,1913,9957,7937,0,1
6751,1777,1114,1514,13,3,24,5310,3383,0,0
2166,2068,2834,1431,786,1066,414,7343,7101,0,0
363,828,2385,1631,1322,740,1001,87,3142,0,0
6802,1715,112,1497,439,157,1049,5338,4209,0,1
5247,240,2469,1545,218,3,9,3706,16,0,1
7558,3472,407,1613,484,14,263,6981,2836,0,1
9064,4411,2503,876,1424,1254,286,9777,5010,0,1
4228,183,254,1825,204,204,3,4395,206,0,1
9315,650,1075,1678,204,15,1008,1748,3552,0,0
9620,1576,226,1443,14,736,23,4468,3098,0,1
4866,334,2566,1725,17,5,1295,3147,5192,0,0
3541,2818,1094,827,9,185,552,9379,8583,0,1
1410,3293,1167,1323,1390,754,625,6413,9173,0,0
5770,454,263,1700,354,3,4,2720,722,0,1
5309,1030,76,1647,202,11,31,944,3370,0,0
6786,952,44,1771,766,14,262,422,6134,0,0
2404,2381,3410,1024,962,734,264,8514,7194,0,0
5425,1557,2079,1523,787,30,268,4457,7253,0,1
9979,878,1074,1068,698,528,270,221,1558,0,0
2131,1221,2471,1417,361,210,1296,2467,6077,0,0
1797,1977,2672,1215,207,928,1425,6924,7144,0,1
3090,800,0,1868,789,938,8,448,3084,0,1
9217,1782,3991,943,774,213,997,6617,157,0,0
3122,883,2035,1844,20,738,1291,68,5114,0,0
5467,3377,323,1479,1447,217,1723,6553,3617,0,1
4245,4303,2641,481,357,454,277,9397,6201,0,1
122,2774,940,1643,190,224,1188,9286,4947,0,1
5552,419,479,1680,17,21,8,3011,1624,0,1
3834,3992,2809,1105,778,1415,1637,8570,7935,0,1
5019,1105,1718,2448,1403,497,212,27,8150,0,0
8605,4164,2588,1288,23,26,1009,9076,3136,0,1
6336,944,2365,1885,1379,110,187,502,4952,0,0
5825,1506,80,1765,2,745,267,3983,6098,0,1
7122,3338,763,2121,1087,681,431,6626,7594,0,1
7497,2609,2936,806,199,216,1172,8968,4519,0,1
2177,1699,2044,1669,1115,1302,1420,5281,3178,0,1
8031,92,2924,1494,572,209,1534,4405,8468,0,0
3544,2993,735,351,491,438,548,9726,6842,0,1
2134,1555,94,2187,224,4,1731,4152,4417,0,1
7363,654,36,1682,22,16,987,1299,621,0,1
6973,1157,885,2214,973,104,493,1241,8095,0,0
3325,3038,2414,261,25,928,996,9815,2333,0,1
3677,252,3078,1662,493,347,990,3461,3331,0,0
1584,1776,2222,1523,30,210,255,5795,3765,0,1
8682,3850,13,1567,21,745,19,8209,2313,0,1
9048,3538,669,1413,1228,1076,978,7267,9946,0,1
9595,1852,759,1303,57,1301,10,5907,7028,0,1
5289,1105,44,1555,11,740,15,1425,2359,0,0
5267,336,2371,1712,206,15,168,3216,4483,0,1
7953,135,2154,1598,217,7,15,4438,832,0,1
8679,3805,693,1583,767,732,658,8179,8820,0,1
1598,1743,2323,1471,22,4,15,5656,2079,0,1
7220,3215,1975,2189,392,362,1772,5861,9417,0,1
300,1325,2448,1424,1422,725,48,3203,4461,0,0
8430,4091,1293,1498,58,678,1565,9040,8099,0,1
3873,3545,2664,1821,483,219,1425,7079,7670,0,1
3208,3776,90,1379,143,40,1294,7971,9055,0,1
7782,532,2005,1609,766,216,1292,2012,2791,0,1
3142,911,2114,1677,29,205,19,300,2441,0,0
1359,885,1832,1338,1448,1065,28,977,8293,0,0
3973,3612,2969,1577,203,2,0,7228,427,0,1
3205,4241,1164,1868,363,734,344,9355,6279,0,1
5716,566,243,1799,202,9,996,1974,2284,0,1
486,2526,870,820,1092,186,1077,8653,3574,0,1
7401,231,148,1581,485,738,1797,3998,9554,0,1
9416,334,193,1307,24,213,891,3352,9609,0,1
3231,2912,1481,418,1232,356,4,9580,5976,0,1
8400,3541,2074,1582,949,912,818,7149,4445,0,1
8361,2050,1969,1460,203,0,6,7088,350,0,1
4955,804,4008,672,374,892,1788,882,9489,0,0
6425,3849,1921,2221,212,1184,1,8267,6812,0,1
6393,1574,2242,1448,18,2,988,4620,672,0,1
6901,3254,1102,2319,1164,1185,955,6471,9975,0,1
3202,183,1065,2185,1075,440,876,4869,9751,0,0
4828,390,2885,1653,14,726,1422,2625,6038,0,0
7981,3232,2845,1481,18,6,1,5495,529,0,1
91,1566,939,1744,174,880,1068,4034,4870,0,0
5761,738,110,1701,773,727,995,852,111,0,1
9527,4011,219,1597,360,741,4,8738,1274,0,1
7840,3154,193,1613,30,926,990,5439,1868,0,1
7755,156,1998,1697,764,1242,1636,4397,7936,0,1
7116,601,3377,1503,779,353,652,1037,8883,0,0
4248,3754,2480,2169,145,666,1185,7907,4474,0,1
3684,325,3283,1532,207,728,988,2861,1740,0,0
2312,1369,603,1675,218,343,261,2970,3730,0,0
2154,1643,4187,2532,1326,570,107,5294,7475,0,0
4273,2202,81,1347,963,2,991,7672,1979,0,1
4787,336,1045,2276,1021,1340,105,3966,6162,0,0
3859,3505,1949,2260,1001,1232,107,7171,5025,0,1
7371,581,297,1859,773,741,1639,1917,7803,0,1
3085,782,2295,1653,767,518,545,386,8291,0,0
5927,826,802,1548,692,942,16,484,3250,0,0
6266,1364,1,1606,218,25,1005,3187,3697,0,1
7467,79,3,1463,8,1240,17,4837,2157,0,1
5213,3752,43,1823,1320,23,268,7938,8424,0,1
9041,3827,2730,1544,23,739,652,8035,8031,0,1
495,1516,306,1443,730,896,152,4060,9825,0,1
2321,1264,587,1779,113,825,1538,2190,9927,0,0
9646,1633,278,1668,212,443,984,4748,768,0,1
694,2073,1853,1189,631,1349,1663,6341,9203,0,0
4836,395,2913,1553,17,726,20,2552,2763,0,0
9566,2114,2222,1391,13,215,991,7418,425,0,1
1738,804,900,1860,266,776,1681,766,8812,0,0
5464,8,292,1388,52,982,45,5325,7993,0,1
8566,4037,2701,1712,488,353,1292,8751,6694,0,1
4510,2353,3585,510,221,1353,1289,8528,4471,0,0
5807,1712,3986,788,208,2,270,6328,5539,0,0
9070,4483,2001,68,746,879,660,9979,3076,0,1
2276,4401,3831,456,23,450,1792,9740,8888,0,1
7523,1743,2266,1404,483,752,1294,5654,6972,0,1
8039,7,2964,1599,24,731,994,4939,1867,0,0
9400,340,3207,1551,22,0,982,2795,133,0,0
9384,391,3238,1531,778,735,25,2431,5395,0,0
7106,461,2949,1729,792,0,982,2135,2531,0,0
6398,1738,2282,1499,770,13,10,5612,2954,0,1
4237,4306,3805,45,106,1263,1118,9318,5004,0,1
2223,2961,92,469,209,1058,1003,9683,3696,0,1
100,1125,359,1770,692,744,1112,1379,4462,0,0
5268,278,2445,1682,27,29,16,3529,2176,0,1
7968,1189,3878,1135,571,521,942,3145,9355,0,0
4762,3324,2480,1523,205,214,24,6083,2789,0,1
9655,1708,410,1674,28,214,426,5165,7035,0,1
3286,4277,3668,1034,209,207,265,9325,5336,0,1
6263,1199,23,1712,10,7,986,1996,45,0,1
7803,533,2038,1463,780,348,415,1959,7627,0,1
6152,1572,1991,1579,1412,218,939,4501,4270,0,1
6414,1721,2265,1497,778,731,8,5513,2884,0,1
2234,2952,1915,488,17,2,995,9676,1531,0,1
1744,2832,3844,1243,230,449,1469,9508,7552,0,1
5749,3347,196,1754,646,8,739,6440,7862,0,1
5786,908,3079,1513,2,453,150,642,4507,0,0
9592,1735,791,869,892,894,1254,5375,4163,0,1
4366,1430,642,1858,777,21,991,3331,887,0,0
8662,3244,3252,1598,21,15,16,5453,2307,0,0
9444,4227,1147,1443,963,927,256,9313,6881,0,1
2121,1542,2126,1371,772,752,1801,4421,8931,0,1
6851,2857,3745,480,481,519,1735,9555,9066,0,1
5728,505,494,1874,767,726,1289,2515,2822,0,1
916,1259,2090,1522,26,28,16,2557,2208,0,0
8571,4097,3000,1406,150,153,1736,8881,3999,0,1
7540,4093,1526,2371,1140,1407,509,9114,8200,0,1
7194,3989,2955,612,214,768,965,8511,9779,0,1
8349,1936,2042,1368,8,722,2,6569,1103,0,1
7773,117,20,1689,363,15,1529,4658,7894,0,1
1926,1064,1233,1993,167,1070,1624,512,8639,0,0
3114,802,2036,1664,20,23,8,347,1506,0,0
3941,3579,2728,1780,763,1,29,7190,5339,0,1
7399,393,433,1874,1107,19,655,3227,9218,0,1
7845,3154,177,1693,20,722,254,5461,3773,0,1
5849,2067,2304,1339,214,731,1798,7237,9308,0,1
7737,3207,1939,2144,26,634,1017,5809,9813,0,1
4506,1412,1902,1318,687,1043,1641,3586,9828,0,1
3909,3780,2664,1817,8,746,1303,7903,5638,0,1
4271,2306,80,1482,216,740,20,8054,1289,0,1
5594,473,292,1660,202,215,20,2577,2506,0,1
4217,274,124,1695,770,8,261,3769,6644,0,1
8060,3204,3069,1496,354,738,1009,5264,5360,0,0
5785,1106,3193,1698,1226,598,157,1888,4766,0,0
7493,722,461,1465,515,114,1938,998,4025,0,1
4404,929,338,1585,209,721,1007,262,3718,0,0
6347,1451,2610,1543,12,939,1733,3984,8844,0,0
4476,1706,2711,1564,8,15,11,5555,2338,0,0
6428,2004,706,873,297,17,1473,6790,8041,0,1
4373,945,344,1617,12,8,16,320,2675,0,0
5018,1065,1133,1667,1436,277,1310,674,4114,0,0
4394,932,558,1705,19,721,11,167,1693,0,0
3945,3477,3103,1549,365,356,266,6599,3828,0,1
7733,3665,1930,1537,112,216,255,7611,5772,0,1
3885,3564,2756,1788,772,1303,1805,7127,9070,0,1
7530,1966,2318,1597,787,25,729,6724,9216,0,1
9020,3787,2674,1555,367,739,993,7886,3436,0,1
8465,1416,861,1550,369,734,20,3233,403,0,0
4685,290,2077,1588,575,1060,996,3555,5903,0,1
326,1785,10,1628,1475,1384,421,5733,8995,0,1
3233,2866,1511,446,788,17,1007,9463,641,0,1
4267,2120,371,1539,359,746,256,7289,2517,0,1
7415,195,1973,1087,1446,133,185,4001,4993,0,1
8406,3593,76,2436,104,104,1258,7602,6177,0,1
4838,655,2948,1697,22,208,1301,933,5575,0,0
9616,1659,330,1502,204,11,16,4945,1682,0,1
9062,4354,2910,1711,407,1093,316,9576,9264,0,1
1703,2604,2223,1129,356,0,23,8893,1601,0,1
491,2597,379,1054,329,1064,541,8825,8914,0,1
4375,826,492,1611,30,1,26,401,2883,0,0
2266,4428,3798,386,767,1241,1645,9825,8344,0,1
4803,3256,3365,1992,30,19,80,5566,3956,0,0
4731,3901,1897,1522,1311,762,1301,8341,1911,0,1
7565,3927,1378,1329,797,1092,362,8580,6469,0,1
8028,58,2708,1918,770,7,1000,4792,767,0,1
1916,1224,1754,1781,1172,1058,593,1116,8690,0,0
3185,1155,3758,1368,779,25,3,2752,2714,0,0
5840,1695,1998,1582,5,14,1424,5262,5890,0,1
8587,4086,2853,1523,10,732,1293,8872,3813,0,1
7844,113,45,1848,786,1062,10,4730,3083,0,1
121,2703,555,1148,988,157,1353,9147,4358,0,1
2449,2335,3425,1112,784,737,15,8387,3717,0,0
9026,3791,2538,1721,1107,10,16,7958,5856,0,1
4355,212,377,1104,45,503,386,4073,6434,0,1
7950,41,2160,1624,365,23,987,5024,2434,0,1
3964,3566,3196,1397,7,9,997,6966,1188,0,1
5470,871,398,1942,1313,723,879,212,3910,0,0
2173,1921,2739,1434,765,929,995,6656,786,0,0
3283,4343,3982,518,971,214,422,9470,8303,0,1
8606,4113,2781,1674,217,19,1002,8942,3458,0,1
3703,271,3276,1420,214,725,2,3193,799,0,0
1407,2536,3269,737,1196,81,927,8809,9988,0,1
7382,397,166,1672,207,940,1292,3039,5788,0,1
9548,2220,230,1785,1111,446,24,7661,7009,0,1
3269,839,3186,1099,44,1402,1263,389,6470,0,0
9576,2246,2026,1147,1112,18,18,7909,6092,0,1
8000,3300,2661,1617,762,723,1001,5939,1447,0,1
3883,3512,2781,1719,969,927,268,6887,7655,0,1
1786,2882,2490,2508,1230,1403,1335,9497,6384,0,1
9573,2131,2224,1470,765,16,14,7478,3158,0,1
4694,353,2206,1818,202,720,985,3189,1039,0,1
469,2928,143,1426,977,69,1871,9616,1514,0,1
5212,3881,1909,1830,794,938,14,8314,3796,0,1
7506,1863,1898,1643,483,1061,1425,6114,7866,0,1
6237,1504,56,1768,480,934,1541,3975,8512,0,1
9555,1954,144,1575,29,219,7,6536,1117,0,1
7250,3382,2363,1640,721,1061,1428,6391,8868,0,1
7425,329,166,1734,211,447,7,3476,737,0,1
9177,1575,3952,829,4,728,269,5627,6736,0,0
5967,3648,1018,1634,794,858,1421,7748,5943,0,1
4381,1014,364,1682,202,740,985,702,1228,0,0
228,3797,2837,1902,178,1227,420,7953,8938,0,1
7797,472,1980,1462,2,724,984,2373,615,0,1
5205,3663,194,2054,1417,640,1867,7700,7734,0,1
9162,1668,3145,931,632,35,1613,5646,9144,0,0
9644,1651,258,1557,962,936,996,4910,886,0,1
471,1467,709,1749,3,968,427,3568,5677,0,0
1905,1509,2654,1571,203,22,11,4352,1186,0,0
8462,1411,982,1476,357,1062,1423,3151,7613,0,0
227,3682,2595,2384,651,1276,415,7719,6009,0,1
4792,669,1215,2125,481,445,1421,1868,7172,0,0
7139,2456,7,1876,1120,641,1911,8487,8830,0,1
2208,3014,667,343,1368,299,688,9760,9478,0,1
4230,395,162,2269,96,726,1009,3286,8824,0,1
3153,927,2151,1744,355,353,544,377,7077,0,0
4464,1563,2784,1568,3,212,981,4725,1404,0,0
7685,279,568,2219,1124,228,518,4065,8244,0,1
6248,1343,1,1553,9,217,994,3061,577,0,1
9621,1720,326,1623,571,216,255,5261,1221,0,1
2144,889,3731,66,239,930,1186,1684,6209,0,0
7450,1394,532,1672,1041,1363,1478,3200,6482,0,1
1632,4285,2689,560,876,305,316,9357,6595,0,1
6176,683,217,1512,214,29,19,1147,1710,0,1
2298,689,2653,1722,183,520,1260,842,6323,0,0
6742,1683,1496,1405,743,215,2,4520,5693,0,0
3349,3031,2545,195,9,9,983,9807,504,0,1
7166,627,27,1368,643,934,259,1375,368,0,1
5204,4046,261,951,92,521,1118,8811,4691,0,1
4387,956,309,1599,9,23,8,406,2030,0,0
7846,44,92,1664,368,720,1003,5137,5260,0,1
4819,462,2924,1467,1235,1062,649,2052,9223,0,0
6746,1874,1111,1337,572,211,814,5880,8351,0,0
7150,4318,4196,1090,1370,627,689,9327,8775,0,0
5419,1641,2111,1593,766,727,31,4999,5508,0,1
7210,4166,2274,1378,688,941,825,9101,7970,0,1
5556,350,684,1902,1313,783,1420,3573,2650,0,1
6433,74,6,2067,1371,451,423,5058,8932,0,1
4262,2869,145,391,252,1302,1500,9535,8089,0,1
3344,3020,2243,331,966,1071,1541,9786,6893,0,1
938,394,2335,2294,1376,244,114,3081,4779,0,1
4851,410,2838,1529,488,22,987,2471,3068,0,0
